wide_row_id,document_id,route,canonical_doc_type,page_id,source_page,source_section,source_table,source_row_label,source_occurrence,column_group,subject_type,subject_alias_id,subject_entity_id,subject_name,subject_standardized_name,subject_manager_name,asset_class,strategy,geography,vintage_year,horizon,as_of_date_raw,as_of_date,period_start,period_end,currency,unit_scale,unit_scale_multiplier,management_fee,performance_fee,cost_bps,offset,fee_benchmark,nav_aum_denominator,observation_ids,observation_count,unparsed_values,scale_note,collision_note
ec168e87b80f31190c0c,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Emerging Markets,1,CAFR,asset_class,c7e5adb9fb5598106707,,Emerging Markets,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"1,669,000",,,,,,1dc3cc214f064acfb5d0,1,,,
22248e596006f535a323,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Emerging Markets,1,Current Base Mgmt Fee (bps),asset_class,c7e5adb9fb5598106707,,Emerging Markets,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,48,,,,2a2422f85c27a91d546c,1,,,
196021bf8b5948ae3661,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Emerging Markets,1,Institutional Fee Median,asset_class,c7e5adb9fb5598106707,,Emerging Markets,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,50,,77c1dcad719c502429e1,1,,,
d93d59c907678edac801,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,High Yield/Opp,1,Adjusted Base Mgmt Fees,asset_class,c724aba585119e10c45c,,High Yield/Opp,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"51,025,000",,,,,,0b14b087120f20ce1140,1,,,
97313e25087486f43894,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,High Yield/Opp,1,Adjusted External Net Assets @ 6/30/17,asset_class,c724aba585119e10c45c,,High Yield/Opp,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,,4472747000,66c6ad2643816f1fcc84,1,,,
84992d9175b220fa2d41,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,High Yield/Opp,1,CAFR,asset_class,c724aba585119e10c45c,,High Yield/Opp,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"51,025,000",,,,,,86aae2a9bfff1f4cdbaa,1,,,
8e6921047b35377c9288,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,High Yield/Opp,1,Current Base Mgmt Fee (bps),asset_class,c724aba585119e10c45c,,High Yield/Opp,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,114,,,,27873a1dce0dff46f812,1,,,
404e8b9d80bce2b02258,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,High Yield/Opp,1,Institutional Fee Median,asset_class,c724aba585119e10c45c,,High Yield/Opp,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,150,,f6d14c5ffff564be5efa,1,,,
3f367bb533d09a9127c9,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Inflation Protected,1,Adjusted Base Mgmt Fees,asset_class,95dc3ff62ebfb2224441,,Inflation Protected,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"26,107,000",,,,,,94f0a856a99c339bfb6a,1,,,
60db7815208c49777f9c,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Inflation Protected,1,Adjusted External Net Assets @ 6/30/17,asset_class,95dc3ff62ebfb2224441,,Inflation Protected,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,,5897967000,819bb00389cc88a1a3d9,1,,,
0190a5d057794c6dae04,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Inflation Protected,1,CAFR,asset_class,95dc3ff62ebfb2224441,,Inflation Protected,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"26,107,000",,,,,,f7b96aca7b427bfa7778,1,,,
3655af55b40b75417417,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Inflation Protected,1,Current Base Mgmt Fee (bps),asset_class,95dc3ff62ebfb2224441,,Inflation Protected,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,44,,,,98926df25fa6a563df51,1,,,
6597ebb721b29353eb18,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Inflation Protected,1,Institutional Fee Median,asset_class,95dc3ff62ebfb2224441,,Inflation Protected,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,22,,ce866d5b8be125da3061,1,,,
2f5db216072b1c997447,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Infrastructure,1,,asset_class,c580017bf292442286aa,,Infrastructure,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"198,000",,32,198000,100,62424000,272d4c8e82f6552454ed;bcb332a0237e426bda97;75c513fc92a778246637;f6a6ff611653c6460a76;844e52882a370689de27,5,,,
c643351f78b824a77647,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,MLP,1,Adjusted Base Mgmt Fees,asset_class,5d0f916389cfe8044fbb,,MLP,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"8,295,000",,,,,,25535e7b66c524f2c966,1,,,
1d4b65433b9ed4963ee2,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,MLP,1,Adjusted External Net Assets @ 6/30/17,asset_class,5d0f916389cfe8044fbb,,MLP,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,,1893389000,27ee9533b53f6101750d,1,,,
1059e9e7c7012e8cd4b3,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,MLP,1,CAFR,asset_class,5d0f916389cfe8044fbb,,MLP,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"8,295,000",,,,,,877fff5ef22c39c2770c,1,,,
4eed46a20a7df233c46e,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,MLP,1,Current Base Mgmt Fee (bps),asset_class,5d0f916389cfe8044fbb,,MLP,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,44,,,,7fa7aadd948ba96267e2,1,,,
92f46bf37d3fcdfe677b,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,MLP,1,Institutional Fee Median,asset_class,5d0f916389cfe8044fbb,,MLP,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,69,,57f7189a0bdaba53e687,1,,,
f38f59677ec0de912c6e,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Multi-Sector,1,Adjusted Base Mgmt Fees,asset_class,f5550c89e9af3136eb6c,,Multi-Sector,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"1,633,000",,,,,,3ab2c6c2f896fd5500cd,1,,,
432ba638d51f52523ac3,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Multi-Sector,1,Adjusted External Net Assets @ 6/30/17,asset_class,f5550c89e9af3136eb6c,,Multi-Sector,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,,410414000,2fe3d7302f34bba8dde8,1,,,
b93f24a22696e4c0515e,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Multi-Sector,1,CAFR,asset_class,f5550c89e9af3136eb6c,,Multi-Sector,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"1,633,000",,,,,,fe44407737b08d87422f,1,,,
0979d3cdfea475e8ce71,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Multi-Sector,1,Current Base Mgmt Fee (bps),asset_class,f5550c89e9af3136eb6c,,Multi-Sector,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,40,,,,02058f14d5d0e3f095f1,1,,,
65cea30e746e4609b7dc,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Multi-Sector,1,Institutional Fee Median,asset_class,f5550c89e9af3136eb6c,,Multi-Sector,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,30,,22eb1d58e5b0480575c1,1,,,
368a0ca7f4efe2ee1ef7,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Non-US Developed,1,Adjusted Base Mgmt Fees,asset_class,24c007990d3083ee1413,,Non-US Developed,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"420,000",,,,,,e84ed042790bb3b656fc,1,,,
e8ceca45020aac8bd1c5,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Non-US Developed,1,Adjusted External Net Assets @ 6/30/17,asset_class,24c007990d3083ee1413,,Non-US Developed,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,,177400000,b16fad65a037314cbad8,1,,,
9f2b6875f6f47d22a6b2,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Non-US Developed,1,CAFR,asset_class,24c007990d3083ee1413,,Non-US Developed,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"420,000",,,,,,815534231fe07301c593,1,,,
d8aed377b1bbebecec33,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Non-US Developed,1,Current Base Mgmt Fee (bps),asset_class,24c007990d3083ee1413,,Non-US Developed,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,24,,,,4f724a990894d3c5ca07,1,,,
0b68e2523991028f0d6f,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Non-US Developed,1,Institutional Fee Median,asset_class,24c007990d3083ee1413,,Non-US Developed,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,30,,8dd964739fe66bc945cd,1,,,
593225d97a20493c1a7c,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Non-US Equity,1,Adjusted Base Mgmt Fees,asset_class,bed4ff545edbd6e0eb0d,,Non-US Equity,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"19,771,000",,,,,,535e6e40ec977ae7ca90,1,,,
930da3b6f9f788073cc2,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Non-US Equity,1,Adjusted External Net Assets @ 6/30/17,asset_class,bed4ff545edbd6e0eb0d,,Non-US Equity,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,,4282411000,d1504439eb5d170cab25,1,,,
e16be1fe37cb5e561564,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Non-US Equity,1,CAFR,asset_class,bed4ff545edbd6e0eb0d,,Non-US Equity,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"19,771,000",,,,,,42b375681dbc5ab59f06,1,,,
34f79b85ba54ba9b9380,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Non-US Equity,1,Current Base Mgmt Fee (bps),asset_class,bed4ff545edbd6e0eb0d,,Non-US Equity,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,46,,,,ac544058f3018da566bb,1,,,
1331e4d0f08396984ae3,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Non-US Equity,1,Institutional Fee Median,asset_class,bed4ff545edbd6e0eb0d,,Non-US Equity,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,57,,6516d9e8c1f4f26a61a2,1,,,
a15280ec49395ef2c1c5,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Other,1,Adjusted Base Mgmt Fees,asset_class,14f8002c63454ccb8e2b,,Other,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"1,649,000",,,,,,76664114b52310f8343c,1,,,
064fd17eaf9074b314d6,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Other,1,Adjusted External Net Assets @ 6/30/17,asset_class,14f8002c63454ccb8e2b,,Other,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,,484000000,9f9562157a271a801aee,1,,,
a87de661fe79f3301a0c,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Other,1,CAFR,asset_class,14f8002c63454ccb8e2b,,Other,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"1,649,000",,,,,,0e2222c838eb7e96d277,1,,,
3d8d55596ccf8dab82bd,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Other,1,Current Base Mgmt Fee (bps),asset_class,14f8002c63454ccb8e2b,,Other,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,34,,,,688f003df632def9d9e2,1,,,
87d58c17687cac649734,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Other,1,Institutional Fee Median,asset_class,14f8002c63454ccb8e2b,,Other,,,Fixed Income,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,38,,4be92cab1543bcddad57,1,,,
03224e0186d50c1f5b16,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Private Equity,1,Adjusted Base Mgmt Fees,asset_class,8d126bcb846a2d608b7e,,Private Equity,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"102,714,000",,,,,,4ff865fec20627630324,1,,,
09ac22f539a2f798c3e7,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Private Equity,1,Adjusted External Net Assets @ 6/30/17,asset_class,8d126bcb846a2d608b7e,,Private Equity,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,,7423011000,5322fe3609db3bf56f8f,1,,,
9dcf38665be68b3b870a,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Private Equity,1,CAFR,asset_class,8d126bcb846a2d608b7e,,Private Equity,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"102,714,000",,,,,,f6737b7df229c093e501,1,,,
b739837a3ed0a3642f3c,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Private Equity,1,Current Base Mgmt Fee (bps),asset_class,8d126bcb846a2d608b7e,,Private Equity,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,138,,,,484a728a0984919bed45,1,,,
5d3be3f9058306748349,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Private Equity,1,Institutional Fee Median,asset_class,8d126bcb846a2d608b7e,,Private Equity,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,134,,b37d69746a2a3561e864,1,,,
353c1398999c979af06d,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Real Estate,1,Adjusted Base Mgmt Fees,asset_class,c05790ef306ca15c0eba,,Real Estate,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"50,411,000",,,,,,9288cc773feb9d9d3fc0,1,,,
29103a475e0cce51295c,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Real Estate,1,Adjusted External Net Assets @ 6/30/17,asset_class,c05790ef306ca15c0eba,,Real Estate,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,,5336731000,efef84c2777d65df86b1,1,,,
9dbe2cc876cb42940326,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Real Estate,1,Adjustments,asset_class,c05790ef306ca15c0eba,,Real Estate,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,-198000,,,da6028abd18748c39a5c,1,,,
0d6b06591de6cb3c52a8,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Real Estate,1,CAFR,asset_class,c05790ef306ca15c0eba,,Real Estate,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"50,609,000",,,,,,fd6618aa4629eca575b4,1,,,
b4d160d921dc400087da,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Real Estate,1,Current Base Mgmt Fee (bps),asset_class,c05790ef306ca15c0eba,,Real Estate,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,94,,,,6ebc3640e3b75a96ee26,1,,,
0f4167c2ac49854c768d,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Real Estate,1,Institutional Fee Median,asset_class,c05790ef306ca15c0eba,,Real Estate,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,95,,ced6dc165338c7e45849,1,,,
89b60a2b8b776c3282c4,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Risk Parity,1,Adjusted Base Mgmt Fees,asset_class,4699938c37582cccd06d,,Risk Parity,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"19,632,000",,,,,,10b4efb1e85f1b5d981a,1,,,
1a940f2bac9020aef59e,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Risk Parity,1,Adjusted External Net Assets @ 6/30/17,asset_class,4699938c37582cccd06d,,Risk Parity,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,,,,2462455000,950723e61ff13fe96dc8,1,,,
5372925cd7831219e124,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Risk Parity,1,CAFR,asset_class,4699938c37582cccd06d,,Risk Parity,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,"19,632,000",,,,,,7ddd5a83bfff58602022,1,,,
ae92a3ff92bdc5da8249,SRC028,06-statements-and-economics,Fee_Report,3c984c550e0c5ccb8335,1,PSERS Base Management Fees – External Management,PSERS Base Management Fees – External Management,Risk Parity,1,Current Base Mgmt Fee (bps),asset_class,4699938c37582cccd06d,,Risk Parity,,,,,,,,"June 30, 2017",2017-06-30,,,,absolute,1,,,80,,,,65a079b2b4bb203e67ac,1,,,
