wide_row_id,document_id,route,canonical_doc_type,page_id,source_page,source_section,source_table,source_row_label,source_occurrence,column_group,subject_type,subject_alias_id,subject_entity_id,subject_name,subject_standardized_name,subject_manager_name,asset_class,strategy,geography,vintage_year,horizon,as_of_date_raw,as_of_date,period_start,period_end,currency,unit_scale,unit_scale_multiplier,commitment,paid_in_capital,contribution,distribution,nav,unfunded_commitment,recallable_distribution,tvpi,dpi,rvpi,moic,ownership_percentage,income,fee,carried_interest,beginning_capital,ending_capital,return,irr,alpha,fund_expense,realized_gain_loss,unrealized_gain_loss,actual_allocation,return_of_capital,preferred_return,observation_ids,observation_count,unparsed_values,scale_note,collision_note
42e51d90d80c78db54d7,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Distribution Summary,Preferred Return,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,"March 31, 2018",2018-03-31,,,USD,absolute,1,,,,44872091.2100000009,,,,,,,,,,,,,,,,,,,,,,,601d11581f673327d851,1,,,
f0d1fceeaccb14cfc7b7,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Distribution Summary,Recyclable,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,"March 31, 2018",2018-03-31,,,USD,absolute,1,,,,,,,34496547.299999997,,,,,,,,,,,,,,,,,,,,5b5b0d92574d784b86f5,1,,,
a7f3444da2120ab67fb1,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Distribution Summary,Return of Capital,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,"March 31, 2018",2018-03-31,,,USD,absolute,1,,,,24912450.2800000012,,,,,,,,,,,,,,,,,,,,,,,28512f2e3b0d6e0a03c6,1,,,
5be198bd23a1c63ab586,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Distributions,1/01/2009,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,1/01/2009,2009-01-01,,,USD,absolute,1,,,,92208.9,,,,,,,,,,,,,,,,,,,,,,92208.9,9be13916023e07106d80;3994cde455a9d68a3eba,2,,,
8dd51e87bde245f096ef,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Distributions,1/01/2011,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,1/01/2011,2011-01-01,,,USD,absolute,1,,,,93750,,,,,,,,,,,,,,,,,,,,,,93750,0021938f17c5c0061237;0fbd1d651f5a20ee0731,2,,,
30ece65cc9808522a239,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Distributions,10/01/2009,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,10/01/2009,2009-10-01,,,USD,absolute,1,,,,187500,,,,,,,,,,,,,,,,,,,,,,187500,853ad1e4689ac4313dee;ed2da5a162ffcae3f312,2,,,
288cd58ccc5b7f517ef2,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Distributions,10/01/2010,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,10/01/2010,2010-10-01,,,USD,absolute,1,,,,93750,,,,,,,,,,,,,,,,,,,,,,93750,2666db0c98b1a27d5171;b93e5c422b371d1edbcb,2,,,
989ac55112da15dfb124,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Distributions,4/01/2009,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,4/01/2009,2009-04-01,,,USD,absolute,1,,,,93750,,,,,,,,,,,,,,,,,,,,,,93750,ee1349dc8391584df3b9;d60bfd4046d1f3c69167,2,,,
304bc9bb3fba18bba742,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Distributions,4/01/2010,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,4/01/2010,2010-04-01,,,USD,absolute,1,,,,93750,,,,,,,,,,,,,,,,,,,,,,93750,daf4c84828ee69c187fc;1005278b731ce4746e52,2,,,
be55023b87c51efcab52,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Distributions,4/01/2011,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,4/01/2011,2011-04-01,,,USD,absolute,1,,,,93750,,,,,,,,,,,,,,,,,,,,,,93750,039b1f9ad5d479fee2f1;8782518e4671ee43238d,2,,,
bc2d89ffd333b98f9225,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Distributions,6/10/2010,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,6/10/2010,2010-06-10,,,USD,absolute,1,,,,649038.53,,,,,,,,,,,,,,,,,,,,,,649038.53,f56bef09d0cb828b7153;49a88ac67f4f3f7eeaab,2,,,
a8c50c664156724eee0d,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Distributions,7/01/2008,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,7/01/2008,2008-07-01,,,USD,absolute,1,,,,279452.05,,,,,,,,,,,,,,,,,,,,,202191.78,77260.27,ebe6217454602b568485;786ac2ec2ea6c24e1261;abe2c068e72a747787e2,3,,,
34db275d512f119b56bf,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Distributions,7/01/2009,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,7/01/2009,2009-07-01,,,USD,absolute,1,,,,93750,,,,,,,,,,,,,,,,,,,,,,93750,c4857582627fa90ee324;a17cebeca30ee88c9f59,2,,,
7bf21134a1cc2af39ce6,SRC034,01-financials,Financials,f34557750ce9a0df71ff,11,Investor Contributions and Distributions,Distributions,7/01/2010,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,7/01/2010,2010-07-01,,,USD,absolute,1,,,,93750,,,,,,,,,,,,,,,,,,,,,,93750,fa21df739a3141a151d2;9db9c627919b2e96e6b1,2,,,
b21f008b9dcd87768206,SRC034,01-financials,Financials,1d48ab46517b30b31c9f,12,Investor Contributions and Distributions,Committed Capital,Committed Capital,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,,,,,USD,absolute,1,150000000,,,,,,,,,,,,,,,,,,,,,,,,,,44aca77a11c2d9d65601,1,,,
a4ef6218e1e6985bf3e7,SRC034,01-financials,Financials,1d48ab46517b30b31c9f,12,Investor Contributions and Distributions,Contributions,1/05/2017,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,1/05/2017,2017-01-05,,,USD,absolute,1,,,9000000,,,,,,,,,,,,,,,,,,,,,,,,eb7cada421a4a510cd3b,1,,,
b6f59df8254f03453fbd,SRC034,01-financials,Financials,1d48ab46517b30b31c9f,12,Investor Contributions and Distributions,Contributions,1/30/2012,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,1/30/2012,2012-01-30,,,USD,absolute,1,,,7500000,,,,,,,,,,,,,,,,,,,,,,,,c0dfda532f5ad54cc919,1,,,
f66cfcb86c6febeaf75e,SRC034,01-financials,Financials,1d48ab46517b30b31c9f,12,Investor Contributions and Distributions,Contributions,1/30/2015,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,1/30/2015,2015-01-30,,,USD,absolute,1,,,7500000,,,,,,,,,,,,,,,,,,,,,,,,264b642b7784359eeae6,1,,,
021b9e6b44fc3f16a1e8,SRC034,01-financials,Financials,1d48ab46517b30b31c9f,12,Investor Contributions and Distributions,Contributions,10/21/2015,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,10/21/2015,2015-10-21,,,USD,absolute,1,,,6000000,,,,,,,,,,,,,,,,,,,,,,,,15576f5fbf30d3d7eb26,1,,,
1530a90734f8c8cdd464,SRC034,01-financials,Financials,1d48ab46517b30b31c9f,12,Investor Contributions and Distributions,Contributions,11/01/2013,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,11/01/2013,2013-11-01,,,USD,absolute,1,,,10500000,,,,,,,,,,,,,,,,,,,,,,,,f812b890e63a8f77cb1a,1,,,
63d527cba6f74becd5d4,SRC034,01-financials,Financials,1d48ab46517b30b31c9f,12,Investor Contributions and Distributions,Contributions,11/19/2012,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,11/19/2012,2012-11-19,,,USD,absolute,1,,,7500000,,,,,,,,,,,,,,,,,,,,,,,,809270bac13605e0cf1c,1,,,
e7048bea88f4db80163c,SRC034,01-financials,Financials,1d48ab46517b30b31c9f,12,Investor Contributions and Distributions,Contributions,2/07/2013,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,2/07/2013,2013-02-07,,,USD,absolute,1,,,15000000,,,,,,,,,,,,,,,,,,,,,,,,16c58f7583457c746dcc,1,,,
579383bc4ecb2affb347,SRC034,01-financials,Financials,1d48ab46517b30b31c9f,12,Investor Contributions and Distributions,Contributions,4/09/2014,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,4/09/2014,2014-04-09,,,USD,absolute,1,,,7500000,,,,,,,,,,,,,,,,,,,,,,,,e09b7a437036beea0018,1,,,
58f94adbc01cc80e721d,SRC034,01-financials,Financials,1d48ab46517b30b31c9f,12,Investor Contributions and Distributions,Contributions,4/27/2012,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,4/27/2012,2012-04-27,,,USD,absolute,1,,,11250000,,,,,,,,,,,,,,,,,,,,,,,,f5a1dfa459f0b7c6bae8,1,,,
cddd8a975a879b1d09f1,SRC034,01-financials,Financials,1d48ab46517b30b31c9f,12,Investor Contributions and Distributions,Contributions,5/17/2013,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,5/17/2013,2013-05-17,,,USD,absolute,1,,,7500000,,,,,,,,,,,,,,,,,,,,,,,,1519d854249238dabdf3,1,,,
5104fa77ab8851f6994e,SRC034,01-financials,Financials,1d48ab46517b30b31c9f,12,Investor Contributions and Distributions,Contributions,7/11/2012,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,7/11/2012,2012-07-11,,,USD,absolute,1,,,7500000,,,,,,,,,,,,,,,,,,,,,,,,de3faf65a22142250483,1,,,
1b571777120b8c83fe2c,SRC034,01-financials,Financials,1d48ab46517b30b31c9f,12,Investor Contributions and Distributions,Contributions,7/29/2013,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,7/29/2013,2013-07-29,,,USD,absolute,1,,,7500000,,,,,,,,,,,,,,,,,,,,,,,,ae32feab9e1115b85927,1,,,
8b67bcf85d383b1c0d71,SRC034,01-financials,Financials,1d48ab46517b30b31c9f,12,Investor Contributions and Distributions,Contributions,7/31/2014,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,7/31/2014,2014-07-31,,,USD,absolute,1,,,6000000,,,,,,,,,,,,,,,,,,,,,,,,322b32e78bfda4b4d522,1,,,
cbe1bb4e53565f0756a7,SRC034,01-financials,Financials,1d48ab46517b30b31c9f,12,Investor Contributions and Distributions,Distributions,1/02/2014,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,1/02/2014,2014-01-02,,,USD,absolute,1,,,,93750,,,,,,,,,,,,,,,,,,,,,3444.51,90305.49,a911d7c9803cbaa1e7eb;3e2a2e3fb26549c8514e;5ba257c765cc2b67b0f5,3,,,
70431b6ccd65c35f9262,SRC034,01-financials,Financials,1d48ab46517b30b31c9f,12,Investor Contributions and Distributions,Distributions,1/03/2012,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,1/03/2012,2012-01-03,,,USD,absolute,1,,,,93750,,,,,,,,,,,,,,,,,,,,,,93750,41c6060ea18491a3cfaf;0a6d00259a34b9a36ea7,2,,,
5c72e4e6665c1cd9f712,SRC034,01-financials,Financials,1d48ab46517b30b31c9f,12,Investor Contributions and Distributions,Distributions,1/03/2013,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,1/03/2013,2013-01-03,,,USD,absolute,1,,,,93750,,,,,,,,,,,,,,,,,,,,,,93750,3fed4c028e927f832687;6b7801a1c0a937de54cd,2,,,
58687dd91834b46418db,SRC034,01-financials,Financials,1d48ab46517b30b31c9f,12,Investor Contributions and Distributions,Distributions,1/12/2015,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,1/12/2015,2015-01-12,,,USD,absolute,1,,,,87562.02,,,,,,,,,,,,,,,,,,,,,,87562.02,138b99cf04a3cce0a55d;1c405df303323f7a8fe8,2,,,
1f57a5746ad6e6a85dbd,SRC034,01-financials,Financials,1d48ab46517b30b31c9f,12,Investor Contributions and Distributions,Distributions,1/13/2015,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,1/13/2015,2015-01-13,,,USD,absolute,1,,,,1304.28,,,,,,,,,,,,,,,,,,,,,,1304.28,3fed0b4235ef339cafe7;4c7be2c597d91dfbf769,2,,,
33418d8d7a179e7603f7,SRC034,01-financials,Financials,1d48ab46517b30b31c9f,12,Investor Contributions and Distributions,Distributions,10/01/2012,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,10/01/2012,2012-10-01,,,USD,absolute,1,,,,93750,,,,,,,,,,,,,,,,,,,,,,93750,f29d34df53d813caf317;8fc1a29dbaf32a2ce822,2,,,
6ebd2924d4481a2289c6,SRC034,01-financials,Financials,1d48ab46517b30b31c9f,12,Investor Contributions and Distributions,Distributions,10/01/2014,1,,investor,3bfafbb6e9f0441a0f0b,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS),Pennsylvania Public School Employees' Retirement System (PSERS),,,,,,,10/01/2014,2014-10-01,,,USD,absolute,1,,,,86817.29,,,,,,,,,,,,,,,,,,,,,24603.36,62213.93,861222fbb53ce7a1907c;1183a4b220334b156a6b;296735364961d3d848a8,3,,,
