wide_row_id,document_id,route,canonical_doc_type,page_id,source_page,source_section,source_table,source_row_label,source_occurrence,column_group,subject_type,subject_alias_id,subject_entity_id,subject_name,subject_standardized_name,subject_manager_name,asset_class,strategy,geography,vintage_year,horizon,as_of_date_raw,as_of_date,period_start,period_end,currency,unit_scale,unit_scale_multiplier,nav_per_share,shares_units,transaction_price,nav_component,repurchase_limit,request_satisfaction,valuation_assumption,valuation_sensitivity,nav,observation_ids,observation_count,unparsed_values,scale_note,collision_note
44b827731b732b89eb35,SRC247,06-statements-and-economics,NAV_Statement,62948ab97760298f4576,2,,NAV Per Share,Number of outstanding shares/units,1,Class T Shares,other_printed_scope,4e53f5c0e06e0999937b,,Class T,,,,,,,,"May 31, 2024",2024-05-31,,,USD,thousands,1000,,5136,,,,,,,,7e567693009fc72ff01d,1,,,
aa6c25608ba30cb698b4,SRC247,06-statements-and-economics,NAV_Statement,62948ab97760298f4576,2,,NAV Per Share,Number of outstanding shares/units,1,Third-party Operating Partnership Units,other_printed_scope,dcaebd1f410e89aa99be,,Third-party Operating Partnership Units,,,,,,,,"May 31, 2024",2024-05-31,,,USD,thousands,1000,,20077,,,,,,,,e115574a12fe2de6cc29,1,,,
520bdf2aeb22c9665fa0,SRC247,06-statements-and-economics,NAV_Statement,62948ab97760298f4576,2,,NAV Per Share,Number of outstanding shares/units,1,Total,reporting_entity,7cfbb56a26f14d381253,PLAN_0044,"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood REIT Advisors, L.L.C.",,,,,,"May 31, 2024",2024-05-31,,,USD,thousands,1000,,424836,,,,,,,,e8eea47416dbe8e025c3,1,,,
ab35b4f6f59a9c9eaa4b,SRC247,06-statements-and-economics,NAV_Statement,62948ab97760298f4576,2,,UNTITLED_TABLE_1,Industrial,1,Discount Rate,asset_class,b5f6dafc3ac7ffbf4bac,,Industrial,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,7.2,,,881774f2dca90cc48834,1,,,
63cf2cd270bd8b4890d7,SRC247,06-statements-and-economics,NAV_Statement,62948ab97760298f4576,2,,UNTITLED_TABLE_1,Industrial,1,Exit Capitalization Rate,asset_class,b5f6dafc3ac7ffbf4bac,,Industrial,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,5.8,,,b0c53c329c71a343dda1,1,,,
47294fffb557a8210c4a,SRC247,06-statements-and-economics,NAV_Statement,62948ab97760298f4576,2,,UNTITLED_TABLE_1,Multifamily,1,Discount Rate,asset_class,5416258d00740519da6a,,Multifamily,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,7,,,8f143b873ba1331801b0,1,,,
4451a5c840d7eb225a30,SRC247,06-statements-and-economics,NAV_Statement,62948ab97760298f4576,2,,UNTITLED_TABLE_1,Multifamily,1,Exit Capitalization Rate,asset_class,5416258d00740519da6a,,Multifamily,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,5.5,,,2acacbe8bb0fb6018182,1,,,
8b9cd5ade6565466ce5b,SRC247,06-statements-and-economics,NAV_Statement,62948ab97760298f4576,2,,UNTITLED_TABLE_1,Office,1,Discount Rate,asset_class,6c4078ffe579c779d792,,Office,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,8,,,29f13cb6aaeb01331cc6,1,,,
5985ca3c630520c39f08,SRC247,06-statements-and-economics,NAV_Statement,62948ab97760298f4576,2,,UNTITLED_TABLE_1,Office,1,Exit Capitalization Rate,asset_class,6c4078ffe579c779d792,,Office,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,6.8,,,e141a578dbc60dffb071,1,,,
1debd97acab7d0988975,SRC247,06-statements-and-economics,NAV_Statement,62948ab97760298f4576,2,,UNTITLED_TABLE_1,Other,1,Discount Rate,asset_class,14f8002c63454ccb8e2b,,Other,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,8.2,,,4ce4d5af8c639c2666a0,1,,,
ad1a0114e3afc4c86f3e,SRC247,06-statements-and-economics,NAV_Statement,62948ab97760298f4576,2,,UNTITLED_TABLE_1,Other,1,Exit Capitalization Rate,asset_class,14f8002c63454ccb8e2b,,Other,,,,,,,,"May 31, 2024",2024-05-31,,,,absolute,1,,,,,,,6.7,,,4c6afad2a7b174982835,1,,,
c422b7d01205e284ce92,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,Components of NAV,Accrued stockholder servicing fees,1,,reporting_entity,7cfbb56a26f14d381253,PLAN_0044,"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood REIT Advisors, L.L.C.",,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,,,-3215,,,,,,ab3a768fc53e8f5c2fb2,1,,,
e7c40e0ae908485717fe,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,Components of NAV,Cash and cash equivalents,1,,reporting_entity,7cfbb56a26f14d381253,PLAN_0044,"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood REIT Advisors, L.L.C.",,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,,,446054,,,,,,edbb7ef2ac3b169e594e,1,,,
b1e51b4c93555a0415ed,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,Components of NAV,Debt obligations,1,,reporting_entity,7cfbb56a26f14d381253,PLAN_0044,"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood REIT Advisors, L.L.C.",,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,,,-12555435,,,,,,6852a00fb0f423733a73,1,,,
fbace7aacb6e0e2e7a84,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,Components of NAV,Investments in real estate,1,,reporting_entity,7cfbb56a26f14d381253,PLAN_0044,"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood REIT Advisors, L.L.C.",,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,,,22324402,,,,,,bbba3c771bbe0fc7ba2d,1,,,
88003a6e3ed03179d1c7,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,Components of NAV,Investments in real estate debt,1,,reporting_entity,7cfbb56a26f14d381253,PLAN_0044,"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood REIT Advisors, L.L.C.",,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,,,1033895,,,,,,23852d4b796974df945b,1,,,
143dfa3266a1cb8a45ba,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,Components of NAV,Management fee payable,1,,reporting_entity,7cfbb56a26f14d381253,PLAN_0044,"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood REIT Advisors, L.L.C.",,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,,,-10360,,,,,,1d4f99f273eccdd04c2f,1,,,
915168d42bd4f75beec6,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,Components of NAV,Net asset value,1,,reporting_entity,7cfbb56a26f14d381253,PLAN_0044,"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood REIT Advisors, L.L.C.",,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,,,,,,,,9890238,f542da781d62c2c166e5,1,,,
b3aaa8c91a8363b7a043,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,Components of NAV,Non-controlling interests in consolidated joint ventures,1,,reporting_entity,7cfbb56a26f14d381253,PLAN_0044,"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood REIT Advisors, L.L.C.",,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,,,-76490,,,,,,79cd1485cc4a03a39efa,1,,,
2231e057ae1e84e20f50,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,Components of NAV,Number of outstanding shares/units,1,,reporting_entity,7cfbb56a26f14d381253,PLAN_0044,"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood REIT Advisors, L.L.C.",,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,431140,,,,,,,,209b40718dd5929bb7c7,1,,,
549738724ec642824eec,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,Components of NAV,Other assets,1,,reporting_entity,7cfbb56a26f14d381253,PLAN_0044,"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood REIT Advisors, L.L.C.",,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,,,711675,,,,,,fddde8708abafbaeab13,1,,,
c2bd8eb291eb5c53e15d,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,Components of NAV,Other liabilities,1,,reporting_entity,7cfbb56a26f14d381253,PLAN_0044,"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood REIT Advisors, L.L.C.",,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,,,-1664803,,,,,,656ce01278f5f86ce5e6,1,,,
c9e40b6342413ccd70b1,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,Components of NAV,Restricted cash,1,,reporting_entity,7cfbb56a26f14d381253,PLAN_0044,"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood REIT Advisors, L.L.C.",,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,,,252669,,,,,,7402adc36e17de562e06,1,,,
5760210534d982cec98a,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,Components of NAV,Secured financings on investments in real estate debt,1,,reporting_entity,7cfbb56a26f14d381253,PLAN_0044,"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood REIT Advisors, L.L.C.",,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,,,-552113,,,,,,bd7fc98eb28d806033e5,1,,,
669662d8d7159b2a2ee3,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,Components of NAV,Subscriptions received in advance,1,,reporting_entity,7cfbb56a26f14d381253,PLAN_0044,"Starwood Real Estate Income Trust, Inc.","Starwood Real Estate Income Trust, Inc.","Starwood REIT Advisors, L.L.C.",,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,,,-16041,,,,,,60304bcf9f17ba991205,1,,,
e26eeebf5f6e5a328a3c,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,NAV Per Share,"NAV Per Share/Unit as of April 30, 2024",1,Class D Shares,other_printed_scope,0ec53c7924339c978018,,Class D,,,,,,,,"April 30, 2024",2024-04-30,,,USD,absolute,1,22.62,,,,,,,,,15752cc3f89573baf82f,1,,,
d42e06928973766829c2,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,NAV Per Share,"NAV Per Share/Unit as of April 30, 2024",1,Class I Shares,other_printed_scope,9a8be8c7b6479a722db1,,Class I,,,,,,,,"April 30, 2024",2024-04-30,,,USD,absolute,1,22.87,,,,,,,,,f77253a8554761addebd,1,,,
1e060fbdf4bfd5cbd534,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,NAV Per Share,"NAV Per Share/Unit as of April 30, 2024",1,Class S Shares,other_printed_scope,b1895fd10231ca22004e,,Class S,,,,,,,,"April 30, 2024",2024-04-30,,,USD,absolute,1,23.06,,,,,,,,,cab065cfcdb6f2cfb559,1,,,
2ff76f0431daf363c87d,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,NAV Per Share,"NAV Per Share/Unit as of April 30, 2024",1,Class T Shares,other_printed_scope,4e53f5c0e06e0999937b,,Class T,,,,,,,,"April 30, 2024",2024-04-30,,,USD,absolute,1,23.07,,,,,,,,,60ef4c35a6583723046c,1,,,
b7a2a040b8cc907f19a7,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,NAV Per Share,"NAV Per Share/Unit as of April 30, 2024",1,Third-party Operating Partnership Units,other_printed_scope,dcaebd1f410e89aa99be,,Third-party Operating Partnership Units,,,,,,,,"April 30, 2024",2024-04-30,,,USD,absolute,1,22.87,,,,,,,,,cfa1b54c3cb02f7c40ea,1,,,
dcf0faa5355391847080,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,NAV Per Share,Net asset value,1,Class D Shares,other_printed_scope,0ec53c7924339c978018,,Class D,,,,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,,,,,,,,596849,46c3cfc5f9198f4712d6,1,,,
69d5de6f85fb08b3a54c,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,NAV Per Share,Net asset value,1,Class I Shares,other_printed_scope,9a8be8c7b6479a722db1,,Class I,,,,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,,,,,,,,4424562,8baa1f996b53130e46e3,1,,,
2d888f454ae043093b93,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,NAV Per Share,Net asset value,1,Class S Shares,other_printed_scope,b1895fd10231ca22004e,,Class S,,,,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,,,,,,,,4290469,172b5f09672a9c3617d3,1,,,
5baa7e2b61573d7115b8,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,NAV Per Share,Net asset value,1,Class T Shares,other_printed_scope,4e53f5c0e06e0999937b,,Class T,,,,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,,,,,,,,119135,3d9861e0e8019657f9f6,1,,,
76e83fea91b176fb7583,SRC247,06-statements-and-economics,NAV_Statement,ad641f10d7fd9e932f59,3,,NAV Per Share,Net asset value,1,Third-party Operating Partnership Units,other_printed_scope,dcaebd1f410e89aa99be,,Third-party Operating Partnership Units,,,,,,,,"April 30, 2024",2024-04-30,,,USD,thousands,1000,,,,,,,,,459223,a87919dbb437dee012e2,1,,,
