wide_row_id,document_id,route,canonical_doc_type,page_id,source_page,source_section,source_table,source_row_label,source_occurrence,column_group,subject_type,subject_alias_id,subject_entity_id,subject_name,subject_standardized_name,subject_manager_name,asset_class,strategy,geography,vintage_year,horizon,as_of_date_raw,as_of_date,period_start,period_end,currency,unit_scale,unit_scale_multiplier,return,irr,alpha,pme,direct_alpha,sharpe_ratio,tracking_error,yield,aum,fair_value,observation_ids,observation_count,unparsed_values,scale_note,collision_note
ee06865634404fb45966,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"Blackstone Property Partners Europe, L.P.",1,,fund,68d933bfeeacc264e1e1,FUND_0357,"Blackstone Property Partners Europe, L.P.","Blackstone Property Partners Europe, L.P.",Blackstone,Real Assets,,,,,"June 30, 2023",2023-06-30,,,USD,millions,1000000,,,,,,,,,,1135.2,b1fad4df5f5a690e0a32,1,,,
25cf620c8e223fc1b540,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"Blackstone Property Partners Europe, L.P.",1,,fund,68d933bfeeacc264e1e1,FUND_0357,"Blackstone Property Partners Europe, L.P.","Blackstone Property Partners Europe, L.P.",Blackstone,Real Assets,,,,1-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,7.7,,,,,,,,,,2fa35fdceb125957e2e0,1,,,
3b3fc35db1eaa9aead9b,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"Blackstone Property Partners Europe, L.P.",1,,fund,68d933bfeeacc264e1e1,FUND_0357,"Blackstone Property Partners Europe, L.P.","Blackstone Property Partners Europe, L.P.",Blackstone,Real Assets,,,,3-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,12.2,,,,,,,,,,f54653bc5b0b08bc2046,1,,,
e6a150fcf99582401bf0,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"Blackstone Property Partners Europe, L.P.",1,,fund,68d933bfeeacc264e1e1,FUND_0357,"Blackstone Property Partners Europe, L.P.","Blackstone Property Partners Europe, L.P.",Blackstone,Real Assets,,,,5-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,13.2,,,,,,,,,,cd853723961aefd15966,1,,,
9433d20666b7b0a8bbe8,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),Blackstone Property Partners Life Sciences L.P.,1,,fund,64d4151a745d90bb07b5,FUND_0358,Blackstone Property Partners Life Sciences L.P.,Blackstone Property Partners Life Sciences L.P.,Blackstone,Real Assets,,,,,"June 30, 2023",2023-06-30,,,USD,millions,1000000,,,,,,,,,,821.2,b7e33aac2f0ec2752396,1,,,
b3116f8b3931dc3d8526,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),Blackstone Property Partners Life Sciences L.P.,1,,fund,64d4151a745d90bb07b5,FUND_0358,Blackstone Property Partners Life Sciences L.P.,Blackstone Property Partners Life Sciences L.P.,Blackstone,Real Assets,,,,1-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,-1.1,,,,,,,,,,82885837892a43dff7f1,1,,,
a4147bb97076ce2cd1c2,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),CCF II Industrial,1,,fund,47c0f75ef71d6edd7caf,FUND_0414,CCF II Industrial,CCF II Industrial,,Real Assets,,,,,"June 30, 2023",2023-06-30,,,USD,millions,1000000,,,,,,,,,,106.2,6230d4ae23a82dad97a4,1,,,
b45feb9d969a5893fc2c,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),CCF II Industrial,1,,fund,47c0f75ef71d6edd7caf,FUND_0414,CCF II Industrial,CCF II Industrial,,Real Assets,,,,1-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,10.6,,,,,,,,,,2adbbdbeeab714a4b677,1,,,
f7be926c48c4c869ff24,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),CCF III Industrial,1,,fund,8342ab1cfbb35dd30bbe,FUND_0415,CCF III Industrial,CCF III Industrial,,Real Assets,,,,,"June 30, 2023",2023-06-30,,,USD,millions,1000000,,,,,,,,,,189,6d43682fd093c2e95485,1,,,
e5d8716f3d14898a91a8,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),CCF III Industrial,1,,fund,8342ab1cfbb35dd30bbe,FUND_0415,CCF III Industrial,CCF III Industrial,,Real Assets,,,,1-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,10.1,,,,,,,,,,91dc1720488e41dbf793,1,,,
3a8dbf8a4690ee911af7,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"CCF III, LLC",1,,fund,e3a425fa60ad591cf07c,FUND_0416,"CCF III, LLC","CCF III, LLC",Canyon Partners Real Estate,Real Assets,,,,,"June 30, 2023",2023-06-30,,,USD,millions,1000000,,,,,,,,,,290.4,8ff464edeca571ab37f4,1,,,
2fb51e86d24c7a5e4b0e,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"CCF III, LLC",1,,fund,e3a425fa60ad591cf07c,FUND_0416,"CCF III, LLC","CCF III, LLC",Canyon Partners Real Estate,Real Assets,,,,1-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,-7.9,,,,,,,,,,6998f5cb33f757b871fa,1,,,
d0b3b2142a12d62df5d7,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"CCF III, LLC",1,,fund,e3a425fa60ad591cf07c,FUND_0416,"CCF III, LLC","CCF III, LLC",Canyon Partners Real Estate,Real Assets,,,,3-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,-10.4,,,,,,,,,,d7f85fe194f1b4ccc409,1,,,
a20d7114599197bc1e7a,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),CCP 2020,1,,fund,49e5ec0908e00b06383c,FUND_0417,CCP 2020,CCP 2020,,Real Assets,,,,,"June 30, 2023",2023-06-30,,,USD,millions,1000000,,,,,,,,,,99.6,9e7a8beeb4e43b478fdd,1,,,
297db26d6c885f668f9d,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),CCP 2020,1,,fund,49e5ec0908e00b06383c,FUND_0417,CCP 2020,CCP 2020,,Real Assets,,,,1-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,-17.6,,,,,,,,,,43c8521d040a306c0b20,1,,,
d45eae92b49f63c25175,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),CCP 2020,1,,fund,49e5ec0908e00b06383c,FUND_0417,CCP 2020,CCP 2020,,Real Assets,,,,3-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,-6.6,,,,,,,,,,a27f050db8d7e74b7292,1,,,
8e629da06f24d0a5aef8,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"CIM Fund III, L.P.",1,,fund,50ed2080f0ebc35fc77a,FUND_0428,"CIM Fund III, L.P.","CIM Fund III, L.P.",CIM Group,Real Assets,,,,,"June 30, 2023",2023-06-30,,,USD,millions,1000000,,,,,,,,,,250.3,2361e121ca39186039fa,1,,,
46120f72137ccd2eddc8,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"CIM Fund III, L.P.",1,,fund,50ed2080f0ebc35fc77a,FUND_0428,"CIM Fund III, L.P.","CIM Fund III, L.P.",CIM Group,Real Assets,,,,1-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,-10.4,,,,,,,,,,5266265741645bb526f2,1,,,
4916507541006856f3b2,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"CIM Fund III, L.P.",1,,fund,50ed2080f0ebc35fc77a,FUND_0428,"CIM Fund III, L.P.","CIM Fund III, L.P.",CIM Group,Real Assets,,,,10-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,2,,,,,,,,,,9360623c653f8d318738,1,,,
90931ba3e2b7598ae977,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"CIM Fund III, L.P.",1,,fund,50ed2080f0ebc35fc77a,FUND_0428,"CIM Fund III, L.P.","CIM Fund III, L.P.",CIM Group,Real Assets,,,,3-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,-4.2,,,,,,,,,,71e81166e620d2663593,1,,,
6fbdc7ed149e8f9ce6e8,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"CIM Fund III, L.P.",1,,fund,50ed2080f0ebc35fc77a,FUND_0428,"CIM Fund III, L.P.","CIM Fund III, L.P.",CIM Group,Real Assets,,,,5-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,-3.3,,,,,,,,,,d82251bdad9e3c461e01,1,,,
05f1cb9d41f3a612cba5,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"CIM Infrastructure Fund, L.P.",1,,fund,1c911356f8da1dbf3580,FUND_0429,"CIM Infrastructure Fund, L.P.","CIM Infrastructure Fund, L.P.",CIM Group,Real Assets,,,,,"June 30, 2023",2023-06-30,,,USD,millions,1000000,,,,,,,,,,212.4,89b786704d1be59d52bf,1,,,
8c48c5ec47b821ac6ef7,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"CIM Infrastructure Fund, L.P.",1,,fund,1c911356f8da1dbf3580,FUND_0429,"CIM Infrastructure Fund, L.P.","CIM Infrastructure Fund, L.P.",CIM Group,Real Assets,,,,1-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,-36.3,,,,,,,,,,189b74ff1f21bda5cab3,1,,,
f1c71a40f053c4e55288,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"CIM Infrastructure Fund, L.P.",1,,fund,1c911356f8da1dbf3580,FUND_0429,"CIM Infrastructure Fund, L.P.","CIM Infrastructure Fund, L.P.",CIM Group,Real Assets,,,,10-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,-1.9,,,,,,,,,,817688418d42298c6560,1,,,
41340a99584fbc14b9ab,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"CIM Infrastructure Fund, L.P.",1,,fund,1c911356f8da1dbf3580,FUND_0429,"CIM Infrastructure Fund, L.P.","CIM Infrastructure Fund, L.P.",CIM Group,Real Assets,,,,3-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,-14.5,,,,,,,,,,d4179a20addf74261903,1,,,
78a55884f9a98215fe52,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"CIM Infrastructure Fund, L.P.",1,,fund,1c911356f8da1dbf3580,FUND_0429,"CIM Infrastructure Fund, L.P.","CIM Infrastructure Fund, L.P.",CIM Group,Real Assets,,,,5-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,-12,,,,,,,,,,be493ee342aa12ebe2fe,1,,,
ce052f766bee365d98f9,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),CalEast Canada Limited Partnership,1,,fund,599160ddb7c2c43cb842,FUND_0391,CalEast Canada Limited Partnership,CalEast Canada Limited Partnership,"LaSalle Investment Management, Inc.",Real Assets,,,,,"June 30, 2023",2023-06-30,,,USD,millions,1000000,,,,,,,,,,0.2,8e07c663400bf5b98131,1,,,
a04e2c901396741cefc8,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"CalEast Industrial Investors, LLC",1,,fund,2b63f15c639479f88434,FUND_0392,"CalEast Industrial Investors, LLC","CalEast Industrial Investors, LLC","LaSalle Investment Management, Inc.",Real Assets,,,,,"June 30, 2023",2023-06-30,,,USD,millions,1000000,,,,,,,,,,2.4,50b801066395ba21063c,1,,,
d0e34c2164defa94cbb0,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"CalEast Industrial Investors, LLC",1,,fund,2b63f15c639479f88434,FUND_0392,"CalEast Industrial Investors, LLC","CalEast Industrial Investors, LLC","LaSalle Investment Management, Inc.",Real Assets,,,,1-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,-1.2,,,,,,,,,,1c880aaf9eaf90b8396d,1,,,
15960607c256d1fd69c5,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"CalEast Industrial Investors, LLC",1,,fund,2b63f15c639479f88434,FUND_0392,"CalEast Industrial Investors, LLC","CalEast Industrial Investors, LLC","LaSalle Investment Management, Inc.",Real Assets,,,,3-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,-1.6,,,,,,,,,,be7b98c42bd7457699f9,1,,,
204ecf61bc7dcf3ca3e5,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"CalEast Solstice, LLC",1,,fund,abc9bbd1df8c4d9fa0e6,FUND_0393,"CalEast Solstice, LLC","CalEast Solstice, LLC","LaSalle Investment Management, Inc.",Real Assets,,,,,"June 30, 2023",2023-06-30,,,USD,millions,1000000,,,,,,,,,,11427.2,31ee17e45c45afe4e901,1,,,
31b74cb273481ec90de1,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"CalEast Solstice, LLC",1,,fund,abc9bbd1df8c4d9fa0e6,FUND_0393,"CalEast Solstice, LLC","CalEast Solstice, LLC","LaSalle Investment Management, Inc.",Real Assets,,,,1-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,-5.4,,,,,,,,,,616f5a57fb709affbe8d,1,,,
e0e7da950017ac20b6f9,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"CalEast Solstice, LLC",1,,fund,abc9bbd1df8c4d9fa0e6,FUND_0393,"CalEast Solstice, LLC","CalEast Solstice, LLC","LaSalle Investment Management, Inc.",Real Assets,,,,3-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,19.1,,,,,,,,,,c2cc65a784f3043a8aba,1,,,
64a364eaeeac22df0e59,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),"CalEast Solstice, LLC",1,,fund,abc9bbd1df8c4d9fa0e6,FUND_0393,"CalEast Solstice, LLC","CalEast Solstice, LLC","LaSalle Investment Management, Inc.",Real Assets,,,,5-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,15.5,,,,,,,,,,e27727bf9a633f5ae0fb,1,,,
798facec47b65b1e524e,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),CalWest CalPERS GIP,1,,fund,4dd4681e9a67b3fbb220,FUND_0394,CalWest CalPERS GIP,CalWest CalPERS GIP,RREEF,Real Assets,,,,,"June 30, 2023",2023-06-30,,,USD,millions,1000000,,,,,,,,,,8.2,9d1fdea3d0004c45a86c,1,,,
bbf47fa4e14ffab1b27d,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),CalWest CalPERS GIP,1,,fund,4dd4681e9a67b3fbb220,FUND_0394,CalWest CalPERS GIP,CalWest CalPERS GIP,RREEF,Real Assets,,,,1-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,-4.1,,,,,,,,,,2b198451270909ece809,1,,,
85dd0fe31bc8d7503729,SRC063,02-performance,Performance,60fe231d2bc92d892b10,1,Real Assets Ending Market Value & Performance Summary (By Partnership),Real Assets Ending Market Value & Performance Summary (By Partnership),CalWest CalPERS GIP,1,,fund,4dd4681e9a67b3fbb220,FUND_0394,CalWest CalPERS GIP,CalWest CalPERS GIP,RREEF,Real Assets,,,,3-Yr,"June 30, 2023",2023-06-30,,,,absolute,1,-1.2,,,,,,,,,,3e9059656f629e26d232,1,,,
