csv_path,origin_csv,python_file,agent_operation,instructions_file
data/documents/grids/Fee_Report_PSERS_Fee_Transparency_Response_Bullet2.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Fee_Report_PSERS_Fees_By_Manager_FY2013.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Fee_Report_PSERS_Fees_By_Manager_FY2016.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_3i_Group_Annual_Report_FY2025_Mar.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_3i_Infrastructure_Annual_Report_FY2025_Mar.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_AP2_Andra_AP_Fonden_Annual_Report_2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_AP7_Sjunde_AP_Fonden_Annual_Report_2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_AREIT_Ares_Real_Estate_Income_Trust_Annual_Report_FY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Apollo_Realty_Income_Solutions_ARS_FY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Apollo_Realty_Income_Solutions_Annual_Report_FY2023.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Ares_Industrial_Real_Estate_Income_Trust_ARS_FY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Arizona_PSPRS_ACFR_FY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Arkansas_Teacher_Retirement_System_Annual_Report_FY2004_Jun30.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Aware_Super_ASIC_Financial_Report_FY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_BBGI_Global_Infrastructure_Annual_Report_FY2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_BDO_IFRS_Illustrative_A_Layout_FY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_BREIT_Annual_Report_FY2022.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_BREIT_Annual_Report_FY2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_BlueCrest_AllBlue_Fund_2013.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Border_To_Coast_Annual_Report_FY2022.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Border_To_Coast_Annual_Report_FY2023.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Brederode_Annual_Report_FY2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Brederode_Half_Year_Report_Jun2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Brookfield_REIT_Annual_Report_FY2023.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Brookfield_REIT_Annual_Report_FY2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Brookfield_REIT_Annual_Report_FY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_CDPQ_Annual_Report_2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2023.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Cohen_Steers_Income_Opportunities_REIT_ARS_FY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_CohnReznick_Hedge_Fund_Illustrative_2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_CohnReznick_Private_Equity_Illustrative_2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Connecticut_Innovations_FY2021.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Connecticut_Treasurer_Annual_Report_CY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Copenhagen_Infrastructure_Partners_Annual2023.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Cordiant_Digital_Infrastructure_Annual_Report_FY2025_Mar.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Cordiant_Digital_Infrastructure_Interim_Report_Sep2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Cornell_University_FY2025_Consolidated.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Cumbria_LGPS_Pension_Fund_Annual_Report_FY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Deloitte_AIFM_Illustrative_2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Deloitte_Luxembourg_GAAP_Illustrative_Annual_Accounts_Nov2020.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Duke_Endowment_Annual_Report_2023.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Duke_Endowment_Annual_Report_2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_EY_Good_Investment_Fund_Illustrative_2018.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_EisnerAmper_Illustrative_2022.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Emory_University_FY2025_Audited.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_FAU_Foundation_FY2024_Board_Audit_Committee.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_FS_Credit_Real_Estate_Income_Trust_Annual_Report_FY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Franklin_BSP_Realty_Trust_ARS_FY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Future_Fund_Australia_Annual_Report_FY2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Future_Fund_Australia_Annual_Report_FY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Gates_Foundation_Consolidated_Dec2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Gates_Foundation_Trust_Dec2016.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Georgia_Tech_Foundation_FY2025_Consolidated.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Gimv_Annual_Report_FY2023_2024_Mar.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Gimv_Half_Year_Report_Sep2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_GrantThornton_IFRS_Example_Consolidated_FY2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Greater_Manchester_Pension_Fund_Annual_Report_FY2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Greater_Manchester_Pension_Fund_Annual_Report_FY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Greater_Manchester_Pension_Fund_Statement_Of_Accounts_FY2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Greencoat_UK_Wind_Annual_Report_FY2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Greencoat_UK_Wind_Annual_Report_FY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_HICL_Infrastructure_Annual_Report_FY2026_Mar.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Hamilton_Lane_Private_Assets_Fund_Annual_FY2022Mar.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Hawaii_ERS_ACFR_FY2021.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Hines_Global_Income_Trust_Annual_Report_FY2022.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Hines_Global_Income_Trust_Annual_Report_FY2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_ICG_Enterprise_Trust_Annual_Report_FY2025_Jan_Statements.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_ICG_plc_Auditors_Report_FY2025_Mar31.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_IMCO_Annual_Report_2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_IMRF_Illinois_ACFR_2023.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_INREIT_Invesco_Real_Estate_Income_Trust_Annual_Report_FY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_IPC_Alternative_Real_Estate_Income_Trust_ARS_FY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Ilmarinen_Report_On_Operations_2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_InPoint_Commercial_RE_Income_Annual_Report_FY2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Indiana_University_Foundation_FY2025_Audited.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_International_Public_Partnerships_Annual2023.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_International_Public_Partnerships_Annual_Report_FY2024_18M.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_JLLIPT_Annual_Report_FY2022.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_JLLIPT_Annual_Report_FY2023.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_JLLIPT_Annual_Report_FY2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_JLL_Income_Property_Trust_ARS_FY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_JPMorgan_Real_Estate_Income_Trust_ARS_FY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_J_Paul_Getty_Trust_FY2009_Audited.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_J_Paul_Getty_Trust_FY2022_Audited.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_J_Paul_Getty_Trust_FY2023_Audited.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_KPERS_Kansas_CAFR_FY2004_Jun30.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_KPMG_Alternative_Investment_Fund_Illustrative_2015.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_KPMG_Cayman_Private_Equity_Illustrative_FY2022.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_KPMG_HedgeFund_Illustrative_2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_KPMG_Hedge_Funds_Illustrative_Dec2024_FY2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_KPMG_Hedge_Funds_Illustrative_Jan2023_FY2022.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_KPMG_IFRS_Investment_Funds_Illustrative_Disclosures_FY2022.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_KPMG_IFRS_Investment_Funds_Illustrative_Disclosures_FY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_KPMG_Luxembourg_RAIF_Illustrative_Annual_Report_2021.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_KPMG_PE_And_Venture_Capital_Illustrative_Dec2015.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_KPMG_PE_Illustrative_2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_KPMG_Private_Equity_Illustrative_2022.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_KPMG_Private_Equity_Illustrative_Jan2024_FY2023.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_KPMG_Private_Equity_Illustrative_Nov2016_FY2016.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Kansas_KPERS_ACFR_FY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Keva_Annual_Report_2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Keva_Financial_Statements_2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Kresge_Foundation_Dec2021_Audited.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Kresge_Foundation_Dec2023_Audited.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_London_Borough_Hounslow_Pension_Fund_Annual_Report_FY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_London_Pensions_Fund_Authority_Accounts_FY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_MacArthur_Foundation_Dec2024_Audited.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Maryland_SRPS_CAFR_FY2013_Jun30.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Massachusetts_PRIT_ACFR_FY2024.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
data/documents/grids/Financials_Michigan_MSERS_ACFR_FY2025.csv,data/schemas/EXTRACTION-DISPATCH-SCOPE.csv,src/catalog/simple_pdf_extraction/build_page_grids.py,,
