file_id,canonical_doc_type,filename,issuer,page_count,route,dispatch_scope,published_pages,pdf_path,txt_path,image_dir,grid_path,candidate_folder,source
SRC192,Institutional_Report,Reporting_Utah_URS_Investment_Policies_ACFR_2021.pdf,Utah Retirement Systems (URS),5,03-institutional-report,ACTIVE,5,data/documents/pdf/Reporting_Utah_URS_Investment_Policies_ACFR_2021.pdf,data/documents/txt/Reporting_Utah_URS_Investment_Policies_ACFR_2021.txt,data/documents/images/Reporting_Utah_URS_Investment_Policies_ACFR_2021,data/documents/grids/Reporting_Utah_URS_Investment_Policies_ACFR_2021.csv,ledgers/working/pdf-extraction-csv/03-institutional-report/SRC192,data-gathering/source_ledger.csv|data/extracted/pdf-wide-coverage.csv|data/schemas/EXTRACTION-DISPATCH-SCOPE.csv
SRC216,Institutional_Report,Reporting_NY_State_Common_Retirement_Fund_Monthly_Disclosure_Apr2026.pdf,"Office of the New York State Comptroller, New York State Common Retirement Fund",3,03-institutional-report,ACTIVE,3,data/documents/pdf/Reporting_NY_State_Common_Retirement_Fund_Monthly_Disclosure_Apr2026.pdf,data/documents/txt/Reporting_NY_State_Common_Retirement_Fund_Monthly_Disclosure_Apr2026.txt,data/documents/images/Reporting_NY_State_Common_Retirement_Fund_Monthly_Disclosure_Apr2026,data/documents/grids/Reporting_NY_State_Common_Retirement_Fund_Monthly_Disclosure_Apr2026.csv,ledgers/working/pdf-extraction-csv/03-institutional-report/SRC216,data-gathering/source_ledger.csv|data/extracted/pdf-wide-coverage.csv|data/schemas/EXTRACTION-DISPATCH-SCOPE.csv
SRC247,NAV_Statement,NAV_Statement_SREIT_NAV_Supplement_May2024.pdf,"Starwood Real Estate Income Trust, Inc.",4,06-statements-and-economics,ACTIVE,4,data/documents/pdf/NAV_Statement_SREIT_NAV_Supplement_May2024.pdf,data/documents/txt/NAV_Statement_SREIT_NAV_Supplement_May2024.txt,data/documents/images/NAV_Statement_SREIT_NAV_Supplement_May2024,data/documents/grids/NAV_Statement_SREIT_NAV_Supplement_May2024.csv,ledgers/working/pdf-extraction-csv/06-statements-and-economics/SRC247,data-gathering/source_ledger.csv|data/extracted/pdf-wide-coverage.csv|data/schemas/EXTRACTION-DISPATCH-SCOPE.csv
SRC329,Stewardship_Proxy_Report,Reporting_USS_Governance_Supplement_FY2025.pdf,Universities Superannuation Scheme Ltd,18,07-institutional-mission,ACTIVE,18,data/documents/pdf/Reporting_USS_Governance_Supplement_FY2025.pdf,data/documents/txt/Reporting_USS_Governance_Supplement_FY2025.txt,data/documents/images/Reporting_USS_Governance_Supplement_FY2025,data/documents/grids/Reporting_USS_Governance_Supplement_FY2025.csv,ledgers/working/pdf-extraction-csv/07-institutional-mission/SRC329,data-gathering/source_ledger.csv|data/extracted/pdf-wide-coverage.csv|data/schemas/EXTRACTION-DISPATCH-SCOPE.csv
SRC339,Stewardship_Proxy_Report,Reporting_NZ_Super_Fund_Stewardship_Report_2025.pdf,Guardians of New Zealand Superannuation,32,07-institutional-mission,ACTIVE,32,data/documents/pdf/Reporting_NZ_Super_Fund_Stewardship_Report_2025.pdf,data/documents/txt/Reporting_NZ_Super_Fund_Stewardship_Report_2025.txt,data/documents/images/Reporting_NZ_Super_Fund_Stewardship_Report_2025,data/documents/grids/Reporting_NZ_Super_Fund_Stewardship_Report_2025.csv,ledgers/working/pdf-extraction-csv/07-institutional-mission/SRC339,data-gathering/source_ledger.csv|data/extracted/pdf-wide-coverage.csv|data/schemas/EXTRACTION-DISPATCH-SCOPE.csv
SRC356,Institutional_Report,Reporting_UTIMCO_PUF_SemiAnnual_Specified_Data_Jun2025.pdf,University of Texas/Texas A&M Investment Management Company (UTIMCO),5,03-institutional-report,ACTIVE,5,data/documents/pdf/Reporting_UTIMCO_PUF_SemiAnnual_Specified_Data_Jun2025.pdf,data/documents/txt/Reporting_UTIMCO_PUF_SemiAnnual_Specified_Data_Jun2025.txt,data/documents/images/Reporting_UTIMCO_PUF_SemiAnnual_Specified_Data_Jun2025,data/documents/grids/Reporting_UTIMCO_PUF_SemiAnnual_Specified_Data_Jun2025.csv,ledgers/working/pdf-extraction-csv/03-institutional-report/SRC356,data-gathering/source_ledger.csv|data/extracted/pdf-wide-coverage.csv|data/schemas/EXTRACTION-DISPATCH-SCOPE.csv
SRC363,Performance,Performance_University_of_Michigan_Endowment_Fund_Profile_Jun2024.pdf,University of Michigan,2,02-performance,ACTIVE,2,data/documents/pdf/Performance_University_of_Michigan_Endowment_Fund_Profile_Jun2024.pdf,data/documents/txt/Performance_University_of_Michigan_Endowment_Fund_Profile_Jun2024.txt,data/documents/images/Performance_University_of_Michigan_Endowment_Fund_Profile_Jun2024,data/documents/grids/Performance_University_of_Michigan_Endowment_Fund_Profile_Jun2024.csv,ledgers/working/pdf-extraction-csv/02-performance/SRC363,data-gathering/source_ledger.csv|data/extracted/pdf-wide-coverage.csv|data/schemas/EXTRACTION-DISPATCH-SCOPE.csv
SRC373,Foundations_Annual,Regulatory_Packard_Foundation_Form_990PF_2023.pdf,The David and Lucile Packard Foundation,188,07-institutional-mission,ACTIVE,188,data/documents/pdf/Regulatory_Packard_Foundation_Form_990PF_2023.pdf,data/documents/txt/Regulatory_Packard_Foundation_Form_990PF_2023.txt,data/documents/images/Regulatory_Packard_Foundation_Form_990PF_2023,data/documents/grids/Regulatory_Packard_Foundation_Form_990PF_2023.csv,ledgers/working/pdf-extraction-csv/07-institutional-mission/SRC373,data-gathering/source_ledger.csv|data/extracted/pdf-wide-coverage.csv|data/schemas/EXTRACTION-DISPATCH-SCOPE.csv
SRC375,Institutional_Report,Performance_UVIMCO_Long_Term_Pool_Annual_Report_2025_Highlights.pdf,University of Virginia Investment Management Company (UVIMCO),2,03-institutional-report,ACTIVE,2,data/documents/pdf/Performance_UVIMCO_Long_Term_Pool_Annual_Report_2025_Highlights.pdf,data/documents/txt/Performance_UVIMCO_Long_Term_Pool_Annual_Report_2025_Highlights.txt,data/documents/images/Performance_UVIMCO_Long_Term_Pool_Annual_Report_2025_Highlights,data/documents/grids/Performance_UVIMCO_Long_Term_Pool_Annual_Report_2025_Highlights.csv,ledgers/working/pdf-extraction-csv/03-institutional-report/SRC375,data-gathering/source_ledger.csv|data/extracted/pdf-wide-coverage.csv|data/schemas/EXTRACTION-DISPATCH-SCOPE.csv
SRC376,Financials,Financials_Gates_Foundation_Consolidated_Dec2024.pdf,Bill & Melinda Gates Foundation,20,01-financials,ACTIVE,20,data/documents/pdf/Financials_Gates_Foundation_Consolidated_Dec2024.pdf,data/documents/txt/Financials_Gates_Foundation_Consolidated_Dec2024.txt,data/documents/images/Financials_Gates_Foundation_Consolidated_Dec2024,data/documents/grids/Financials_Gates_Foundation_Consolidated_Dec2024.csv,ledgers/working/pdf-extraction-csv/01-financials/SRC376,data-gathering/source_ledger.csv|data/extracted/pdf-wide-coverage.csv|data/schemas/EXTRACTION-DISPATCH-SCOPE.csv
SRC377,Financials,Financials_Gates_Foundation_Trust_Dec2016.pdf,Bill & Melinda Gates Foundation Trust,13,01-financials,ACTIVE,13,data/documents/pdf/Financials_Gates_Foundation_Trust_Dec2016.pdf,data/documents/txt/Financials_Gates_Foundation_Trust_Dec2016.txt,data/documents/images/Financials_Gates_Foundation_Trust_Dec2016,data/documents/grids/Financials_Gates_Foundation_Trust_Dec2016.csv,ledgers/working/pdf-extraction-csv/01-financials/SRC377,data-gathering/source_ledger.csv|data/extracted/pdf-wide-coverage.csv|data/schemas/EXTRACTION-DISPATCH-SCOPE.csv
SRC384,Quarterly_Report,Performance_UC_Regents_Chief_Investment_Officer_Report_May2025.pdf,University of California Office of the Chief Investment Officer of the Regents,4,04-quarterly-report,ACTIVE,4,data/documents/pdf/Performance_UC_Regents_Chief_Investment_Officer_Report_May2025.pdf,data/documents/txt/Performance_UC_Regents_Chief_Investment_Officer_Report_May2025.txt,data/documents/images/Performance_UC_Regents_Chief_Investment_Officer_Report_May2025,data/documents/grids/Performance_UC_Regents_Chief_Investment_Officer_Report_May2025.csv,ledgers/working/pdf-extraction-csv/04-quarterly-report/SRC384,data-gathering/source_ledger.csv|data/extracted/pdf-wide-coverage.csv|data/schemas/EXTRACTION-DISPATCH-SCOPE.csv
SRC389,Institutional_Report,Performance_University_of_South_Carolina_Foundations_Endowment_Report_FY2025.pdf,University of South Carolina Foundations,6,03-institutional-report,ACTIVE,6,data/documents/pdf/Performance_University_of_South_Carolina_Foundations_Endowment_Report_FY2025.pdf,data/documents/txt/Performance_University_of_South_Carolina_Foundations_Endowment_Report_FY2025.txt,data/documents/images/Performance_University_of_South_Carolina_Foundations_Endowment_Report_FY2025,data/documents/grids/Performance_University_of_South_Carolina_Foundations_Endowment_Report_FY2025.csv,ledgers/working/pdf-extraction-csv/03-institutional-report/SRC389,data-gathering/source_ledger.csv|data/extracted/pdf-wide-coverage.csv|data/schemas/EXTRACTION-DISPATCH-SCOPE.csv
SRC407,Schedule_Inv,Schedule_Inv_Pomona_Investment_Fund_Holdings_Dec2025.pdf,Pomona Investment Fund (Pomona Capital / Voya),11,06-statements-and-economics,ACTIVE,11,data/documents/pdf/Schedule_Inv_Pomona_Investment_Fund_Holdings_Dec2025.pdf,data/documents/txt/Schedule_Inv_Pomona_Investment_Fund_Holdings_Dec2025.txt,data/documents/images/Schedule_Inv_Pomona_Investment_Fund_Holdings_Dec2025,data/documents/grids/Schedule_Inv_Pomona_Investment_Fund_Holdings_Dec2025.csv,ledgers/working/pdf-extraction-csv/06-statements-and-economics/SRC407,data-gathering/source_ledger.csv|data/extracted/pdf-wide-coverage.csv|data/schemas/EXTRACTION-DISPATCH-SCOPE.csv
SRC421,PPM,PPM_Apollo_S3_Private_Markets_Fund_Prospectus.pdf,Apollo S3 Private Markets Fund,135,05-fund-legal-docs,ACTIVE,135,data/documents/pdf/PPM_Apollo_S3_Private_Markets_Fund_Prospectus.pdf,data/documents/txt/PPM_Apollo_S3_Private_Markets_Fund_Prospectus.txt,data/documents/images/PPM_Apollo_S3_Private_Markets_Fund_Prospectus,data/documents/grids/PPM_Apollo_S3_Private_Markets_Fund_Prospectus.csv,ledgers/working/pdf-extraction-csv/05-fund-legal-docs/SRC421,data-gathering/source_ledger.csv|data/extracted/pdf-wide-coverage.csv|data/schemas/EXTRACTION-DISPATCH-SCOPE.csv
SRC457,Quarterly_Report,Performance_NMERB_Real_Estate_Natural_Resources_Q4_2020.pdf,New Mexico Educational Retirement Board,16,04-quarterly-report,ACTIVE,16,data/documents/pdf/Performance_NMERB_Real_Estate_Natural_Resources_Q4_2020.pdf,data/documents/txt/Performance_NMERB_Real_Estate_Natural_Resources_Q4_2020.txt,data/documents/images/Performance_NMERB_Real_Estate_Natural_Resources_Q4_2020,data/documents/grids/Performance_NMERB_Real_Estate_Natural_Resources_Q4_2020.csv,ledgers/working/pdf-extraction-csv/04-quarterly-report/SRC457,data-gathering/source_ledger.csv|data/extracted/pdf-wide-coverage.csv|data/schemas/EXTRACTION-DISPATCH-SCOPE.csv
SRC462,PCAP,PCAP_Global_Infrastructure_Partners_II_C_Northumberland_FOI_Mar2017.pdf,Global Infrastructure Partners II-C / Northumberland County Council Pension Fund,2,06-statements-and-economics,ACTIVE,2,data/documents/pdf/PCAP_Global_Infrastructure_Partners_II_C_Northumberland_FOI_Mar2017.pdf,data/documents/txt/PCAP_Global_Infrastructure_Partners_II_C_Northumberland_FOI_Mar2017.txt,data/documents/images/PCAP_Global_Infrastructure_Partners_II_C_Northumberland_FOI_Mar2017,data/documents/grids/PCAP_Global_Infrastructure_Partners_II_C_Northumberland_FOI_Mar2017.csv,ledgers/working/pdf-extraction-csv/06-statements-and-economics/SRC462,data-gathering/source_ledger.csv|data/extracted/pdf-wide-coverage.csv|data/schemas/EXTRACTION-DISPATCH-SCOPE.csv
SRC463,PCAP,PCAP_Antin_Infrastructure_Partners_II_Northumberland_FOI_Mar2017.pdf,Antin Infrastructure Partners II LP / Northumberland County Council Pension Fund,2,06-statements-and-economics,ACTIVE,2,data/documents/pdf/PCAP_Antin_Infrastructure_Partners_II_Northumberland_FOI_Mar2017.pdf,data/documents/txt/PCAP_Antin_Infrastructure_Partners_II_Northumberland_FOI_Mar2017.txt,data/documents/images/PCAP_Antin_Infrastructure_Partners_II_Northumberland_FOI_Mar2017,data/documents/grids/PCAP_Antin_Infrastructure_Partners_II_Northumberland_FOI_Mar2017.csv,ledgers/working/pdf-extraction-csv/06-statements-and-economics/SRC463,data-gathering/source_ledger.csv|data/extracted/pdf-wide-coverage.csv|data/schemas/EXTRACTION-DISPATCH-SCOPE.csv
SRC594,Performance,Performance_UTIMCO_PUF_GEF_Investment_Performance_FY2025_Aug31.pdf,UTIMCO,5,02-performance,ACTIVE,5,data/documents/pdf/Performance_UTIMCO_PUF_GEF_Investment_Performance_FY2025_Aug31.pdf,data/documents/txt/Performance_UTIMCO_PUF_GEF_Investment_Performance_FY2025_Aug31.txt,data/documents/images/Performance_UTIMCO_PUF_GEF_Investment_Performance_FY2025_Aug31,data/documents/grids/Performance_UTIMCO_PUF_GEF_Investment_Performance_FY2025_Aug31.csv,ledgers/working/pdf-extraction-csv/02-performance/SRC594,data-gathering/source_ledger.csv|data/extracted/pdf-wide-coverage.csv|data/schemas/EXTRACTION-DISPATCH-SCOPE.csv
SRC602,Institutional_Report,Performance_CalSTRS_Meketa_Private_Equity_Executive_Summary_Sep2025.pdf,Meketa Investment Group for California State Teachers' Retirement System,11,03-institutional-report,ACTIVE,11,data/documents/pdf/Performance_CalSTRS_Meketa_Private_Equity_Executive_Summary_Sep2025.pdf,data/documents/txt/Performance_CalSTRS_Meketa_Private_Equity_Executive_Summary_Sep2025.txt,data/documents/images/Performance_CalSTRS_Meketa_Private_Equity_Executive_Summary_Sep2025,data/documents/grids/Performance_CalSTRS_Meketa_Private_Equity_Executive_Summary_Sep2025.csv,ledgers/working/pdf-extraction-csv/03-institutional-report/SRC602,data-gathering/source_ledger.csv|data/extracted/pdf-wide-coverage.csv|data/schemas/EXTRACTION-DISPATCH-SCOPE.csv
SRC606,Quarterly_Report,Performance_Antares_Private_Credit_Fund_Quarterly_Update_1Q2026.pdf,Antares Private Credit Fund,8,04-quarterly-report,ACTIVE,8,data/documents/pdf/Performance_Antares_Private_Credit_Fund_Quarterly_Update_1Q2026.pdf,data/documents/txt/Performance_Antares_Private_Credit_Fund_Quarterly_Update_1Q2026.txt,data/documents/images/Performance_Antares_Private_Credit_Fund_Quarterly_Update_1Q2026,data/documents/grids/Performance_Antares_Private_Credit_Fund_Quarterly_Update_1Q2026.csv,ledgers/working/pdf-extraction-csv/04-quarterly-report/SRC606,data-gathering/source_ledger.csv|data/extracted/pdf-wide-coverage.csv|data/schemas/EXTRACTION-DISPATCH-SCOPE.csv
SRC607,Subscription,Subscription_PA_SERS_Lubert_Adler_Real_Estate_Fund_VII_Redacted.pdf,Pennsylvania State Employees' Retirement System (released via PA General Assembly Act 5 data request),43,05-fund-legal-docs,ACTIVE,43,data/documents/pdf/Subscription_PA_SERS_Lubert_Adler_Real_Estate_Fund_VII_Redacted.pdf,data/documents/txt/Subscription_PA_SERS_Lubert_Adler_Real_Estate_Fund_VII_Redacted.txt,data/documents/images/Subscription_PA_SERS_Lubert_Adler_Real_Estate_Fund_VII_Redacted,data/documents/grids/Subscription_PA_SERS_Lubert_Adler_Real_Estate_Fund_VII_Redacted.csv,ledgers/working/pdf-extraction-csv/05-fund-legal-docs/SRC607,data-gathering/source_ledger.csv|data/extracted/pdf-wide-coverage.csv|data/schemas/EXTRACTION-DISPATCH-SCOPE.csv
SRC612,LPA,LPA_PA_SERS_Harvest_MLP_Real_Asset_Management_Agreement_Redacted.pdf,Pennsylvania State Employees' Retirement System (released via PA General Assembly Act 5 data request),48,05-fund-legal-docs,ACTIVE,48,data/documents/pdf/LPA_PA_SERS_Harvest_MLP_Real_Asset_Management_Agreement_Redacted.pdf,data/documents/txt/LPA_PA_SERS_Harvest_MLP_Real_Asset_Management_Agreement_Redacted.txt,data/documents/images/LPA_PA_SERS_Harvest_MLP_Real_Asset_Management_Agreement_Redacted,data/documents/grids/LPA_PA_SERS_Harvest_MLP_Real_Asset_Management_Agreement_Redacted.csv,ledgers/working/pdf-extraction-csv/05-fund-legal-docs/SRC612,data-gathering/source_ledger.csv|data/extracted/pdf-wide-coverage.csv|data/schemas/EXTRACTION-DISPATCH-SCOPE.csv
