path,entry_type,size_bytes,sha256,repository_policy,local_readme,role
data/documents/grids/LPA_PA_SERS_Harvest_MLP_Real_Asset_Management_Agreement_Redacted.csv,file,368,31bb98dd187a82dd3a48fb91bfbe8b1e9b9d981ab02c8d78b098f4effe56ac4b,TRACK,data/documents/grids/README.md,Physical-page word coordinates used to recover table rows and columns.
data/documents/grids/MANIFEST.csv,file,3989,0687f94cf54368c756293859c83d07e9008d7181b274468d38293744e3c39917,TRACK,data/documents/grids/README.md,"One row per document the grid builder read, naming its text layer and what the grid recovered, including why a file produced no rows."
data/documents/grids/NAV_Statement_SREIT_NAV_Supplement_May2024.csv,file,7179,6d5179b69eea59514dbf2a0e91f25323a349a49e329c68f064340b2ee9f07476,TRACK,data/documents/grids/README.md,Physical-page word coordinates used to recover table rows and columns.
data/documents/grids/PCAP_Global_Infrastructure_Partners_II_C_Northumberland_FOI_Mar2017.csv,file,5214,be282b6eedaa1b1f60c5ac873275fecde3b778f8d06f8fcf9c3caaa723550065,TRACK,data/documents/grids/README.md,Physical-page word coordinates used to recover table rows and columns.
data/documents/grids/PCAP_Heritage_Fund_I_LP_PSERS_FOIA.csv,file,115,8990eeec15103f45e3e20ba15bce10dd7047663ba634b9ba7d9067b96896ea00,TRACK,data/documents/grids/README.md,"Physical-page word coordinates used to recover table rows and columns. Header-only: MANIFEST.csv records why, either a scan with no text layer or a native-text document printing no numeric table."
data/documents/grids/PCAP_Jefferson_Partners_Fund_IV_PSERS_FOIA.csv,file,115,8990eeec15103f45e3e20ba15bce10dd7047663ba634b9ba7d9067b96896ea00,TRACK,data/documents/grids/README.md,"Physical-page word coordinates used to recover table rows and columns. Header-only: MANIFEST.csv records why, either a scan with no text layer or a native-text document printing no numeric table."
data/documents/grids/Performance_Antares_Private_Credit_Fund_Quarterly_Update_1Q2026.csv,file,5222,b89f52605b8ab68e99140621cf3208961bbe19a59a9fe0842d0ba9bda67b06d3,TRACK,data/documents/grids/README.md,Physical-page word coordinates used to recover table rows and columns.
data/documents/grids/Performance_CalPERS_Real_Assets_Partnership_Report_Jun2023.csv,file,16488,1fc397426d64b85754cb898b74ea1c3868937d9fdf6261999414e0b1b2a33c44,TRACK,data/documents/grids/README.md,Physical-page word coordinates used to recover table rows and columns.
data/documents/grids/Performance_NMERB_NEPC_Private_Equity_Q1_2016.csv,file,172355,afa29e2ece74949a6ae87b116dc3bef6926f60d433152eae6e7ccb988cb591c4,TRACK,data/documents/grids/README.md,Physical-page word coordinates used to recover table rows and columns.
data/documents/grids/Performance_NMERB_Real_Estate_Natural_Resources_Q4_2020.csv,file,88049,72a8c9afca8888740948ea494e57512769887f3dfaa82ccbb838c2c08c7528ce,TRACK,data/documents/grids/README.md,Physical-page word coordinates used to recover table rows and columns.
data/documents/grids/Performance_Oregon_Growth_Account_VC_Program_Q4_2021.csv,file,43804,8595e9fcb6fc531ac60a8b246cff03fb96fc7696ba7c277d9bf46501d6a9f61d,TRACK,data/documents/grids/README.md,Physical-page word coordinates used to recover table rows and columns.
data/documents/grids/Performance_Oregon_PERS_Alternatives_Portfolio_Q3_2022.csv,file,38687,152e2382a524d3482601e22a630b64371acf281c2e3ad10f7c78a1ac9071042e,TRACK,data/documents/grids/README.md,Physical-page word coordinates used to recover table rows and columns.
data/documents/grids/Performance_UC_Regents_Chief_Investment_Officer_Report_May2025.csv,file,28612,8e873022c1342e02c54c62b1c0ba6bc00c9232dbeab37129adf034c7f02b0611,TRACK,data/documents/grids/README.md,Physical-page word coordinates used to recover table rows and columns.
data/documents/grids/Performance_University_of_Michigan_Endowment_Fund_Profile_Jun2024.csv,file,743,48a112e1c7a7cb1d539bb38114289836928596fba0fe412e3c94b6583b7368ad,TRACK,data/documents/grids/README.md,Physical-page word coordinates used to recover table rows and columns.
data/documents/grids/Performance_University_of_South_Carolina_Foundations_Endowment_Report_FY2025.csv,file,391,cd1a5f1e8f3fc56b8c4c757d144956abba5bc4fa9eeb70e47678101553f20a46,TRACK,data/documents/grids/README.md,Physical-page word coordinates used to recover table rows and columns.
data/documents/grids/Performance_UVIMCO_Long_Term_Pool_Annual_Report_2025_Highlights.csv,file,4783,2b6662ca57f2c3e588bca6330d70dc6caa2ef02eac052b6881d11ec4620d257b,TRACK,data/documents/grids/README.md,Physical-page word coordinates used to recover table rows and columns.
data/documents/grids/PPM_RockStep_Hometown_America_Fund_I.csv,file,1584,94a4a649ed807b94063ef1665fc24bf2b9c653957be2cd7673c05d8252246f78,TRACK,data/documents/grids/README.md,Physical-page word coordinates used to recover table rows and columns.
data/documents/grids/Quarterly_Report_Oregon_PERS_OPERF_Real_Estate_Q4_2024.csv,file,58515,fd9266f3f08e8983a4d8a46134a81a906565fd576d5b53613de405ae253e3ec4,TRACK,data/documents/grids/README.md,Physical-page word coordinates used to recover table rows and columns.
data/documents/grids/README.md,file,5886,2c9f5019b2860c20d992ceb55f2dd6ad63f7dd629ad651e982168371ba6e75c6,TRACK,data/documents/grids/README.md,Folder guide and direct inventory.
data/documents/grids/Regulatory_Sloan_Foundation_Form_990PF_2024.csv,file,18220,48a7469015aa52895b1790ceb1b8817ec5581ebb30072b5b1bfa5c039c5cfa22,TRACK,data/documents/grids/README.md,Physical-page word coordinates used to recover table rows and columns.
data/documents/grids/Reporting_Glass_Lewis_Proxy_Season_Review_2017_PSERS.csv,file,115,8990eeec15103f45e3e20ba15bce10dd7047663ba634b9ba7d9067b96896ea00,TRACK,data/documents/grids/README.md,"Physical-page word coordinates used to recover table rows and columns. Header-only: MANIFEST.csv records why, either a scan with no text layer or a native-text document printing no numeric table."
data/documents/grids/Reporting_NBIM_GPFG_Responsible_Investment_2025.csv,file,7543,c61c94492dc96f0cf3c44c2fe3d3170a23eb47d447f9b368b216db91a92a44ef,TRACK,data/documents/grids/README.md,Physical-page word coordinates used to recover table rows and columns.
data/documents/grids/Reporting_NY_State_Common_Retirement_Fund_Monthly_Disclosure_Apr2026.csv,file,115,8990eeec15103f45e3e20ba15bce10dd7047663ba634b9ba7d9067b96896ea00,TRACK,data/documents/grids/README.md,"Physical-page word coordinates used to recover table rows and columns. Header-only: MANIFEST.csv records why, either a scan with no text layer or a native-text document printing no numeric table."
data/documents/grids/Reporting_NZ_Super_Fund_Stewardship_Report_2025.csv,file,5459,9432e0aab8ebfba8f4deb1d564a7fc3eee9331fb52a0ce531f5ba1c37f0970e9,TRACK,data/documents/grids/README.md,Physical-page word coordinates used to recover table rows and columns.
data/documents/grids/Reporting_USS_Governance_Supplement_FY2025.csv,file,1304,727ad5f353b04292551a7b819570f1aab4bed3ce374d90f91c846b532bdfb43f,TRACK,data/documents/grids/README.md,Physical-page word coordinates used to recover table rows and columns.
data/documents/grids/Reporting_Utah_URS_Investment_Policies_ACFR_2021.csv,file,18707,4be4abead508f399ce8c07f47628e0371a815998d3d2c074fa809e2be34e0066,TRACK,data/documents/grids/README.md,Physical-page word coordinates used to recover table rows and columns.
data/documents/grids/Reporting_UTIMCO_PUF_SemiAnnual_Specified_Data_Jun2025.csv,file,2492,bd5bbc29674b25e3fddd2fd0900c7960ea2e75feca867fb9d25a4abe52eaf057,TRACK,data/documents/grids/README.md,Physical-page word coordinates used to recover table rows and columns.
data/documents/grids/Schedule_Inv_Pomona_Investment_Fund_Holdings_Dec2025.csv,file,84607,c639f969d729e55305b3a6531a2b5f96fb8317b8e8d58c6782d93a81cae7383f,TRACK,data/documents/grids/README.md,Physical-page word coordinates used to recover table rows and columns.
data/documents/grids/Subscription_PA_SERS_Lubert_Adler_Real_Estate_Fund_VII_Redacted.csv,file,920,1e9ff68231cc41846e0f83006262166ef130ad427b27ba6f48e04e36949d6849,TRACK,data/documents/grids/README.md,Physical-page word coordinates used to recover table rows and columns.
data/documents/grids/Valuation_JLLIPT_Institutional_Valuation_Methodology.csv,file,115,8990eeec15103f45e3e20ba15bce10dd7047663ba634b9ba7d9067b96896ea00,TRACK,data/documents/grids/README.md,"Physical-page word coordinates used to recover table rows and columns. Header-only: MANIFEST.csv records why, either a scan with no text layer or a native-text document printing no numeric table."
data/documents/images,directory,,,TRACK,data/documents/images/README.md,Local page renders generated for layout review during extraction and adjudication.
data/documents/images/MANIFEST.csv,file,71204,847fcf96dde6c8858018ae0e246baca540e42dbbbfcd38ff590da3ed00797340,TRACK,data/documents/images/README.md,CSV table for MANIFEST.
data/documents/images/README.md,file,1274,95ba08f60cef67977e787468fa926198c2eefde273837352db3138568d768463,TRACK,data/documents/images/README.md,Folder guide and direct inventory.
data/documents/images/render-log.csv,file,3769,bb361f6987ceab3ea3c94f413646180ebbb08eadef35f7f7d48c8f533be656ac,LOCAL_ONLY,data/documents/images/README.md,CSV table for render log.
data/documents/pdf,directory,,,TRACK,data/documents/pdf/README.md,The 442 public and FOIA source PDFs listed in data-gathering/source_ledger.csv.
data/documents/pdf/Capital_Call_ABC_Fund_LP_TrustAlta_Sample_Notice.pdf,file,120840,4d6bcf283b376ce1209c9c69b1792dbd6b0a3756e86593da6ff8000fa46b17de,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Capital_Call_Morgan_Lewis_Deskbook_Sample_Notice.pdf,file,138308,7718b401f194517e7f2f9eb298cd04c2d50ed3845bef2d9d80b0c5e3cc85a38e,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/DDQ_AIMA_Bear_Stearns_HGSCS_FCIC.pdf,file,1060038,440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/DDQ_AIMA_CTA_Chesapeake_Capital.pdf,file,855769,185d1cfb34a196ca1c0fd885958b1e501417c13607f2f9daa32a62daf2020c69,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/DDQ_Hamilton_Lane_Global_Private_Assets_Fund_May2025.pdf,file,702129,165556dbc3e81d5c1ce82f3a51c6ea5c2721f1589d3746fe9459b91ac8ef923b,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Distribution_CalPERS_Private_Equity_Cash_Flow_Examples_2015.pdf,file,568914,4dda0aa7a494a69e7cdf2b0192fae6cc0fbafef014b6ea23bc5568dee5626c37,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Fee_Report_Border_To_Coast_Assessment_Of_Value_2024.pdf,file,134731,6632d3f1d10b7a1dad8aa8a08fd8b010c4cffb7f3a920e23af6086b95eb7ff93,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Fee_Report_CalPERS_AB2833_Alternative_Investments_Nov2023.pdf,file,158925,dd0160c92ca84002d7c4a66476337192da8be437f26116fb35321964776fb01e,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Fee_Report_CalPERS_AIV_Fee_Expense_Disclosure_2019.pdf,file,1235273,1c1d5d3dd04ffacd9e1c4144a38e329e87380c7b5ef88a1866c39610084b0bf8,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Fee_Report_CalSTRS_AB2833_Private_Equity_Fees_2025.pdf,file,1588403,23af4813be51d76827df6d0537bf6a4d7167316a197f655563ae52fcebbffd3a,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Fee_Report_CalSTRS_Annual_Cost_And_Collaborative_Model_Savings_2023.pdf,file,844152,88dd3e63c9ccf26859545f3fa8459398c2521e299135108d7317e7d5dc34dc72,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Fee_Report_FCERA_Fresno_AB2833_Alternative_Investment_Fees_2021.pdf,file,5582779,cc40ab9c553ae2dcc1bc1fb3c860a77d460694559f65e405bff0af82ded972e3,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Fee_Report_INREV_Management_Fees_And_Terms_Study_2011.pdf,file,1736203,a5551e0fc312df9da3bc0ec25abe655509c757255825ca82e459bfc37e9b0de7,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Fee_Report_INREV_Management_Fees_And_Terms_Study_2016.pdf,file,1041735,8231a76026598d315c5b4ae1dc826451e8d864e0e49ea3571ce2bfb3b13ab60f,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Fee_Report_LACERA_Total_Fund_Investment_Cost_FY2023.pdf,file,979202,30e3e8f7179522a0130f722bf45ad6858fb33c11bdad27ec231f6ce27381ad8a,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Fee_Report_PSERS_Aon_Base_Management_Fees_FY2017.pdf,file,78267,91068b29d6128f34c2cb9f612208cc934849cc65200842ad7c017de0b59d0eb5,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Fee_Report_PSERS_Fee_Transparency_Response_Bullet2.pdf,file,535293,dd2549012abb94269a2b925c785a3cf80e9be22f8179111d0fccef39a899ea07,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Fee_Report_PSERS_Fees_By_Manager_FY2013.pdf,file,117079,081d83281f35e43a9292f07218724de9285e3748c5258209f55e2c2214e80200,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Fee_Report_PSERS_Fees_By_Manager_FY2016.pdf,file,603151,73e105baf516b7d27aa74cc48d900e96d0c62cf04071c39d1b51da9a9391df90,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Financials_3i_Group_Annual_Report_FY2025_Mar.pdf,file,13340091,a855bc595ed08210a95897d3c42888a60531dc343ae0b7c932b16c77f75a397c,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Financials_3i_Infrastructure_Annual_Report_FY2025_Mar.pdf,file,34768073,9734641832178aea0ec1ec330877d1e66498113b8eaebdd872c65cbfc8818844,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
data/documents/pdf/Financials_AP2_Andra_AP_Fonden_Annual_Report_2024.pdf,file,10685615,de8720d3faa610b5efd57195a6bea00f1cc6f554757eaa46e896842e9e44cc50,TRACK,data/documents/pdf/README.md,"Ledgered source report; source_ledger.csv supplies its file ID, type, URL, and page count."
