holding_id,document_id,route,page_id,source_page,source_table,holding_label,holding_alias_id,holding_entity_id,subject_type,source_occurrence,as_of_date_raw,as_of_date,currency,unit_scale,unit_scale_multiplier,fair_value,market_value,cost,notional_amount,quantity,portfolio_weight,interest_rate,maturity_date_raw,observation_ids,observation_count,collision_note
76327062b8f9e00ece33,SRC192,03-institutional-report,b8d5bf56addec5df8757,5,Largest Equity Holdings,Nvidia,883452050f5def6984f0,CO_0035,investment,1,"December 31, 2021",2021-12-31,USD,absolute,1,90692936,,,,308364,,,,5219853bb09092178186;ef1776c65b5e47223707,2,
1ca652d820e7b5bd4211,SRC192,03-institutional-report,b8d5bf56addec5df8757,5,Largest Equity Holdings,Tesla,f7c387d874f18bf0890c,CO_0027,investment,1,"December 31, 2021",2021-12-31,USD,absolute,1,110460986,,,,104526,,,,3029059e167d86c0fa79;36fafbf9af81b05967e0,2,
05ccef01fcfb88b27627,SRC192,03-institutional-report,b8d5bf56addec5df8757,5,Largest Equity Holdings,United Healthcare Group,0fefac2cb8a05ba422e4,CO_0028,investment,1,"December 31, 2021",2021-12-31,USD,absolute,1,89084155,,,,177409,,,,bb0a31feea7631132a06;2150c1bc2e521f5829e1,2,
1032f5583b7a423765b4,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,AUSTIN VENTURES IX LP,f0abcc00bb31bc83d77f,FUND_0319,fund,1,"June 30, 2025",2025-06-30,USD,absolute,1,,16094,,,,,,,ae8551a4d7325ce23847,1,
b594437b592c0dcbd525,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,AUSTIN VENTURES X LP,db7ed41728409be689b9,FUND_0320,fund,1,"June 30, 2025",2025-06-30,USD,absolute,1,,152509,,,,,,,1b4625f860c3242983bc,1,
f6edf9ca379655228588,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,DIRECT INVESTMENT #1,f8fa385369c28ca5d13f,CO_0008,investment,1,"June 30, 2025",2025-06-30,USD,absolute,1,,20773,,,,,,,f8c976d2b675d8e8cf88,1,
33b06fb843825a6ed6aa,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,DIRECT INVESTMENT #2,d704ea5039117ce1f6e1,CO_0009,investment,1,"June 30, 2025",2025-06-30,USD,absolute,1,,498658,,,,,,,ae4e4a0c053cd5f60e28,1,
b9eb781920a63f50f63f,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,DIRECT INVESTMENT #3,75fad123016a82502e8e,CO_0010,investment,1,"June 30, 2025",2025-06-30,USD,absolute,1,,17068007,,,,,,,78d8439fdf29f1f07397,1,
77c7410eb598ef956ecc,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,EQT INFRASTRUCTURE IV CO-INVESTMENT A SCSP,9ed1d03667642943c9ec,FUND_0488,fund,1,"June 30, 2025",2025-06-30,USD,absolute,1,,26956271,,,,,,,13400e6c1b41d37e56df,1,
0d9cf9ef640594807d07,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,ESCALATE CAPITAL I LP,31918c6cc629eb11d430,FUND_0494,fund,1,"June 30, 2025",2025-06-30,USD,absolute,1,,59353,,,,,,,54b882d3a044e8c31d98,1,
eb0e7335faf7e86898d6,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,HANNATHON CIV LP,a02a374379c08c9c3ad7,FUND_0592,fund,1,"June 30, 2025",2025-06-30,USD,absolute,1,,26895068,,,,,,,a033c68a9d57a38f947c,1,
3c03d8b5c0e1f7e363d0,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,NCV SELECT I LP,bb2304ea6df85d561574,FUND_0755,fund,1,"June 30, 2025",2025-06-30,USD,absolute,1,,7465530,,,,,,,cb7aadee914d7c25c272,1,
81ce8ffd21ce02461848,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,NEW HORIZONS EL PASO LP,9bbfbe8dd93443f87b44,FUND_0759,fund,1,"June 30, 2025",2025-06-30,USD,absolute,1,,18135791,,,,,,,d726f2c96474ccdd2af8,1,
3a36591bec915380bbff,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,NEXT COAST VENTURES III LP,d2e34b3366c9eb6b0c4b,FUND_0765,fund,1,"June 30, 2025",2025-06-30,USD,absolute,1,,9569692,,,,,,,ea3aaa9120281fccb646,1,
401743ad95958afb84e6,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,PBC AUSTIN 2021 EQUITY I LP,d38b154562829e91aac4,FUND_0810,fund,1,"June 30, 2025",2025-06-30,USD,absolute,1,,11329393,,,,,,,7a259a7910ab848aab8d,1,
fbb0fbe0cc321f7e4a4e,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,PENNYBACKER IV LP,c00a1b4b196221c5223b,FUND_0812,fund,1,"June 30, 2025",2025-06-30,USD,absolute,1,,11717776,,,,,,,4f3b922c742ac2a7dd9f,1,
40a1ddf83171860db734,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,PEP DEVELOPMENT OPPORTUNITIES FUND LP,e120fd3105a8dc23dd16,FUND_0813,fund,1,"June 30, 2025",2025-06-30,USD,absolute,1,,39235748,,,,,,,c7ae89356d9956cb8153,1,
7171ef4dd061349142d5,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,ROX II MED CENTER LP,5cb5d893691d4623e09b,FUND_0872,fund,1,"June 30, 2025",2025-06-30,USD,absolute,1,,4425256,,,,,,,bd37f806edf70ff02609,1,
d12ed224a9a69c122a86,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,SANTÉ HEALTH VENTURES II LP,912d329ff89314ddc236,FUND_0882,fund,1,"June 30, 2025",2025-06-30,USD,absolute,1,,8279253,,,,,,,9451aa8360f94dab3087,1,
384b22141931b49c11b7,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,SCF-IX LP,848f1056b8ed69f494ce,FUND_0885,fund,1,"June 30, 2025",2025-06-30,USD,absolute,1,,57441706,,,,,,,d8aeb79cac4cf7dd251a,1,
b403b804fc136553c335,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,SCF-VII LP,48e2cbf23358116cb65d,FUND_0886,fund,1,"June 30, 2025",2025-06-30,USD,absolute,1,,3269994,,,,,,,964be37a18f53a111611,1,
ddde089164ee212c9f66,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,SCF-VIII LP,dd0b0c64237c2e99bb2b,FUND_0887,fund,1,"June 30, 2025",2025-06-30,USD,absolute,1,,21939508,,,,,,,c5a87ae1ac948e00650e,1,
0b8b59b387e6fa83d813,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,SERVE OPPORTUNITIES FUND I LP,1367bf75ba55097ccb70,FUND_0893,fund,1,"June 30, 2025",2025-06-30,USD,absolute,1,,197439278,,,,,,,b284f4a05e2ae74a8ec9,1,
16f80d62689e6ca7b4d1,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,TEAKWOOD CAPITAL III (CO-INVESTMENT) LP,27934c8289f4df312f3d,FUND_0941,fund,1,"June 30, 2025",2025-06-30,USD,absolute,1,,6415987,,,,,,,2c502898787ca8ad25c4,1,
8789f15bac496c0b2106,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,TEAKWOOD CAPITAL III LP,f5f21554d350a0ef5354,FUND_0942,fund,1,"June 30, 2025",2025-06-30,USD,absolute,1,,22032758,,,,,,,ba7a1b6782d6103ab5b6,1,
58dfa69e9c0939eae940,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,Total,6e8e0d3968051636faf5,,portfolio,1,"June 30, 2025",2025-06-30,USD,absolute,1,,673815236,,,,,,,c47de9309fb59ae68732,1,
36f7c4f8efbf3c6dfbb9,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,VISTA EQUITY ENDEAVOR FUND II LP,1fd7516ee1e70d5a0530,FUND_0984,fund,1,"June 30, 2025",2025-06-30,USD,absolute,1,,56986795,,,,,,,4e7abce2ec9b7c5d9e8c,1,
80d12cbeacc19f596f94,SRC356,03-institutional-report,e636191f9f975db3ef73,5,Economically Targeted Investments,VISTA EQUITY PARTNERS FUND VII LP,32568909aad67573438b,FUND_1051,fund,1,"June 30, 2025",2025-06-30,USD,absolute,1,,126464038,,,,,,,7527f8db864bfceb824b,1,
8c9e4f0f9b48f8b4cba1,SRC377,01-financials,6d555a6d7d847a4fe833,12,Outstanding notional purchases and sales were as follows,Forward contracts,16de0842018362e4871a,,asset_class,1,"December 31, 2015",2015-12-31,USD,thousands,1000,,,,4638450,,,,,aea527f1709566aec62a;e6386e513dfe561e44e3,2,"second printed value ignored: notional_amount=December 31, 2015 Sales"
760db62a0da52a02521f,SRC377,01-financials,6d555a6d7d847a4fe833,12,Outstanding notional purchases and sales were as follows,Forward contracts,16de0842018362e4871a,,asset_class,1,"December 31, 2016",2016-12-31,USD,thousands,1000,,,,3518004,,,,,e01813042a9c03022d07;7933fb7851e842c31229,2,"second printed value ignored: notional_amount=December 31, 2016 Sales"
cf5a141ca91058973663,SRC377,01-financials,6d555a6d7d847a4fe833,12,Outstanding notional purchases and sales were as follows,Futures,0cf85fad2a05f93a5b93,,asset_class,1,"December 31, 2015",2015-12-31,USD,thousands,1000,,,,736186,,,,,f12b3c3fc134f6e13b08;c01ecb1035beb9e39c9d,2,"second printed value ignored: notional_amount=December 31, 2015 Sales"
5d5d9cb6ff257f746ebe,SRC377,01-financials,6d555a6d7d847a4fe833,12,Outstanding notional purchases and sales were as follows,Futures,0cf85fad2a05f93a5b93,,asset_class,1,"December 31, 2016",2016-12-31,USD,thousands,1000,,,,319874,,,,,96eecd78cb078a3edfd9;4cb421a5e124b66432dc,2,"second printed value ignored: notional_amount=December 31, 2016 Sales"
28bad095c21aaaf863df,SRC377,01-financials,6d555a6d7d847a4fe833,12,Outstanding notional purchases and sales were as follows,Options,df332d348e043dd74f30,,asset_class,1,"December 31, 2015",2015-12-31,USD,thousands,1000,,,,11485,,,,,f512ee3d87fe6feb93b7;bdb929c3518dbfa44d60,2,"second printed value ignored: notional_amount=December 31, 2015 Sales"
30d2e75cdfc8631fed61,SRC377,01-financials,6d555a6d7d847a4fe833,12,Outstanding notional purchases and sales were as follows,Options,df332d348e043dd74f30,,asset_class,1,"December 31, 2016",2016-12-31,USD,thousands,1000,,,,4310,,,,,86b22a17cb6714432d8b;eb85b6ab9ab73b200128,2,"second printed value ignored: notional_amount=December 31, 2016 Sales"
26131ca50505443f344b,SRC377,01-financials,6d555a6d7d847a4fe833,12,Outstanding notional purchases and sales were as follows,Swaps,9365fc1d1e955c711c8b,,asset_class,1,"December 31, 2015",2015-12-31,USD,thousands,1000,,,,33076,,,,,e2226447831d5e369f16;d532acb0703411fbf918,2,"second printed value ignored: notional_amount=December 31, 2015 Sales"
e63378168dc1644d2416,SRC377,01-financials,6d555a6d7d847a4fe833,12,Outstanding notional purchases and sales were as follows,Swaps,9365fc1d1e955c711c8b,,asset_class,1,"December 31, 2016",2016-12-31,USD,thousands,1000,,,,504498,,,,,436526862951dc18803f;70dc1252465227fe1f49,2,"second printed value ignored: notional_amount=December 31, 2016 Sales"
0b646cf2190b63f50f84,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,A10 USD (Feeder) L.P.,1076276b805757ec7c8a,FUND_0260,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,1193522,,701197,,,,,,43eb6627ba5f1c377ea6;9554ac0b9673e049e650,2,
29a930856d1df85286bf,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,A9 EUR (Feeder) L.P.,7757158211d7101dc835,FUND_0261,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,6590587,,8378244,,,,,,99d4bd922504e6ac9b37;56e9eed7942124d44d4c,2,
2e8da637c713bab856ac,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,A9 USD (Feeder) L.P.,386457cb6738a2c62314,FUND_0262,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,2238486,,2964117,,,,,,7d147289ed06c10ea628;698f77da637c8f9b7078,2,
728a5d3c51461478361f,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"ABRY Partners IX, L.P.",f6d0763847fc02d4a191,FUND_0264,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,2459508,,1907146,,,,,,10dc28cc90a99d03a67e;f6ff3aa127968b1f00b6,2,
2fb7335fd2cd7949b1ce,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"ABRY Senior Equity V, L.P.",621a54c23917e5689a76,FUND_0265,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,1676078,,1400921,,,,,,06c113b8a8717bc960be;6765d47af3febf2508b4,2,
bd66581b2243460bdf2f,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"ABS Capital Partners IX, L.P.",c69f80fceef4755dc7bb,FUND_0266,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,1550645,,1335119,,,,,,e5c61f7551ef7a199f76;7abc0e253cab18ecf56a,2,
1d7555da8cd72a17ce9f,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,Accel-KKR Capital Partners VII LP,f4719fb123a2291c96d8,FUND_0270,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,1172037,,1460147,,,,,,655c5398b05081c20a6d;6a59335c69408558b4cd,2,
b7dbcffe9b7a5ee129e3,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,Accel-KKR Growth Capital Partners IV LP,7031f57a66707d0a253b,FUND_0271,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,1399316,,1320338,,,,,,dad260dc79380d3d9c9a;def6f49869c2e668affe,2,
c288760200cb897609b2,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Aerospace, Transportation and Logistics Fund II LP",3d16f11e9ed3dcba4f1f,FUND_0279,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,2215666,,1592148,,,,,,a03a2083456d9705876a;ceb2029e03fdb5abe1b5,2,
7f12121edae099e4425b,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,Apax XI USD L.P.,2d5c87fa5186067db1e9,FUND_0298,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,3306316,,3001882,,,,,,d736faa879c8fa74fbbd;9c3f8028eb71d7cdfb95,2,
9665c2cd6d64d11134be,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Avista Healthcare Partners (Offshore) I, L.P.",6ea0d7b920bef067848a,FUND_0321,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,139555,,311266,,,,,,d9d5b5fa8c8466416283;9b6e9ea86116684c050b,2,
a0dec64f3cc63f96eaff,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"BPEA EQT Mid-Market Growth Partnership, SCSp",d2918e784da63fc4ddaf,FUND_0373,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,556069,,497036,,,,,,5192da72323a1a340cb0;223515f69aeadbd79503,2,
ddfb062ec7a542fc411c,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"BSV Opportunities B, FCRE",e78f2bb2d2f052f1a3bf,FUND_0389,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,5987020,,8973301,,,,,,2c42d9237c94f6ef2e1a;7be81e5e16b1b3884f42,2,
cf0e15be159faae83ad8,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,Blue Owl GP Stakes Nimbus Cayman (B) LP,7374f193d11cd4b0e319,FUND_0361,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,7541528,,3961373,,,,,,465726e067a5e73248b8;3a916c7dbbca39d1b89e,2,
a6a1a889996414806e16,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,Blue Owl GP Stakes Nimbus U.S. (A) LLC,da9933e8aad377c420d3,FUND_0362,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,3394435,,4846992,,,,,,889c7cf4e5211ed8c205;767cb70edcc3a82ff9ef,2,
5ebfa01ba15e5e6f3a57,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,Blue Owl GP Stakes V Offshore Investors LP,6d5f52b38263dec1d1be,FUND_0364,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,4238779,,5775343,,,,,,a343375885fa852e7cb6;4cee18081bfe05e1b917,2,
e5dbf6e1b68d50eb0cf9,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Clearlake Capital Partners VII (USTE), L.P.",d408609729fde6f3156a,FUND_0439,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,4022057,,3579038,,,,,,4f0c8d0442cd9fa13073;12c7b6c7807a5edf2534,2,
aee5d3ba1d204dbc17c3,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,Direct Investments/Co-Investments,8d37396abe4d6fb43cf7,,portfolio,1,"December 31, 2025",2025-12-31,,absolute,1,,,,,,1.6,,,50b8122a4004f0b197d8,1,
c5b65df2730658aee6c7,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,Early Secondary Investments,78e834a43ac7f29dc83b,,portfolio,1,"December 31, 2025",2025-12-31,,absolute,1,,,,,,5.3,,,83ff1b206a35bd77c373,1,
211b26a9263ad11b81ec,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Genstar Capital Partners XI, L.P.",2bfabe0bec22dcad822b,FUND_0517,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,1213790,,1003634,,,,,,0ce9e5a07b90980a1b4e;ac561e12546e3eb1e4c0,2,
5d5489267c0163ec0627,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Green Equity Investors Side IX, L.P.",ce4e045ac826f87796e8,FUND_0542,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,3476847,,2951764,,,,,,e7edd91a3ceaabe618cc;d6195999eb7bc0972732,2,
f085701b254ae079eff8,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Gryphon Odin CV-A, L.P.",36627cc030476c6a356f,FUND_0560,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,2501722,,1153363,,,,,,bfe97db51c12f426b4cc;e27f338f0b9499476047,2,
e68145b21d97d001c6a7,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Gryphon Partners IV, L.P.",da5f46a602e5933ae8b1,FUND_0562,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,3736920,,2509776,,,,,,b4a5f38e974a17119d84;cc818b9c8f1fe845d8f5,2,
1180409fdce343a57e78,SRC407,06-statements-and-economics,d441fab138de7dea8fa7,1,Consolidated Schedule of Investments,"Gryphon Partners VI-A, L.P.",d53fef04a298bb818529,FUND_0566,fund,1,"December 31, 2025",2025-12-31,USD,absolute,1,9367355,,9024977,,,,,,7796996b950507cf996d;7c036974162251c732b9,2,
