observation_id,document_id,route,canonical_doc_type,product_tier,page_id,source_page,source_structure_type,source_section,source_table,source_row_label,source_column_label,source_occurrence,record_family,metric_id,metric_category,metric_name,subject_type,subject_alias_id,subject_entity_id,subject_name,subject_standardized_name,subject_manager_name,manager_alias_id,manager_entity_id,investor_alias_id,investor_entity_id,portfolio_name,asset_class,strategy,geography,vintage_year,horizon,date_precision,as_of_date_raw,as_of_date,period_start_raw,period_start,period_end_raw,period_end,value_kind,value_raw,value_numeric,value_text,value_sign,currency,unit,unit_scale,unit_scale_multiplier,currency_scale_raw,term_category,basis_raw,condition_raw,evidence_quote,evidence_class,adjudication_status,source_agents,extractor_model,contract_version,notes
d3b29abe7a965d72ce3c,SRC034,01-financials,Financials,CORE,fd18d421ead487521a9a,4,TABLE,Combined Schedule of Investments,Combined Schedule of Investments,REDACTED,% of Partners' Capital,2,position_observation,position_observation.portfolio_weight,portfolio_weight,% of Partners' Capital,investment,,,REDACTED,,,,,,,,Retail,,"Rochelle Park, NJ",2012,,day,"March 31, 2018",2018-03-31,,,,,percent,10.26%,10.26,,positive,,%,absolute,1,,,,,10.26%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,"IMAGE_ONLY: verified against page-004.png; investment name is redacted (blacked out) in the source PDF, so subject_name is recorded as REDACTED and distinguished by Industry, Headquarters, and vintage_year instead."
391ce5f4fc89a7cc8fed,SRC034,01-financials,Financials,CORE,fd18d421ead487521a9a,4,TABLE,Combined Schedule of Investments,Combined Schedule of Investments,REDACTED,% of Partners' Capital,3,position_observation,position_observation.portfolio_weight,portfolio_weight,% of Partners' Capital,investment,,,REDACTED,,,,,,,,Commercial Equip. & Services,,"Durham, NC & Rochester, NY",2011,,day,"March 31, 2018",2018-03-31,,,,,percent,20.53%,20.53,,positive,,%,absolute,1,,,,,20.53%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,"IMAGE_ONLY: verified against page-004.png; investment name is redacted (blacked out) in the source PDF, so subject_name is recorded as REDACTED and distinguished by Industry, Headquarters, and vintage_year instead."
4fabe15ddc3855edbb47,SRC034,01-financials,Financials,CORE,fd18d421ead487521a9a,4,TABLE,Combined Schedule of Investments,Combined Schedule of Investments,REDACTED,% of Partners' Capital,4,position_observation,position_observation.portfolio_weight,portfolio_weight,% of Partners' Capital,investment,,,REDACTED,,,,,,,,Hospitality,,"Herndon, VA",2013,,day,"March 31, 2018",2018-03-31,,,,,percent,21.21%,21.21,,positive,,%,absolute,1,,,,,21.21%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,"IMAGE_ONLY: verified against page-004.png; investment name is redacted (blacked out) in the source PDF, so subject_name is recorded as REDACTED and distinguished by Industry, Headquarters, and vintage_year instead."
9f21df366069298c5133,SRC034,01-financials,Financials,CORE,fd18d421ead487521a9a,4,TABLE,Combined Schedule of Investments,Combined Schedule of Investments,REDACTED,% of Partners' Capital,5,position_observation,position_observation.portfolio_weight,portfolio_weight,% of Partners' Capital,investment,,,REDACTED,,,,,,,,Media,,"Charlotte, NC",2011,,day,"March 31, 2018",2018-03-31,,,,,percent,0.68%,0.68,,positive,,%,absolute,1,,,,,0.68%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,"IMAGE_ONLY: verified against page-004.png; investment name is redacted (blacked out) in the source PDF, so subject_name is recorded as REDACTED and distinguished by Industry, Headquarters, and vintage_year instead."
c928a37f2244812fddc0,SRC034,01-financials,Financials,CORE,fd18d421ead487521a9a,4,TABLE,Combined Schedule of Investments,Combined Schedule of Investments,REDACTED,% of Partners' Capital,6,position_observation,position_observation.portfolio_weight,portfolio_weight,% of Partners' Capital,investment,,,REDACTED,,,,,,,,Manufacturing,,"New Bern, NC",2013,,day,"March 31, 2018",2018-03-31,,,,,percent,9.81%,9.81,,positive,,%,absolute,1,,,,,9.81%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,"IMAGE_ONLY: verified against page-004.png; investment name is redacted (blacked out) in the source PDF, so subject_name is recorded as REDACTED and distinguished by Industry, Headquarters, and vintage_year instead."
fe145196badce8ccf24c,SRC034,01-financials,Financials,CORE,fd18d421ead487521a9a,4,TABLE,Combined Schedule of Investments,Combined Schedule of Investments,REDACTED,% of Partners' Capital,7,position_observation,position_observation.portfolio_weight,portfolio_weight,% of Partners' Capital,investment,,,REDACTED,,,,,,,,Retail,,"Meriden, CT",2008,,day,"March 31, 2018",2018-03-31,,,,,percent,0.23%,0.23,,positive,,%,absolute,1,,,,,0.23%,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,"IMAGE_ONLY: verified against page-004.png; investment name is redacted (blacked out) in the source PDF, so subject_name is recorded as REDACTED and distinguished by Industry, Headquarters, and vintage_year instead."
eeafbc0b5b57f6adcc5b,SRC034,01-financials,Financials,CORE,fd18d421ead487521a9a,4,TABLE,Combined Schedule of Investments,Combined Schedule of Investments,REDACTED,Cost,1,position_observation,position_observation.cost,cost,Cost,investment,,,REDACTED,,,,,,,,Defense,,"Philadelphia, PA",2009,,day,"March 31, 2018",2018-03-31,,,,,currency,"$89,000,000",89000000,,positive,USD,,absolute,1,$,,,,000'000'68$,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,IMAGE_ONLY: verified against page-004.png; OCR digit-reverses this value (prints as 000'000'68$); true value read from the image.
0e1a197ffe06bf47841b,SRC034,01-financials,Financials,CORE,fd18d421ead487521a9a,4,TABLE,Combined Schedule of Investments,Combined Schedule of Investments,REDACTED,Cost,2,position_observation,position_observation.cost,cost,Cost,investment,,,REDACTED,,,,,,,,Retail,,"Rochelle Park, NJ",2012,,day,"March 31, 2018",2018-03-31,,,,,number,"3,073,705",3073705,,positive,USD,,absolute,1,$,,,,"3,073,705",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,"IMAGE_ONLY: verified against page-004.png; investment name is redacted (blacked out) in the source PDF, so subject_name is recorded as REDACTED and distinguished by Industry, Headquarters, and vintage_year instead."
2da4e73e6f300c12d17d,SRC034,01-financials,Financials,CORE,fd18d421ead487521a9a,4,TABLE,Combined Schedule of Investments,Combined Schedule of Investments,REDACTED,Cost,3,position_observation,position_observation.cost,cost,Cost,investment,,,REDACTED,,,,,,,,Commercial Equip. & Services,,"Durham, NC & Rochester, NY",2011,,day,"March 31, 2018",2018-03-31,,,,,number,"43,204,400",43204400,,positive,USD,,absolute,1,$,,,,"43,204,400",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,"IMAGE_ONLY: verified against page-004.png; investment name is redacted (blacked out) in the source PDF, so subject_name is recorded as REDACTED and distinguished by Industry, Headquarters, and vintage_year instead."
b1c88a180bffcf32a854,SRC034,01-financials,Financials,CORE,fd18d421ead487521a9a,4,TABLE,Combined Schedule of Investments,Combined Schedule of Investments,REDACTED,Cost,4,position_observation,position_observation.cost,cost,Cost,investment,,,REDACTED,,,,,,,,Hospitality,,"Herndon, VA",2013,,day,"March 31, 2018",2018-03-31,,,,,number,"43,376,204",43376204,,positive,USD,,absolute,1,$,,,,43.376.204,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,IMAGE_ONLY: verified against page-004.png; OCR renders this comma-grouped number with periods (43.376.204); true value read from the image.
3f2c9a09b40fb821a54b,SRC034,01-financials,Financials,CORE,fd18d421ead487521a9a,4,TABLE,Combined Schedule of Investments,Combined Schedule of Investments,REDACTED,Cost,5,position_observation,position_observation.cost,cost,Cost,investment,,,REDACTED,,,,,,,,Media,,"Charlotte, NC",2011,,day,"March 31, 2018",2018-03-31,,,,,number,"49,457,930",49457930,,positive,USD,,absolute,1,$,,,,49.457.930,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,IMAGE_ONLY: verified against page-004.png; OCR renders this comma-grouped number with periods (49.457.930); true value read from the image.
45953593086ec10d3a77,SRC034,01-financials,Financials,CORE,fd18d421ead487521a9a,4,TABLE,Combined Schedule of Investments,Combined Schedule of Investments,REDACTED,Cost,6,position_observation,position_observation.cost,cost,Cost,investment,,,REDACTED,,,,,,,,Manufacturing,,"New Bern, NC",2013,,day,"March 31, 2018",2018-03-31,,,,,number,"34,813,999",34813999,,positive,USD,,absolute,1,$,,,,"34,813,999",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,"IMAGE_ONLY: verified against page-004.png; investment name is redacted (blacked out) in the source PDF, so subject_name is recorded as REDACTED and distinguished by Industry, Headquarters, and vintage_year instead."
e00d41cf3b0bd16275fb,SRC034,01-financials,Financials,CORE,fd18d421ead487521a9a,4,TABLE,Combined Schedule of Investments,Combined Schedule of Investments,REDACTED,Cost,7,position_observation,position_observation.cost,cost,Cost,investment,,,REDACTED,,,,,,,,Retail,,"Meriden, CT",2008,,day,"March 31, 2018",2018-03-31,,,,,number,"152,562,871",152562871,,positive,USD,,absolute,1,$,,,,"152,562,871",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,"IMAGE_ONLY: verified against page-004.png; investment name is redacted (blacked out) in the source PDF, so subject_name is recorded as REDACTED and distinguished by Industry, Headquarters, and vintage_year instead."
55c71a354ce9583abfc3,SRC034,01-financials,Financials,CORE,fd18d421ead487521a9a,4,TABLE,Combined Schedule of Investments,Combined Schedule of Investments,REDACTED,Fair value,1,position_observation,position_observation.fair_value,fair_value,Fair value,investment,,,REDACTED,,,,,,,,Defense,,"Philadelphia, PA",2009,,day,"March 31, 2018",2018-03-31,,,,,currency,"$150,000,000",150000000,,positive,USD,,absolute,1,$,,,,"$150,000.000",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,"IMAGE_ONLY: verified against page-004.png; OCR renders this comma-grouped number with a period (150,000.000); true value read from the image."
9fe719ee5c6dcbc7cf62,SRC034,01-financials,Financials,CORE,fd18d421ead487521a9a,4,TABLE,Combined Schedule of Investments,Combined Schedule of Investments,REDACTED,Fair value,2,position_observation,position_observation.fair_value,fair_value,Fair value,investment,,,REDACTED,,,,,,,,Retail,,"Rochelle Park, NJ",2012,,day,"March 31, 2018",2018-03-31,,,,,number,"45,000,000",45000000,,positive,USD,,absolute,1,$,,,,"45,000,000",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,"IMAGE_ONLY: verified against page-004.png; investment name is redacted (blacked out) in the source PDF, so subject_name is recorded as REDACTED and distinguished by Industry, Headquarters, and vintage_year instead."
5430aea4b7a559aa3dac,SRC034,01-financials,Financials,CORE,fd18d421ead487521a9a,4,TABLE,Combined Schedule of Investments,Combined Schedule of Investments,REDACTED,Fair value,3,position_observation,position_observation.fair_value,fair_value,Fair value,investment,,,REDACTED,,,,,,,,Commercial Equip. & Services,,"Durham, NC & Rochester, NY",2011,,day,"March 31, 2018",2018-03-31,,,,,number,"90,000,000",90000000,,positive,USD,,absolute,1,$,,,,"90,000.000",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,"IMAGE_ONLY: verified against page-004.png; OCR renders this comma-grouped number with a period (90,000.000); true value read from the image."
38dd051f7ec4aee2336f,SRC034,01-financials,Financials,CORE,fd18d421ead487521a9a,4,TABLE,Combined Schedule of Investments,Combined Schedule of Investments,REDACTED,Fair value,4,position_observation,position_observation.fair_value,fair_value,Fair value,investment,,,REDACTED,,,,,,,,Hospitality,,"Herndon, VA",2013,,day,"March 31, 2018",2018-03-31,,,,,number,"93,000,000",93000000,,positive,USD,,absolute,1,$,,,,"93,000.000",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,"IMAGE_ONLY: verified against page-004.png; OCR renders this comma-grouped number with a period (93,000.000); true value read from the image."
33467ee1682e36685ac9,SRC034,01-financials,Financials,CORE,fd18d421ead487521a9a,4,TABLE,Combined Schedule of Investments,Combined Schedule of Investments,REDACTED,Fair value,5,position_observation,position_observation.fair_value,fair_value,Fair value,investment,,,REDACTED,,,,,,,,Media,,"Charlotte, NC",2011,,day,"March 31, 2018",2018-03-31,,,,,number,"3,000,000",3000000,,positive,USD,,absolute,1,$,,,,"3.000,000",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,"IMAGE_ONLY: verified against page-004.png; OCR swaps the comma and period on this value (3.000,000); true value read from the image."
a3d121a9fca604dc1bec,SRC034,01-financials,Financials,CORE,fd18d421ead487521a9a,4,TABLE,Combined Schedule of Investments,Combined Schedule of Investments,REDACTED,Fair value,6,position_observation,position_observation.fair_value,fair_value,Fair value,investment,,,REDACTED,,,,,,,,Manufacturing,,"New Bern, NC",2013,,day,"March 31, 2018",2018-03-31,,,,,number,"43,000,000",43000000,,positive,USD,,absolute,1,$,,,,"43,000.000",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,"IMAGE_ONLY: verified against page-004.png; OCR renders this comma-grouped number with a period (43,000.000); true value read from the image."
0581838b2e2d8abe6324,SRC034,01-financials,Financials,CORE,fd18d421ead487521a9a,4,TABLE,Combined Schedule of Investments,Combined Schedule of Investments,REDACTED,Fair value,7,position_observation,position_observation.fair_value,fair_value,Fair value,investment,,,REDACTED,,,,,,,,Retail,,"Meriden, CT",2008,,day,"March 31, 2018",2018-03-31,,,,,number,"1,000,000",1000000,,positive,USD,,absolute,1,$,,,,"1,000,000",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,"IMAGE_ONLY: verified against page-004.png; investment name is redacted (blacked out) in the source PDF, so subject_name is recorded as REDACTED and distinguished by Industry, Headquarters, and vintage_year instead."
95e01eac1095c45f77dc,SRC034,01-financials,Financials,CORE,cc7a7408ae0be0611a36,5,TABLE,Combined Statement of Operations,Combined Statement of Operations,Interest expense,Total,1,financial_statement_observation,financial_statement_observation.interest_expense,interest_expense,Interest expense,reporting_entity,38d72d32f12c3ae85c9e,PLAN_0024,Interest expense,Interest expense,,,,,,,,,,,,day,,,,,"March 31, 2018",2018-03-31,number,"55,260",55260,,positive,USD,,absolute,1,$,,,,"Interest expense 55,260",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,
d9531da7cdc6f8a3bb27,SRC034,01-financials,Financials,CORE,cc7a7408ae0be0611a36,5,TABLE,Combined Statement of Operations,Combined Statement of Operations,Management fees,Total,1,financial_statement_observation,financial_statement_observation.management_fee,management_fee,Management fees,reporting_entity,fbf7dcf980485493abe0,PLAN_0030,Management fees,Management fees,,,,,,,,,,,,day,,,,,"March 31, 2018",2018-03-31,number,"2,374,563",2374563,,positive,USD,,absolute,1,$,,,,"Management fees 2,374,563",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,
62483361a4a8d7e9d478,SRC034,01-financials,Financials,CORE,cc7a7408ae0be0611a36,5,TABLE,Combined Statement of Operations,Combined Statement of Operations,Net change in unrealized gain on investments,Total,1,financial_statement_observation,financial_statement_observation.unrealized_gain_loss,unrealized_gain_loss,Net change in unrealized gain on investments,reporting_entity,c7c815845cd155572634,PLAN_0032,Net change in unrealized gain on investments,Net change in unrealized gain on investments,,,,,,,,,,,,day,,,,,"March 31, 2018",2018-03-31,number,"(28,572)",-28572,,negative,USD,,absolute,1,$,,,,"Net change in unrealized gain on investments (28,572)",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,
537f3d9aaee0fc1af2c0,SRC034,01-financials,Financials,CORE,cc7a7408ae0be0611a36,5,TABLE,Combined Statement of Operations,Combined Statement of Operations,Net increase in partners' capital resulting from operations,Total,1,financial_statement_observation,financial_statement_observation.partners_capital,partners_capital,Net increase in partners' capital resulting from operations,reporting_entity,f3c4adab3d68405e99cb,PLAN_0033,Net increase in partners' capital resulting from operations,Net increase in partners' capital resulting from operations,,,,,,,,,,,,day,,,,,"March 31, 2018",2018-03-31,currency,"$2,374,016",2374016,,positive,USD,,absolute,1,$,,,,"Net increase in partners' capital resulting from operations 2,374,016",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,
5cd901466e6570ee3b83,SRC034,01-financials,Financials,CORE,cc7a7408ae0be0611a36,5,TABLE,Combined Statement of Operations,Combined Statement of Operations,Net investment income,Total,1,financial_statement_observation,financial_statement_observation.net_investment_income,net_investment_income,Net investment income,reporting_entity,3dd23af771d5843b8a0a,PLAN_0034,Net investment income,Net investment income,,,,,,,,,,,,day,,,,,"March 31, 2018",2018-03-31,number,"1,808,592",1808592,,positive,USD,,absolute,1,$,,,,"Net investment income 1,808,592",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,
58546dac5fd08865b406,SRC034,01-financials,Financials,CORE,cc7a7408ae0be0611a36,5,TABLE,Combined Statement of Operations,Combined Statement of Operations,Net realized gain on investments,Total,1,financial_statement_observation,financial_statement_observation.realized_gain_loss,realized_gain_loss,Net realized gain on investments,reporting_entity,02bde28e800185d177f3,PLAN_0035,Net realized gain on investments,Net realized gain on investments,,,,,,,,,,,,day,,,,,"March 31, 2018",2018-03-31,number,"593,996",593996,,positive,USD,,absolute,1,$,,,,"Net realized gain on investments 593,996",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,
6e351361d8cd44a22bc7,SRC034,01-financials,Financials,CORE,cc7a7408ae0be0611a36,5,TABLE,Combined Statement of Operations,Combined Statement of Operations,Other expenses,Total,1,financial_statement_observation,financial_statement_observation.fund_expense,fund_expense,Other expenses,reporting_entity,7081a563dd4ba2719e23,PLAN_0038,Other expenses,Other expenses,,,,,,,,,,,,day,,,,,"March 31, 2018",2018-03-31,number,"149,146",149146,,positive,USD,,absolute,1,$,,,,Other expenses 149.146,actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,"IMAGE_ONLY: value read from page-005.png; the OCR text renders this figure with different digit separators, so the cited line cannot reproduce it character for character."
09036287a5948fa3246e,SRC034,01-financials,Financials,CORE,cc7a7408ae0be0611a36,5,TABLE,Combined Statement of Operations,Combined Statement of Operations,Professional fees,Total,1,financial_statement_observation,financial_statement_observation.fund_expense,fund_expense,Professional fees,reporting_entity,e501a460f860939eae8e,PLAN_0041,Professional fees,Professional fees,,,,,,,,,,,,day,,,,,"March 31, 2018",2018-03-31,number,"296,825",296825,,positive,USD,,absolute,1,$,,,,"Professional fees 296,825",actual,RESOLVED,A+B+ADJUDICATOR,claude-sonnet-5+GPT-5+claude-opus-5,2026-08-22.2,
54ade3cd6af4444a1d62,SRC034,01-financials,Financials,CORE,cc7a7408ae0be0611a36,5,TABLE,Combined Statement of Operations,Combined Statement of Operations,Total expenses,Total,1,financial_statement_observation,financial_statement_observation.fund_expense,fund_expense,Total expenses,reporting_entity,cdd9c56047c7d3bedfad,PLAN_0048,Total expenses,Total expenses,,,,,,,,,,,,day,,,,,"March 31, 2018",2018-03-31,number,"2,875,794",2875794,,positive,USD,,absolute,1,$,,,,"Total expenses 2,875,794 Net investment income",actual,ADDED,ADJUDICATOR,claude-opus-5,2026-08-22.2,
