observation_id,document_id,source_page,pair_id,pair_status,a_row_number,b_row_number,difference_fields,resolution_decision,resolution_reason,adjudication_status,source_agents,source_sha256
fe145196badce8ccf24c,SRC034,4,PAIR_EA621C1D3C60D351CCCBFCCD,A_ONLY,16,,,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped; one-sided row confirmed printed on page 4 from the page image.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
eeafbc0b5b57f6adcc5b,SRC034,4,PAIR_DFFDEEF7A8C593B701633CE1,A_ONLY,17,,,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped; one-sided row confirmed printed on page 4 from the page image.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
0e1a197ffe06bf47841b,SRC034,4,PAIR_E84157E33A86FAC3E6C6AB9D,CLASSIFICATION_CONFLICT,18,19,record_family|source_section|source_row_label|source_occurrence|subject_type|subject_name|asset_class|geography|vintage_year|as_of_date|currency_scale|metric_category,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
2da4e73e6f300c12d17d,SRC034,4,PAIR_9F96514F60CB71E345AB7CF3,CLASSIFICATION_CONFLICT,19,9,record_family|source_section|source_row_label|source_occurrence|subject_type|subject_name|asset_class|geography|vintage_year|as_of_date|currency_scale|metric_category,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
b1c88a180bffcf32a854,SRC034,4,PAIR_ED223123F9F43FC35A6E6050,CLASSIFICATION_CONFLICT,20,13,record_family|source_section|source_row_label|source_occurrence|subject_type|subject_name|asset_class|geography|vintage_year|as_of_date|currency_scale|metric_category,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
3f2c9a09b40fb821a54b,SRC034,4,PAIR_52066D225C565391DB05B8E0,CLASSIFICATION_CONFLICT,21,17,record_family|source_section|source_row_label|source_occurrence|subject_type|subject_name|asset_class|geography|vintage_year|as_of_date|currency_scale|metric_category,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
45953593086ec10d3a77,SRC034,4,PAIR_EFF61DDF54CE10919E024FF4,CLASSIFICATION_CONFLICT,22,15,record_family|source_section|source_row_label|source_occurrence|subject_type|subject_name|asset_class|geography|vintage_year|as_of_date|currency_scale|metric_category,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
e00d41cf3b0bd16275fb,SRC034,4,PAIR_0C6F4B49DEED7814CB3493B4,CLASSIFICATION_CONFLICT,23,20,record_family|source_section|source_row_label|source_occurrence|subject_type|subject_name|asset_class|geography|vintage_year|as_of_date|currency_scale|metric_category,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
55c71a354ce9583abfc3,SRC034,4,PAIR_B9F72E3F7E752BF3D1BEB504,CLASSIFICATION_CONFLICT,24,12,record_family|source_section|source_row_label|subject_type|subject_name|asset_class|geography|vintage_year|as_of_date|currency_scale|metric_category,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
9fe719ee5c6dcbc7cf62,SRC034,4,PAIR_72AB0AA4582AF8716620CE75,CLASSIFICATION_CONFLICT,25,21,record_family|source_section|source_row_label|source_occurrence|subject_type|subject_name|asset_class|geography|vintage_year|as_of_date|currency_scale|metric_category,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
5430aea4b7a559aa3dac,SRC034,4,PAIR_02EDBCE7DB1AC0E7E9560E82,CLASSIFICATION_CONFLICT,26,10,record_family|source_section|source_row_label|source_occurrence|subject_type|subject_name|asset_class|geography|vintage_year|as_of_date|currency_scale|metric_category,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
38dd051f7ec4aee2336f,SRC034,4,PAIR_AB131338C4167F8136C2B647,CLASSIFICATION_CONFLICT,27,14,record_family|source_section|source_row_label|source_occurrence|subject_type|subject_name|asset_class|geography|vintage_year|as_of_date|currency_scale|metric_category,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
33467ee1682e36685ac9,SRC034,4,PAIR_FE6BBB53565255D951B21886,CLASSIFICATION_CONFLICT,28,18,record_family|source_section|source_row_label|source_occurrence|subject_type|subject_name|asset_class|geography|vintage_year|as_of_date|currency_scale|metric_category,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
a3d121a9fca604dc1bec,SRC034,4,PAIR_E471BBC69C119F01B51AB814,CLASSIFICATION_CONFLICT,29,16,record_family|source_section|source_row_label|source_occurrence|subject_type|subject_name|asset_class|geography|vintage_year|as_of_date|currency_scale|metric_category,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
0581838b2e2d8abe6324,SRC034,4,PAIR_F64AEF17C356B1279A396B2E,CLASSIFICATION_CONFLICT,30,22,record_family|source_section|source_row_label|source_occurrence|subject_type|subject_name|asset_class|geography|vintage_year|as_of_date|currency_scale|metric_category,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; the Schedule of Investments is a position_observation table, the only family carrying portfolio_weight for the printed `% of Partners' Capital` column that B dropped.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
95e01eac1095c45f77dc,SRC034,5,PAIR_7479F32825FBC8D9D895E024,CONTEXT_CONFLICT,31,23,source_section|currency_scale|metric_name,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
d9531da7cdc6f8a3bb27,SRC034,5,PAIR_0DC5308FA8AC224FE1ED0937,CONTEXT_CONFLICT,32,25,source_section|currency_scale|metric_name,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
62483361a4a8d7e9d478,SRC034,5,PAIR_34F06BDB541E99B692A2CE32,CONTEXT_CONFLICT,33,26,source_section|currency_scale|metric_name,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
537f3d9aaee0fc1af2c0,SRC034,5,PAIR_D5B5D433860E60AF88AF4A94,B_ONLY,,27,,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; one-sided row confirmed printed on page 5 from the page image.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
5cd901466e6570ee3b83,SRC034,5,PAIR_B069A470CBED1CC31A42CE42,CONTEXT_CONFLICT,34,28,source_section|currency_scale|metric_name,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
58546dac5fd08865b406,SRC034,5,PAIR_C8B6834855EDB9511801F6FF,CONTEXT_CONFLICT,35,29,source_section|currency_scale|metric_name,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
6e351361d8cd44a22bc7,SRC034,5,PAIR_5D83194BAF7A4E0F5398CB37,A_ONLY,36,,,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; one-sided row confirmed printed on page 5 from the page image.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
09036287a5948fa3246e,SRC034,5,PAIR_DA98FB351DC7E0AABBC08520,A_ONLY,37,,,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; one-sided row confirmed printed on page 5 from the page image.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
54ade3cd6af4444a1d62,SRC034,5,,ADJUDICATOR_ADD,,,,ADD,"Printed on page 5 and in a controlled category (`fund_expense`), extracted by neither lane. Read off page-005.png.",ADDED,ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
c7142269bf4d74577b67,SRC034,6,PAIR_B67A5C7D53E90E332630C733,CLASSIFICATION_CONFLICT,38,31,source_section|subject_type|subject_name|currency_scale,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
620ee1feae4c0905c1bb,SRC034,6,PAIR_8A913A373FB5572A38C6CF51,CLASSIFICATION_CONFLICT,39,32,source_section|subject_type|subject_name|currency_scale,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
800b43e2fc7cad1737f4,SRC034,6,PAIR_672BF078DCD3B9A9BF43970A,CLASSIFICATION_CONFLICT,40,33,source_section|subject_name|currency_scale,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
5245edb4fd785c9ec75f,SRC034,6,PAIR_BEF3B8A61B5B9DC9D47EF21E,CLASSIFICATION_CONFLICT,41,34,source_section|subject_type|subject_name|currency_scale|evidence_quote,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
74ae07fc4d536407d884,SRC034,6,PAIR_75BC05CB9EF526622DCA6137,CLASSIFICATION_CONFLICT,42,35,source_section|subject_type|subject_name|currency_scale|evidence_quote,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
8012ae22d848ed1c9563,SRC034,6,PAIR_B8E0BB8E2CC2BEF3F00CA635,CLASSIFICATION_CONFLICT,43,36,source_section|subject_name|currency_scale|evidence_quote,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
88e8c4874bc572bbab0d,SRC034,6,PAIR_8290CC9938A8E126534A6659,B_ONLY,,37,,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; one-sided row confirmed printed on page 6 from the page image.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
81c2b1496aaf49bd4b96,SRC034,6,PAIR_EF9A2E1F3F57784957B3D28B,B_ONLY,,38,,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; one-sided row confirmed printed on page 6 from the page image.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
5f5ea3623a92321732a1,SRC034,6,PAIR_66CA86D8484EEBE4532302B5,B_ONLY,,39,,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol; one-sided row confirmed printed on page 6 from the page image.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
5fde11d4836f01ad77ab,SRC034,6,PAIR_AEF0F79FE335C6B5432CF68E,CLASSIFICATION_CONFLICT,44,40,source_section|subject_type|subject_name|currency_scale|evidence_quote,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
43c13efe7386c91e9cd3,SRC034,6,PAIR_624233DB9F5D7E81F1197E2C,CLASSIFICATION_CONFLICT,45,41,source_section|subject_type|subject_name|currency_scale|evidence_quote,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
47d600c6a637663a9320,SRC034,6,PAIR_989748D649895F76140FC421,CLASSIFICATION_CONFLICT,46,42,source_section|subject_name|currency_scale|evidence_quote,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
acc9d3f4be46dfb68b52,SRC034,6,PAIR_3A3D688E45EB6151509792BE,CLASSIFICATION_CONFLICT,47,43,source_section|subject_type|subject_name|currency_scale,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
b9cf404817f39b4ae5da,SRC034,6,PAIR_AA0D805D5065A867E1695D0F,CLASSIFICATION_CONFLICT,48,44,source_section|subject_type|subject_name|currency_scale,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
31c3a81789cc3ee3b2cd,SRC034,6,PAIR_7999FD576BFFAC9187E33FC0,CLASSIFICATION_CONFLICT,49,45,source_section|subject_name|currency_scale,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
b8a96d43fe4c85b0a3cd,SRC034,6,PAIR_560E7B679A54B660640A8382,CLASSIFICATION_CONFLICT,50,46,source_section|subject_type|subject_name|period_end|as_of_date|currency_scale,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
f3392991a48147917a27,SRC034,6,PAIR_400F511F24092875DB1A87FB,CLASSIFICATION_CONFLICT,51,47,source_section|subject_type|subject_name|period_end|as_of_date|currency_scale,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
3d4c783c8c88de72f5a2,SRC034,6,PAIR_A5E50C851A6B6A0248243A24,CLASSIFICATION_CONFLICT,52,48,source_section|subject_name|period_end|as_of_date|currency_scale,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
9ead277dd408fae6e2f8,SRC034,6,PAIR_F560137DDB42C45743134AA8,CLASSIFICATION_CONFLICT,53,49,source_section|subject_type|subject_name|period_end|as_of_date|currency_scale,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
155f57f037611d7c453a,SRC034,6,PAIR_582AA3826C07A1048B025463,CLASSIFICATION_CONFLICT,54,50,source_section|subject_type|subject_name|period_end|as_of_date|currency_scale,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
6275d07e250aaa801bcb,SRC034,6,PAIR_6F555D8DC39F79FDDED47BC0,CLASSIFICATION_CONFLICT,55,51,source_section|subject_name|period_end|as_of_date|currency_scale,MERGE,"source_section is the statement's own printed title, which A left blank on every row; currency_scale is the printed `$`; the value keeps its printed currency symbol.",RESOLVED,A+B+ADJUDICATOR,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8
