file_id,filename,file_ext,container_route,parser_route,doc_type,fund_type,tier,issuer,issuer_type,period_covered,default_perspective,fund_name_requirement,may_contain_multiple_funds,primary_fund_name,fund_name_status,manager_name,expected_fields,observed_fields,extraction_status,extraction_module_id,extraction_batch_id,extractor_a_status,extractor_b_status,extraction_adjudication_status,dates_provenance_audit_status,schema_math_audit_status,promotion_status,agent_a_status,agent_b_status,adjudication_status,source_url,sha256,notes,report_subtype
SRC011,PCAP_Invest_Europe_Individual_Capital_Account_Statement.pdf,pdf,physical page,pcap_layout,PCAP,multi,A,Invest Europe,standards_body,,lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,FALSE,,PENDING_DOUBLE_REVIEW,,beginning_capital|contributions|distributions|ending_capital|fees,,NOT_STARTED,02G,02G-PCAP-001,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://www.investeurope.eu/media/7531/ie_irg_download-pdf_5_individual_capital_account_statement_a4l_231218.pdf,500950f86e1a967d5da57b3a3b3386ad761c60cd3dc2cdf1300a1cf83c1adc0f,,
SRC012,PCAP_ILPA_Quarterly_Reporting_Standards.pdf,pdf,physical page,pcap_layout,PCAP,multi,A,ILPA,standards_body,,lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,FALSE,,PENDING_DOUBLE_REVIEW,,beginning_capital|contributions|distributions|ending_capital|fees|carried_interest,,NOT_STARTED,02G,02G-PCAP-001,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://ilpa.org/wp-content/uploads/2016/09/ILPA-Best-Practices-Quarterly-Reporting-Standards_Version-1.1.pdf,f86594bb0a23c5b45efb84c83f98980b632719d22529b2537b3329e7bee24be6,,
SRC013,PPM_RockStep_Hometown_America_Fund_I.pdf,pdf,physical page,legal_sections,PPM,real_estate,D,RockStep Capital,gp,,fund_total,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,FALSE,,PENDING_DOUBLE_REVIEW,,fee_terms|strategy|risk_factors,,NOT_STARTED,02I,02I-PPM-001,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://rockstep.com/hubfs/RockStep%20HomeTown%20America%20Fund%20I%20LLC%20-%20Confidential%20Private%20Placement%20Memorandum%20FINAL.pdf,3a5101ffe266260aa91941413bd52948ddef264c1c726f024bd40a485997e4f4,,
SRC014,PPM_Blackcommerce_LLC_SEC_EDGAR.pdf,pdf,physical page,legal_sections,PPM,n_a,D,Blackcommerce LLC,gp,,fund_total,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,FALSE,,PENDING_DOUBLE_REVIEW,,fee_terms|strategy|risk_factors,,NOT_STARTED,02I,02I-PPM-002,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://www.sec.gov/Archives/edgar/data/1765947/000176594719000001/of.pdf,873bcaeea6eeeff2fa7d5eb2a101091c03a54077588a9ea129e7476bf006c6eb,,
SRC017,Quarterly_Report_Hamilton_Lane_PSERS_4Q17_Public_FOIA.pdf,pdf,physical page,multi_page_table,Quarterly_Report,multi,A,Hamilton Lane / PSERS,administrator,4Q17,lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,FALSE,,PENDING_DOUBLE_REVIEW,,commitment|contributions|distributions|nav|irr|tvpi,,NOT_STARTED,02F,02F-QTR-001,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://jsg.legis.state.pa.us/resources/documents/ftp/act5/pdf/Appendix%202/PSERS%20Data%20Request%20Responses/PSERS%20-%20Aug%20Sep%20Oct%20Additional%20Response/Request1/Hamilton%20Lane%20Quarterly%20Report%20-%20PSERS%20PM%20-%204Q17-Final-Redacted.pdf,4cea013d935981d0c8371444cf005958abfef3ef109412cf1c6c5b34c286c794,,
SRC018,Reporting_ILPA_Template_v2_0.xlsx,xlsx,visible worksheet,template_or_table,Reporting,multi,C,ILPA,standards_body,,fund_total,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,fees|expenses|carried_interest,,NOT_STARTED,02E,02E-REPT-001,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://go.ilpa.org/l/224412/2025-04-29/2289mh,3a6582e7720109426353483cd1dda2bec04122e92df1415aaab383f77eb3ecdc,Possible model or illustrative document; reviewers must confirm its disposition and available fields.,fee_template_standard
SRC019,Reporting_ILPA_Template_v2_0_Package.zip,zip,archive member plus inner PDF page or worksheet,template_or_table,Reporting,multi,C,ILPA,standards_body,,fund_total,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,fees|expenses|carried_interest,,NOT_STARTED,02E,02E-REPT-001,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://go.ilpa.org/l/224412/2025-04-29/2289mh,6f94bb067b30062c25c8bc679f9d5f898351061654a8eacd51f34eda63c6a0ce,Possible model or illustrative document; reviewers must confirm its disposition and available fields.,fee_template_standard
SRC020,Reporting_ILPA_Template_v2_0_Suggested_Guidance.pdf,pdf,physical page,template_or_table,Reporting,multi,C,ILPA,standards_body,,fund_total,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,fees|expenses|carried_interest,,NOT_STARTED,02E,02E-REPT-001,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://ilpa.org/wp-content/uploads/2025/01/ILPA-Reporting-Template-v.-2.0-Suggested-Guidance.pdf,979479788db05bfd424d2a15fb4c49aaa0e8c0ed5427d0f480c9041bb2bc507b,,fee_template_standard
SRC021,Performance_ILPA_Template_Granular_v1_1.xlsx,xlsx,visible worksheet,table_text_or_ocr,Performance,multi,C,ILPA,standards_body,,lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,commitment|contributions|distributions|nav|irr|tvpi,attr.currency;cap.commitment;cap.contributions_period;cap.distributions_period;cap.recallable_distributions;cap.unfunded_commitment;fee.carried_interest;fee.management_fee;fee.partnership_expenses;hold.fair_value;perf.irr;perf.moic;perf.tvpi;val.nav,NOT_STARTED,02A,02A-PERF-001,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,DONE,DONE,TEMPLATE_NO_FUND,https://go.ilpa.org/l/224412/2025-01-22/yv72g,5360140adb6e7386af1ae1a7b9410e8dc87482fdf7657c4b6cbb62fa52a7f4e3,Possible model or illustrative document; reviewers must confirm its disposition and available fields.,
SRC022,Performance_ILPA_Template_GrossUp_v1_0.xlsx,xlsx,visible worksheet,table_text_or_ocr,Performance,multi,C,ILPA,standards_body,,lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,commitment|contributions|distributions|nav|irr|tvpi,attr.currency;cap.commitment;cap.contributions_period;cap.distributions_period;cap.recallable_distributions;cap.unfunded_commitment;fee.carried_interest;fee.management_fee;fee.partnership_expenses;hold.fair_value;perf.irr;perf.moic;perf.tvpi;val.nav,NOT_STARTED,02A,02A-PERF-001,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,DONE,DONE,TEMPLATE_NO_FUND,https://go.ilpa.org/l/224412/2025-01-22/yv72c,bcf9881581966eff9ab0c7317771d56522a920af88b031d918d43b4695761469,Possible model or illustrative document; reviewers must confirm its disposition and available fields.,
SRC023,Reporting_Invest_Europe_Investor_Reporting_Guidelines_2024.pdf,pdf,physical page,template_or_table,Reporting,multi,A,Invest Europe,standards_body,2024,fund_total,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,beginning_capital|contributions|distributions|ending_capital|fees,,NOT_STARTED,02E,02E-REPT-001,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://www.investeurope.eu/media/3ydbhksh/investor-reporting-guidelines-pdf_240403.pdf,55c8ecd638c58c1aa4ebed01a14d4375a8f28c1a70e7bca995019868098c3976,,investor_reporting_guideline
SRC024,Capital_Call_Morgan_Lewis_Deskbook_Sample_Notice.pdf,pdf,physical page,notice_layout,Capital_Call,buyout,C,Morgan Lewis,law_firm,,lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,FALSE,,PENDING_DOUBLE_REVIEW,,call_amount|due_date,,NOT_STARTED,02J,02J-CALL-001,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://www.morganlewis.com/-/media/files/special-topics/vcpefdeskbook/fundoperation/vcpefdeskbook_capitalcalls.pdf,7718b401f194517e7f2f9eb298cd04c2d50ed3845bef2d9d80b0c5e3cc85a38e,,
SRC025,DDQ_ILPA_2_0.pdf,pdf,physical page,question_answer,DDQ,multi,C,ILPA,standards_body,,manager_total,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,FALSE,,PENDING_DOUBLE_REVIEW,,fee_terms|governance|adv_disclosures,,NOT_STARTED,02I,02I-DDQ-001,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://ilpa.org/wp-content/uploads/2021/11/ILPA-DDQ-2.0.pdf,0a883010fd5ea3dfe545d3ed6b5976648d777af69e14632360084d847c3ebad0,,
SRC026,Financials_KPMG_PE_Illustrative_2025.pdf,pdf,physical page,financial_statement_sections,Financials,buyout,A,KPMG,auditor,2025,fund_total,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,FALSE,,PENDING_DOUBLE_REVIEW,,nav|realized_gain|unrealized_gain|partners_capital,attr.currency;attr.fund_size;attr.geography;attr.strategy;cap.commitment;cap.contributions_itd;cap.contributions_period;cap.distributions_period;cap.unfunded_commitment;fee.carried_interest;fee.management_fee;fee.management_fee_rate;fee.offsets;fee.partnership_expenses;hold.cost;hold.fair_value;hold.interest_rate;hold.maturity_date;hold.principal_amount;hold.sector;hold.security_type;pcap.beginning_balance;pcap.ending_balance;pcap.net_income;pcap.realized_gain;pcap.realized_unrealized_gain;pcap.unrealized_gain;perf.irr;terms.carry_rate;terms.hurdle_rate;val.nav;val.net_assets;val.total_assets;valn.level1_amount;valn.level2_amount;valn.level3_amount;valn.valuation_method,NOT_STARTED,02B,02B-FIN-001,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,DONE,DONE,TEMPLATE_NO_FUND,https://kpmg.com/kpmg-us/content/dam/kpmg/pdf/2025/illustrative-financial-statement-pe-funds-2025.pdf,c4f16c3baf6ce3cc760fa43878c66aee5a6bcc6c982a0b2e8f4056c5e07d542b,Possible model or illustrative document; reviewers must confirm its disposition and available fields.,
SRC027,K1_IRS_Schedule_K1_Form_1065_2024.pdf,pdf,physical page,form_or_table,Regulatory,multi,C,IRS,regulator,2024,fund_total,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,,PENDING_DOUBLE_REVIEW,,capital_contributed|distributions|ending_capital|share_of_profit_loss,,NOT_STARTED,02D,02D-REG-001,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://www.irs.gov/pub/irs-prior/f1065sk1--2024.pdf,58e55bd504214d6678801fda33917a851fbdf6e26e7140fc9d1bc3d5b7902f9f,,
SRC028,Fee_Report_PSERS_Aon_Base_Management_Fees_FY2017.pdf,pdf,physical page,table_text_or_ocr,Fee_Report,multi,A,"Aon Hewitt Investment Consulting, Inc. (for PSERS)",other,"Fiscal Year Ended June 30, 2017",lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,FALSE,,PENDING_DOUBLE_REVIEW,,asset_class|base_mgmt_fee|adjusted_external_net_assets|fee_bps|institutional_fee_median,,NOT_STARTED,02G,02G-FEE-001,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,PENDING_DOUBLE_REVIEW,https://jsg.legis.state.pa.us/resources/documents/ftp/act5/pdf/Appendix%202/PSERS%20Data%20Request%20Responses/PSERS%20-%20Aug%20Sep%20Oct%20Additional%20Response/Request5/2018_07_PSERS%20Fee%20Memo%20-%20Table%201%20%28004%29.pdf,91068b29d6128f34c2cb9f612208cc934849cc65200842ad7c017de0b59d0eb5,,
SRC029,Performance_PSERS_Direct_Alpha_Buyout_Funds_2017.pdf,pdf,physical page,table_text_or_ocr,Performance,buyout,A,Pennsylvania Public School Employees' Retirement System (PSERS),pension,Inception through 12/31/2017,lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,"Incline Equity Partners III (PSERS), L.P.",MULTIPLE,,vintage_year|commitment|cash_flow_date|contributions|distributions|net_cash_flow|net_irr|direct_alpha,attr.liquidated_status;attr.vintage_year;cap.cashflow_amount;cap.commitment;cap.contributions_period;cap.distributions_period;cap.net_cash_flow;perf.direct_alpha;perf.irr;rel.benchmark_name;rel.investor_name,NOT_STARTED,02A,02A-PERF-001,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,DONE,DONE,ADJUDICATED,https://jsg.legis.state.pa.us/resources/documents/ftp/act5/pdf/Appendix%202/PSERS%20Data%20Request%20Responses/PSERS%20-%20Aug%20Sep%20Oct%20Additional%20Response/Request4/Direct%20Alpha%20CFs%20inception%20through%2012.31.2017%20-%20Incline%20III%20-%20Milestone%20.._%20%28002%29.pdf,f55e9b022280fc5fc85dbde7d25023acb0d980da38c1c3f193f2f7012dbbb284,,
SRC034,Financials_Versa_Capital_Fund_II_LP_PSERS_FOIA.pdf,pdf,physical page,financial_statement_sections,Financials,buyout,B,"Versa Capital Management, LLC",gp,"As of / period ended March 31, 2018",fund_total,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,FALSE,"Versa Capital Fund II-A, L.P.",MULTIPLE,"Versa Capital Management, LLC",investments_fair_value|cash|total_assets|partners_capital|management_fees|net_investment_income|contributions|distributions|committed_capital|preferred_return|return_of_capital,cap.call_due_date;cap.commitment;cap.contributions_itd;cap.contributions_period;cap.distributions_itd;cap.distributions_period;cap.recallable_distributions;cap.unfunded_commitment;fee.management_fee;fee.partnership_expenses;hold.fair_value;pcap.beginning_balance;pcap.ending_balance;pcap.net_income;pcap.realized_gain;pcap.realized_unrealized_gain;pcap.unrealized_gain;rel.investor_name;val.net_assets;val.total_assets,NOT_STARTED,02B,02B-FIN-001,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,DONE,DONE,ADJUDICATED,https://jsg.legis.state.pa.us/resources/documents/ftp/act5/pdf/Appendix%202/PSERS%20Data%20Request%20Responses/PSERS%20-%20Aug%20Sep%20Oct%20Additional%20Response/Request6%20Part%201/Versa%20Capital%20Fund%20II_Redacted_3_18_Inv_Rep.pdf,c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8,,
SRC035,Performance_Oregon_Growth_Account_VC_Program_Q4_2021.pdf,pdf,physical page,table_text_or_ocr,Performance,venture,A,Meketa Investment Group (for Oregon State Treasury / Oregon Growth Account),administrator,"As of December 31, 2021",lp_position,EXACT_NAME_OR_EXPLICIT_NO_FUND_DISPOSITION,TRUE,"Adventure Fund I, L.P.",MULTIPLE,,vintage|strategy|commitment|contributed|unfunded|distributed|remaining_value|tvpi|irr,attr.strategy;attr.vintage_year;cap.commitment;cap.contributions_itd;cap.distributions_itd;cap.unfunded_commitment;perf.irr;perf.tvpi;rel.investor_name;val.nav,NOT_STARTED,02A,02A-PERF-001,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_STARTED,BLOCKED_PENDING_AUDITS,DONE,DONE,ADJUDICATED,https://www.oregon.gov/biz/Publications/2021Q4OGAPublicPerformanceReport.pdf,efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189,,
