source,file_id,doc_type,issuer_type,page,locus_class,trigger,candidate_manager,quote,already_mapped_manager
Schedule_Inv_Monroe_Capital_Corp_ARS_FY2023.pdf,SRC050,Schedule_Inv,gp,9,managed_by,is managed by,MC Advisors,"Officer, who also have active roles within MC Advisors. We are managed by MC Advisors, which has access through the Staffing Agreement to Monroe Capital’s experienced team comprised of approximately 250 professionals, including seven senior partners that average more than 30 years of direct lending experience. This extensive experience includes the management of investments wi",
Schedule_Inv_Monroe_Capital_Corp_ARS_FY2023.pdf,SRC050,Schedule_Inv,gp,73,managed_by,is managed by,Monroe Capital,"r financial condition. Governance Our cybersecurity program is managed by Monroe Capital’s dedicated internal cybersecurity team, which is responsible for enterprise-wide cybersecurity strategy, policies, standards, engineering, architecture and processes. The team is led by Monroe Capital’s Head of Information Technology, who has a bachelor’s degree in systems engineering and",
Schedule_Inv_Monroe_Capital_Corp_ARS_FY2023.pdf,SRC050,Schedule_Inv,gp,148,managed_by,is managed by,Monroe Capital,"nts in preferred and common stock and warrants. The Company is managed by Monroe Capital BDC Advisors, LLC (“MC Advisors”), a registered investment adviser under the Investment Advisers Act of 1940, as amended. In addition, for U.S. federal income tax purposes, the Company has elected to be treated as a regulated investment company (“RIC”) under Subchapter M of the Internal Rev",
NAV_Statement_SREIT_NAV_Supplement_May2025.pdf,SRC051,NAV_Statement,gp,19,defined_term,"(the ""Manager"")","Starwood Capital Group Holdings, L.P.","he “Special Limited Partner”), a wholly owned subsidiary of Starwood Capital Group Holdings, L.P. (the “Sponsor”), owns a special limited partner interest in the Operating Partnership. Substantially all of our business is conducted through the Operating Partnership. We and the Operating Partnership are externally managed by the Advisor, an affiliate of the Sponsor. Our board of",
NAV_Statement_SREIT_NAV_Supplement_May2025.pdf,SRC051,NAV_Statement,gp,41,managed_by,is managed by,Starwood REIT Advisors,"ting Partnership. The Company and the Operating Partnership are externally managed by Starwood REIT Advisors, L.L.C. (the “Advisor”), an affiliate of the Sponsor. On December 27, 2017, the Company commenced its initial public offering of up to $5.0 billion in shares of common stock. On June 2, 2021, the initial public offering terminated and the Company commenced a follow-on pu",
NAV_Statement_BREIT_Prospectus_With_Supplements.pdf,SRC052,NAV_Statement,gp,36,managed_by,is managed by,BX REIT Advisors,"ess is conducted through BREIT OP. The Company and BREIT OP are externally managed by BX REIT Advisors L.L.C. (the “Adviser”). The Adviser is part of the real estate group of Blackstone, a leading global investment manager. The Company was formed on November 16, 2015 as a Maryland corporation and qualifies as a real estate investment trust (“REIT”) for U.S. federal income tax p",
NAV_Statement_BREIT_Prospectus_With_Supplements.pdf,SRC052,NAV_Statement,gp,70,managed_by,is managed by,BX REIT Advisors,"we own substantially all of our assets through BREIT OP. We are externally managed by BX REIT Advisors L.L.C. (the “Adviser”). The Adviser is part of the real estate group of Blackstone Inc. (“Blackstone”), a leading investment manager. We currently operate our business in nine reportable segments: Rental Housing, Industrial, Data Centers, Net Lease, Office, Hospitality, Retail",
Performance_HVPE_Annual_Report.pdf,SRC066,Performance,gp,37,defined_term,"(the ""Manager"")",HarbourVest Partners,"ives that were announced at the end of the financial year). HarbourVest Partners (the Investment Manager) – Whether individually or collectively, Board members maintain a continuous dialogue with the Investment Manager and with It is essential that the Board maintains a strong relationship different members of its dedicated HVPE team. This includes calls, correspondence, and me",
Performance_HVPE_Annual_Report.pdf,SRC066,Performance,gp,95,defined_term,"(the ""Manager"")",HarbourVest Advisers L.P.,"ve been applied consistently in dealing with items which by HarbourVest Advisers L.P. (the “Investment Manager”), an affiliate of HarbourVest Partners, are considered material in relation to the Company’s consolidated financial statements LLC (“HarbourVest”), a private equity fund-of-funds manager. The Company intends to invest in (“Financial Statements”). and alongside existin",
Reporting_NCREIF_PREA_Standards_Handbook_Volume_II.pdf,SRC076,Reporting,standards_body,86,serves_as,the general partner of the fund is,"ABC, L.P.","new subscription or redemption of partners’ interests. The general partner of the Fund is ABC, L.P., an affiliate of the Advisor. At December 31, XXCY, the ratio of total contributed capital to committed capital was 90%. The Fund is an investment company as described in Accounting Standards Codification (“ASC”) 946, Financial Services – Investment Companies. See standard discl",
Financials_CohnReznick_Hedge_Fund_Illustrative_2025.pdf,SRC086,Financials,auditor,18,defined_term,"(the ""Manager"")","Investment Manager, LLC","Company B General Partner, LLC (the ""General Partner"") and Investment Manager, LLC (the ""Investment Manager""). {If applicable:} The Investment Manager is registered with the U.S. Securities and Exchange Commission under the Investment Advisers Act of 1940, as an Investment Adviser. Note 2 - Summary of significant accounting policies ASC 235-10-50-1, ASC 235-10-50-3 The signifi",
Financials_CohnReznick_Hedge_Fund_Illustrative_2025.pdf,SRC086,Financials,auditor,18,managed_by,is managed by,"Company B General Partner, LLC","nized for the {state Fund's investment objective}. The Fund is managed by Company B General Partner, LLC (the ""General Partner"") and Investment Manager, LLC (the ""Investment Manager""). {If applicable:} The Investment Manager is registered with the U.S. Securities and Exchange Commission under the Investment Advisers Act of 1940, as an Investment Adviser. Note 2 - Summary of sig",
Financials_CohnReznick_Hedge_Fund_Illustrative_2025.pdf,SRC086,Financials,auditor,54,managed_by,is managed by,"Investment Manager, LLC","f the Fund is {state Fund's investment objective}. The Fund is managed by Investment Manager, LLC (the ""Investment Manager""). {If applicable:} The Investment Manager is registered with the U.S. Securities and Exchange Commission as an investment adviser under the Investment Advisers Act of 1940. Note 2 - Summary of significant accounting policies The significant accounting poli",
Financials_CohnReznick_Hedge_Fund_Illustrative_2025.pdf,SRC086,Financials,auditor,68,defined_term,"(the ""Manager"")","Company B Investment Master Manager, LLC","Company B General Partner, LLC (the ""General Partner"") and Company B Investment Master Manager, LLC (the ""Investment Manager""). {If applicable:} The Investment Manager is registered with the U.S. Securities and Exchange Commission as an investment adviser under the Investment Advisers Act of 1940. Note 2 - Summary of significant accounting policies {See Company B Domestic Fund",
Financials_CohnReznick_Hedge_Fund_Illustrative_2025.pdf,SRC086,Financials,auditor,68,managed_by,is managed by,"Company B General Partner, LLC","lly all of their assets in the Master Fund. The Master Fund is managed by Company B General Partner, LLC (the ""General Partner"") and Company B Investment Master Manager, LLC (the ""Investment Manager""). {If applicable:} The Investment Manager is registered with the U.S. Securities and Exchange Commission as an investment adviser under the Investment Advisers Act of 1940. Note 2",
Financials_CohnReznick_Hedge_Fund_Illustrative_2025.pdf,SRC086,Financials,auditor,82,defined_term,"(the ""Manager"")","Investment Manager, LLC","Company B General Partner, LLC (the ""General Partner"") and Investment Manager, LLC (the ""Investment Manager""). {If applicable:} The Investment Manager is registered with the U.S. Securities and Exchange Commission as an investment adviser under the Investment Advisers Act of 1940. ASC 946-235-50-3(a) The Fund invests substantially all of its assets through a master-feeder stru",
Financials_CohnReznick_Hedge_Fund_Illustrative_2025.pdf,SRC086,Financials,auditor,82,managed_by,is managed by,"Company B General Partner, LLC","nized for the {state Fund's investment objective}. The Fund is managed by Company B General Partner, LLC (the ""General Partner"") and Investment Manager, LLC (the ""Investment Manager""). {If applicable:} The Investment Manager is registered with the U.S. Securities and Exchange Commission as an investment adviser under the Investment Advisers Act of 1940. ASC 946-235-50-3(a) The",
Financials_CohnReznick_Hedge_Fund_Illustrative_2025.pdf,SRC086,Financials,auditor,92,defined_term,"(the ""Manager"")","Investment Manager, LLC","Company B General Partner, LLC (the ""General Partner"") and Investment Manager, LLC (the ""Investment Manager""). {If applicable:} The Investment Manager is registered with the U.S. Securities and Exchange Commission as an investment adviser under the Investment Advisers Act of 1940. The Fund invests substantially all of its assets through a master-feeder structure in Company B M",
Financials_CohnReznick_Hedge_Fund_Illustrative_2025.pdf,SRC086,Financials,auditor,92,managed_by,is managed by,"Company B General Partner, LLC","nized for the {state Fund's investment objective}. The Fund is managed by Company B General Partner, LLC (the ""General Partner"") and Investment Manager, LLC (the ""Investment Manager""). {If applicable:} The Investment Manager is registered with the U.S. Securities and Exchange Commission as an investment adviser under the Investment Advisers Act of 1940. The Fund invests substan",
Financials_CohnReznick_Hedge_Fund_Illustrative_2025.pdf,SRC086,Financials,auditor,103,defined_term,"(the ""Manager"")","Company B Fund of Fund Capital Group, LP","Company B Fund of Fund GP, LLC (the “General Partner”) and Company B Fund of Fund Capital Group, LP (the “Investment Manager”). Refer to the Fund’s Agreement for more information {if applicable:}. The Investment Manager is not currently registered with the U.S. Securities and Exchange Commission as an investment adviser under the Investment Adviser Act of 1940. The Limited Par",
Financials_CohnReznick_Hedge_Fund_Illustrative_2025.pdf,SRC086,Financials,auditor,103,managed_by,is managed by,"Company B Fund of Fund GP, LLC","s limited partnership agreement (the “Agreement”). The Fund is managed by Company B Fund of Fund GP, LLC (the “General Partner”) and Company B Fund of Fund Capital Group, LP (the “Investment Manager”). Refer to the Fund’s Agreement for more information {if applicable:}. The Investment Manager is not currently registered with the U.S. Securities and Exchange Commission as an inv",
Financials_CohnReznick_Hedge_Fund_Illustrative_2025.pdf,SRC086,Financials,auditor,115,defined_term,"(the ""Manager"")","Investment Manager, LLC","cy Company General Partner, LLC (the ""General Partner"") and Investment Manager, LLC (the ""Investment Manager""). {If applicable:} The Investment Manager is registered with the U.S. Securities and Exchange Commission under the Investment Advisers Act of 1940, as an Investment Adviser. Note 2 - Summary of significant accounting policies ASC 235-10-50-1, ASC 235-10-50-3 The signifi",
Financials_CohnReznick_Hedge_Fund_Illustrative_2025.pdf,SRC086,Financials,auditor,115,managed_by,is managed by,Company B Cryptocurrency Company,"ve pursuant to its Limited Partnership Agreement}. The Fund is managed by Company B Cryptocurrency Company General Partner, LLC (the ""General Partner"") and Investment Manager, LLC (the ""Investment Manager""). {If applicable:} The Investment Manager is registered with the U.S. Securities and Exchange Commission under the Investment Advisers Act of 1940, as an Investment Adviser.",
Financials_CohnReznick_Private_Equity_Illustrative_2025.pdf,SRC087,Financials,auditor,11,defined_term,"(the ""Manager"")","Private Equity Fund Investment Manager, LLC","quity Fund General Partner, LLC (the ""General Partner"") and Private Equity Fund Investment Manager, LLC (the ""Investment Manager""). {If applicable:} The Investment Manager is registered with the U.S. Securities and Exchange Commission as an investment adviser under the Investment Advisers Act of 1940. The Limited Partnership Agreement (the ""Agreement"") provides that the Fund sh",
Financials_CohnReznick_Private_Equity_Illustrative_2025.pdf,SRC087,Financials,auditor,11,managed_by,is managed by,"Private Equity Fund General Partner, LLC","nized for the {state Fund's investment objective}. The Fund is managed by Private Equity Fund General Partner, LLC (the ""General Partner"") and Private Equity Fund Investment Manager, LLC (the ""Investment Manager""). {If applicable:} The Investment Manager is registered with the U.S. Securities and Exchange Commission as an investment adviser under the Investment Advisers Act of",
Financials_Withum_Venture_Capital_Fund_Illustrative.pdf,SRC089,Financials,auditor,11,managed_by,is managed by,"General Partner, LLC","e Fund invests its available cash in interest-bearing money is managed by General Partner, LLC (the “General market accounts with a major United States bank. Partner”) and Investment Manager/Advisor LLC (the Fair Value — Definition and Hierarchy “Investment Manager” or “Investment Advisor”). [If applicable] The Investment Manager is registered with Fair value is defined as the",
Financials_EY_Good_Investment_Fund_Illustrative_2018.pdf,SRC090,Financials,auditor,16,defined_term,"(the ""Manager"")",Good Asset Management Limited,"properties. The Fund’s investment activities are managed by Good Asset Management Limited (the Investment Manager). The Fund’s custodian and administrator is Good Administration Fund Services Limited. The Fund’s shares are redeemable at the holder’s option. The redeemable shares are quoted on the Euroland Stock Exchange for informational purposes, but cannot be traded on this e",
Financials_EY_Good_Investment_Fund_Illustrative_2018.pdf,SRC090,Financials,auditor,16,managed_by,is managed by,Good Asset Management,"and investment properties. The Fund’s investment activities are managed by Good Asset Management Limited (the Investment Manager). The Fund’s custodian and administrator is Good Administration Fund Services Limited. The Fund’s shares are redeemable at the holder’s option. The redeemable shares are quoted on the Euroland Stock Exchange for informational purposes, but cannot be t",
Financials_KPMG_Private_Equity_Illustrative_2022.pdf,SRC091,Financials,auditor,12,managed_by,is managed by,"General Partner, LLC","description of the Fund’s investment objectives]. The Fund is managed by General Partner, LLC (the General Partner) and Investment Manager, LLC (the U.S. Investment Manager). [If applicable:] The U.S. Investment Manager is registered with the U.S. Securities and Exchange Commission as an investment adviser under the Investment Advisers Act of 1940. The Fund commenced on [Month",
Financials_KPMG_Private_Equity_Illustrative_2022.pdf,SRC091,Financials,auditor,33,defined_term,"(the ""Manager"")","Investment Manager, LLC","s managed by General Partner, LLC (the General Partner) and Investment Manager, LLC (the Investment Manager). [If applicable:] The Investment Manager is registered with the U.S. Securities and Exchange Commission as an investment adviser under the Investment Advisers Act of 1940. [Include the following paragraph to the Private investment companies section of Fair value – Valuat",
Financials_KPMG_Private_Equity_Illustrative_2022.pdf,SRC091,Financials,auditor,33,managed_by,is managed by,"General Partner, LLC","olely through investments in private equity funds. The Fund is managed by General Partner, LLC (the General Partner) and Investment Manager, LLC (the Investment Manager). [If applicable:] The Investment Manager is registered with the U.S. Securities and Exchange Commission as an investment adviser under the Investment Advisers Act of 1940. [Include the following paragraph to th",
Financials_KPMG_Alternative_Investment_Fund_Illustrative_2015.pdf,SRC092,Financials,auditor,19,defined_term,"(the ""Manager"")","Investment Manager, LLC","d investments of sufficient credit quality that are readily Investment Manager, LLC (the “Investment Manager”). convertible to known amounts of cash and have original [If applicable:] The Investment Manager is registered maturities of three months or less. Cash equivalents are with the United States Securities and Exchange Commission carried at cost, plus accrued interest, whic",
Financials_KPMG_Alternative_Investment_Fund_Illustrative_2015.pdf,SRC092,Financials,auditor,59,managed_by,is managed by,"Investment Manager, LLC","management agreement, Foreign Currency Translation the Fund is managed by Investment Manager, LLC (the Offsetting of Assets and Liabilities “Investment Manager”). [If applicable:] The Investment Manager is registered with the United States Securities Securities Lending and Exchange Commission as an investment adviser under Income Taxes the Investment Advisers Act of 1940. [Refe",
Financials_KPMG_Alternative_Investment_Fund_Illustrative_2015.pdf,SRC092,Financials,auditor,71,managed_by,is managed by,"General Partner, LLC","nd, L.P. for the following disclosure Fund. The Master Fund is managed by General Partner, LLC examples. References to “Fund” should be changed to (the “General Partner”) and Investment Manager, LLC (the “Master Fund”, where applicable:] “Investment Manager”). [If applicable:] The Investment Manager is registered with the United States Securities and Fair value measurements Exc",
Financials_KPMG_Alternative_Investment_Fund_Illustrative_2015.pdf,SRC092,Financials,auditor,82,defined_term,"(the ""Manager"")","In addition, the Fund incurs and Partner, LLC","The Fund is managed by General and losses. [If applicable:] In addition, the Fund incurs and Partner, LLC (the “General Partner”) and Investment accrues its own expenses. Manager, LLC (the “Investment Manager”). [If applicable:] The Investment Manager is registered with the United States [Refer to Domestic Fund, L.P. for examples of the Securities and Exchange Commission as an",
Financials_KPMG_Alternative_Investment_Fund_Illustrative_2015.pdf,SRC092,Financials,auditor,82,defined_term,"(the ""Manager"")","Investment accrues its own expenses. Manager, LLC","he Fund incurs and Partner, LLC (the “General Partner”) and Investment accrues its own expenses. Manager, LLC (the “Investment Manager”). [If applicable:] The Investment Manager is registered with the United States [Refer to Domestic Fund, L.P. for examples of the Securities and Exchange Commission as an investment following significant accounting policies:] adviser under the I",
Financials_KPMG_Alternative_Investment_Fund_Illustrative_2015.pdf,SRC092,Financials,auditor,90,managed_by,is managed by,"Investment Manager, LLC","r examples of the following significant accounting the Fund is managed by Investment Manager, LLC (the policies:] “Investment Manager”). [If applicable:] The Investment Use of Estimates Manager is registered with the United States Securities Cash and Cash Equivalents and Exchange Commission as an investment adviser under the Investment Advisers Act of 1940. Income Taxes Redempt",
PCAP_Jefferson_Partners_Fund_IV_PSERS_FOIA.pdf,SRC102,PCAP,gp,6,defined_term,"(the ""Manager"")",Fund. Jefferson Partners Fund IV Management Corp.,". acts as the general partner (the""General Partner"") to the Fund. Jefferson Partners Fund IV Management Corp. (the ""Fund Manager"") provides investment management, administrative and related services to the Fund. The Partnership dissolved on December 20, 2016. The Fund is intended to invest side by side with Jefferson Partners Fund IV, L.P. and Jefferson Partners Fund IV, (U.S.)",Jefferson Partners Fund IV Management Corp.
PCAP_Jefferson_Partners_Fund_IV_PSERS_FOIA.pdf,SRC102,PCAP,gp,6,serves_as,serves as the general partner,"Canada. JPIV G.P., L.P.","venture investments in technology companies, principally in Canada. JPIV G.P., L.P. acts as the general partner (the""General Partner"") to the Fund. Jefferson Partners Fund IV Management Corp. (the ""Fund Manager"") provides investment management, administrative and related services to the Fund. The Partnership dissolved on December 20, 2016. The Fund is intended to invest side by",Jefferson Partners Fund IV Management Corp.
NAV_Statement_ThirdPoint_Monthly_Aug2025.pdf,SRC108,NAV_Statement,gp,4,managed_by,is managed by,Third Point LLC,"re Fund, Ltd (“Third Point Offshore”). Third Point Offshore is managed by Third Point LLC (“Third Point” or “Investment Manager”), an SEC-registered investment adviser headquartered in New York. Neither the securities regulatory authority of any state nor the SEC have approved the Funds and investments described herein and have not passed on the accuracy or adequacy of this doc",
