scenario_id,scenario_type,manager_id,manager_name,strategy,baseline_score,baseline_rank,scenario_score,scenario_rank,official_eligible,removed_fund_id,evidence_id,counterfactual_score
nav_00,nav_haircut,MANAGER_SYNTH_00144,Synthetic Alternatives Manager 0144,infrastructure,61.4285714286,1,61.42857142856286,1,true,,SCENARIO:manager:MANAGER_SYNTH_00144:infrastructure:nav_00,
nav_00,nav_haircut,MANAGER_SYNTH_00145,Synthetic Alternatives Manager 0145,buyout,9.99999999999,16,9.999999999999517,16,true,,SCENARIO:manager:MANAGER_SYNTH_00145:buyout:nav_00,
nav_00,nav_haircut,MANAGER_SYNTH_00161,Synthetic Alternatives Manager 0161,growth,40.9166666667,2,40.91666666666,2,true,,SCENARIO:manager:MANAGER_SYNTH_00161:growth:nav_00,
nav_00,nav_haircut,MANAGER_SYNTH_00164,Synthetic Alternatives Manager 0164,secondaries,48.3157894737,2,48.31578947368737,2,true,,SCENARIO:manager:MANAGER_SYNTH_00164:secondaries:nav_00,
nav_00,nav_haircut,MANAGER_SYNTH_00165,Synthetic Alternatives Manager 0165,venture,19.6296296297,3,19.629629629624223,3,true,,SCENARIO:manager:MANAGER_SYNTH_00165:venture:nav_00,
nav_00,nav_haircut,MANAGER_SYNTH_00166,Synthetic Alternatives Manager 0166,buyout,60.4693611473,6,60.46936114733239,6,true,,SCENARIO:manager:MANAGER_SYNTH_00166:buyout:nav_00,
nav_00,nav_haircut,MANAGER_SYNTH_00169,Synthetic Alternatives Manager 0169,real_estate,64.2307692307,2,64.23076923076309,2,true,,SCENARIO:manager:MANAGER_SYNTH_00169:real_estate:nav_00,
nav_00,nav_haircut,MANAGER_SYNTH_00176,Synthetic Alternatives Manager 0176,buyout,83.6332029552,1,83.63320295523194,1,true,,SCENARIO:manager:MANAGER_SYNTH_00176:buyout:nav_00,
nav_00,nav_haircut,MANAGER_SYNTH_00179,Synthetic Alternatives Manager 0179,private_credit,35.3846153846,5,35.384615384618456,5,true,,SCENARIO:manager:MANAGER_SYNTH_00179:private_credit:nav_00,
nav_00,nav_haircut,MANAGER_SYNTH_00185,Synthetic Alternatives Manager 0185,growth,54.1666666667,1,54.16666666668,1,true,,SCENARIO:manager:MANAGER_SYNTH_00185:growth:nav_00,
nav_00,nav_haircut,MANAGER_SYNTH_00189,Synthetic Alternatives Manager 0189,buyout,55.5172413793,7,55.51724137932,7,true,,SCENARIO:manager:MANAGER_SYNTH_00189:buyout:nav_00,
nav_00,nav_haircut,MANAGER_SYNTH_00189,Synthetic Alternatives Manager 0189,secondaries,51.6666666667,1,51.66666666666667,1,true,,SCENARIO:manager:MANAGER_SYNTH_00189:secondaries:nav_00,
nav_00,nav_haircut,MANAGER_SYNTH_00193,Synthetic Alternatives Manager 0193,venture,13.4615384615,5,13.46153846152945,5,true,,SCENARIO:manager:MANAGER_SYNTH_00193:venture:nav_00,
nav_00,nav_haircut,MANAGER_SYNTH_00195,Synthetic Alternatives Manager 0195,growth,37.5,3,37.5,3,true,,SCENARIO:manager:MANAGER_SYNTH_00195:growth:nav_00,
nav_00,nav_haircut,MANAGER_SYNTH_00199,Synthetic Alternatives Manager 0199,buyout,39.2105263158,13,39.21052631578316,13,true,,SCENARIO:manager:MANAGER_SYNTH_00199:buyout:nav_00,
nav_10,nav_haircut,MANAGER_SYNTH_00001,Synthetic Alternatives Manager 0001,venture,74.0740740741,1,72.96296296297112,1,true,,SCENARIO:manager:MANAGER_SYNTH_00001:venture:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00005,Synthetic Alternatives Manager 0005,private_credit,40.0,4,24.999999999985715,5,true,,SCENARIO:manager:MANAGER_SYNTH_00005:private_credit:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00017,Synthetic Alternatives Manager 0017,buyout,54.7368421052,8,49.99999999999999,9,true,,SCENARIO:manager:MANAGER_SYNTH_00017:buyout:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00026,Synthetic Alternatives Manager 0026,venture,14.0,4,11.6,5,true,,SCENARIO:manager:MANAGER_SYNTH_00026:venture:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00029,Synthetic Alternatives Manager 0029,venture,67.2,2,62.39999999999999,2,true,,SCENARIO:manager:MANAGER_SYNTH_00029:venture:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00031,Synthetic Alternatives Manager 0031,infrastructure,54.2857142857,2,52.14285714285714,1,true,,SCENARIO:manager:MANAGER_SYNTH_00031:infrastructure:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00033,Synthetic Alternatives Manager 0033,buyout,75.1238591916,4,74.35462842243335,3,true,,SCENARIO:manager:MANAGER_SYNTH_00033:buyout:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00036,Synthetic Alternatives Manager 0036,private_credit,31.0714285714,6,20.357142857134857,6,true,,SCENARIO:manager:MANAGER_SYNTH_00036:private_credit:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00055,Synthetic Alternatives Manager 0055,buyout,37.3684210526,14,31.84210526315821,14,true,,SCENARIO:manager:MANAGER_SYNTH_00055:buyout:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00061,Synthetic Alternatives Manager 0061,buyout,47.2446762277,12,45.9669708822243,11,true,,SCENARIO:manager:MANAGER_SYNTH_00061:buyout:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00061,Synthetic Alternatives Manager 0061,private_credit,54.2931034483,2,39.62931034482483,3,true,,SCENARIO:manager:MANAGER_SYNTH_00061:private_credit:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00078,Synthetic Alternatives Manager 0078,real_estate,67.1111111111,1,51.11111111112222,2,true,,SCENARIO:manager:MANAGER_SYNTH_00078:real_estate:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00086,Synthetic Alternatives Manager 0086,private_credit,53.301724138,3,47.198275862071725,2,true,,SCENARIO:manager:MANAGER_SYNTH_00086:private_credit:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00089,Synthetic Alternatives Manager 0089,private_credit,61.5384615384,1,59.23076923076461,1,true,,SCENARIO:manager:MANAGER_SYNTH_00089:private_credit:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00091,Synthetic Alternatives Manager 0091,buyout,83.1034482758,2,81.03448275863518,2,true,,SCENARIO:manager:MANAGER_SYNTH_00091:buyout:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00097,Synthetic Alternatives Manager 0097,buyout,50.5867014342,10,46.740547588008056,10,true,,SCENARIO:manager:MANAGER_SYNTH_00097:buyout:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00117,Synthetic Alternatives Manager 0117,buyout,75.4853620956,3,72.94298921417794,4,true,,SCENARIO:manager:MANAGER_SYNTH_00117:buyout:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00123,Synthetic Alternatives Manager 0123,buyout,53.70273794,9,51.91655801824324,8,true,,SCENARIO:manager:MANAGER_SYNTH_00123:buyout:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00124,Synthetic Alternatives Manager 0124,buyout,66.8965517242,5,62.24137931033449,5,true,,SCENARIO:manager:MANAGER_SYNTH_00124:buyout:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00128,Synthetic Alternatives Manager 0128,real_estate,61.9259259259,3,50.81481481481333,3,true,,SCENARIO:manager:MANAGER_SYNTH_00128:real_estate:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00129,Synthetic Alternatives Manager 0129,buyout,49.3487957181,11,44.61195361284252,12,true,,SCENARIO:manager:MANAGER_SYNTH_00129:buyout:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00137,Synthetic Alternatives Manager 0137,buyout,13.275862069,15,12.758620689664138,15,true,,SCENARIO:manager:MANAGER_SYNTH_00137:buyout:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00140,Synthetic Alternatives Manager 0140,real_estate,19.2857142857,4,17.142857142860002,4,true,,SCENARIO:manager:MANAGER_SYNTH_00140:real_estate:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00144,Synthetic Alternatives Manager 0144,infrastructure,61.4285714286,1,50.71428571427714,2,true,,SCENARIO:manager:MANAGER_SYNTH_00144:infrastructure:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00145,Synthetic Alternatives Manager 0145,buyout,9.99999999999,16,8.448275862068481,16,true,,SCENARIO:manager:MANAGER_SYNTH_00145:buyout:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00161,Synthetic Alternatives Manager 0161,growth,40.9166666667,2,33.16666666666,3,true,,SCENARIO:manager:MANAGER_SYNTH_00161:growth:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00164,Synthetic Alternatives Manager 0164,secondaries,48.3157894737,2,39.57894736842421,2,true,,SCENARIO:manager:MANAGER_SYNTH_00164:secondaries:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00165,Synthetic Alternatives Manager 0165,venture,19.6296296297,3,19.629629629624223,3,true,,SCENARIO:manager:MANAGER_SYNTH_00165:venture:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00166,Synthetic Alternatives Manager 0166,buyout,60.4693611473,6,56.37548891786693,6,true,,SCENARIO:manager:MANAGER_SYNTH_00166:buyout:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00169,Synthetic Alternatives Manager 0169,real_estate,64.2307692307,2,64.23076923076309,1,true,,SCENARIO:manager:MANAGER_SYNTH_00169:real_estate:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00176,Synthetic Alternatives Manager 0176,buyout,83.6332029552,1,81.07779226422804,1,true,,SCENARIO:manager:MANAGER_SYNTH_00176:buyout:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00179,Synthetic Alternatives Manager 0179,private_credit,35.3846153846,5,34.61538461538769,4,true,,SCENARIO:manager:MANAGER_SYNTH_00179:private_credit:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00185,Synthetic Alternatives Manager 0185,growth,54.1666666667,1,48.91666666668,1,true,,SCENARIO:manager:MANAGER_SYNTH_00185:growth:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00189,Synthetic Alternatives Manager 0189,buyout,55.5172413793,7,55.000000000009656,7,true,,SCENARIO:manager:MANAGER_SYNTH_00189:buyout:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00189,Synthetic Alternatives Manager 0189,secondaries,51.6666666667,1,51.66666666666667,1,true,,SCENARIO:manager:MANAGER_SYNTH_00189:secondaries:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00193,Synthetic Alternatives Manager 0193,venture,13.4615384615,5,12.390109890100877,4,true,,SCENARIO:manager:MANAGER_SYNTH_00193:venture:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00195,Synthetic Alternatives Manager 0195,growth,37.5,3,37.5,2,true,,SCENARIO:manager:MANAGER_SYNTH_00195:growth:nav_10,
nav_10,nav_haircut,MANAGER_SYNTH_00199,Synthetic Alternatives Manager 0199,buyout,39.2105263158,13,33.68421052630948,13,true,,SCENARIO:manager:MANAGER_SYNTH_00199:buyout:nav_10,
nav_20,nav_haircut,MANAGER_SYNTH_00001,Synthetic Alternatives Manager 0001,venture,74.0740740741,1,72.96296296297112,1,true,,SCENARIO:manager:MANAGER_SYNTH_00001:venture:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00005,Synthetic Alternatives Manager 0005,private_credit,40.0,4,16.42857142855714,6,true,,SCENARIO:manager:MANAGER_SYNTH_00005:private_credit:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00017,Synthetic Alternatives Manager 0017,buyout,54.7368421052,8,45.263157894736835,9,true,,SCENARIO:manager:MANAGER_SYNTH_00017:buyout:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00026,Synthetic Alternatives Manager 0026,venture,14.0,4,6.799999999999999,5,true,,SCENARIO:manager:MANAGER_SYNTH_00026:venture:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00029,Synthetic Alternatives Manager 0029,venture,67.2,2,60.0,2,true,,SCENARIO:manager:MANAGER_SYNTH_00029:venture:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00031,Synthetic Alternatives Manager 0031,infrastructure,54.2857142857,2,39.285714285714285,1,true,,SCENARIO:manager:MANAGER_SYNTH_00031:infrastructure:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00033,Synthetic Alternatives Manager 0033,buyout,75.1238591916,4,72.30769230770062,3,true,,SCENARIO:manager:MANAGER_SYNTH_00033:buyout:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00036,Synthetic Alternatives Manager 0036,private_credit,31.0714285714,6,17.14285714284914,5,true,,SCENARIO:manager:MANAGER_SYNTH_00036:private_credit:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00055,Synthetic Alternatives Manager 0055,buyout,37.3684210526,14,27.105263157895052,14,true,,SCENARIO:manager:MANAGER_SYNTH_00055:buyout:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00061,Synthetic Alternatives Manager 0061,buyout,47.2446762277,12,42.64232942198962,10,true,,SCENARIO:manager:MANAGER_SYNTH_00061:buyout:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00061,Synthetic Alternatives Manager 0061,private_credit,54.2931034483,2,31.172413793100688,4,true,,SCENARIO:manager:MANAGER_SYNTH_00061:private_credit:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00078,Synthetic Alternatives Manager 0078,real_estate,67.1111111111,1,45.11111111112222,3,true,,SCENARIO:manager:MANAGER_SYNTH_00078:real_estate:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00086,Synthetic Alternatives Manager 0086,private_credit,53.301724138,3,33.56896551724414,3,true,,SCENARIO:manager:MANAGER_SYNTH_00086:private_credit:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00089,Synthetic Alternatives Manager 0089,private_credit,61.5384615384,1,57.692307692303075,1,true,,SCENARIO:manager:MANAGER_SYNTH_00089:private_credit:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00091,Synthetic Alternatives Manager 0091,buyout,83.1034482758,2,80.0000000000145,1,true,,SCENARIO:manager:MANAGER_SYNTH_00091:buyout:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00097,Synthetic Alternatives Manager 0097,buyout,50.5867014342,10,42.398956975231,11,true,,SCENARIO:manager:MANAGER_SYNTH_00097:buyout:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00117,Synthetic Alternatives Manager 0117,buyout,75.4853620956,3,69.89214175655081,4,true,,SCENARIO:manager:MANAGER_SYNTH_00117:buyout:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00123,Synthetic Alternatives Manager 0123,buyout,53.70273794,9,48.34419817469695,8,true,,SCENARIO:manager:MANAGER_SYNTH_00123:buyout:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00124,Synthetic Alternatives Manager 0124,buyout,66.8965517242,5,59.137931034472416,5,true,,SCENARIO:manager:MANAGER_SYNTH_00124:buyout:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00128,Synthetic Alternatives Manager 0128,real_estate,61.9259259259,3,48.81481481481333,2,true,,SCENARIO:manager:MANAGER_SYNTH_00128:real_estate:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00129,Synthetic Alternatives Manager 0129,buyout,49.3487957181,11,41.45405887600042,12,true,,SCENARIO:manager:MANAGER_SYNTH_00129:buyout:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00137,Synthetic Alternatives Manager 0137,buyout,13.275862069,15,12.758620689664138,15,true,,SCENARIO:manager:MANAGER_SYNTH_00137:buyout:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00140,Synthetic Alternatives Manager 0140,real_estate,19.2857142857,4,17.142857142860002,4,true,,SCENARIO:manager:MANAGER_SYNTH_00140:real_estate:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00144,Synthetic Alternatives Manager 0144,infrastructure,61.4285714286,1,35.71428571427714,2,true,,SCENARIO:manager:MANAGER_SYNTH_00144:infrastructure:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00145,Synthetic Alternatives Manager 0145,buyout,9.99999999999,16,7.413793103447793,16,true,,SCENARIO:manager:MANAGER_SYNTH_00145:buyout:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00161,Synthetic Alternatives Manager 0161,growth,40.9166666667,2,28.66666666666,3,true,,SCENARIO:manager:MANAGER_SYNTH_00161:growth:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00164,Synthetic Alternatives Manager 0164,secondaries,48.3157894737,2,36.000000000003155,2,true,,SCENARIO:manager:MANAGER_SYNTH_00164:secondaries:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00165,Synthetic Alternatives Manager 0165,venture,19.6296296297,3,18.518518518513112,3,true,,SCENARIO:manager:MANAGER_SYNTH_00165:venture:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00166,Synthetic Alternatives Manager 0166,buyout,60.4693611473,6,52.28161668840149,6,true,,SCENARIO:manager:MANAGER_SYNTH_00166:buyout:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00169,Synthetic Alternatives Manager 0169,real_estate,64.2307692307,2,63.07692307691693,1,true,,SCENARIO:manager:MANAGER_SYNTH_00169:real_estate:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00176,Synthetic Alternatives Manager 0176,buyout,83.6332029552,1,78.26162538026455,2,true,,SCENARIO:manager:MANAGER_SYNTH_00176:buyout:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00179,Synthetic Alternatives Manager 0179,private_credit,35.3846153846,5,34.61538461538769,2,true,,SCENARIO:manager:MANAGER_SYNTH_00179:private_credit:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00185,Synthetic Alternatives Manager 0185,growth,54.1666666667,1,36.41666666668,2,true,,SCENARIO:manager:MANAGER_SYNTH_00185:growth:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00189,Synthetic Alternatives Manager 0189,buyout,55.5172413793,7,51.896551724147585,7,true,,SCENARIO:manager:MANAGER_SYNTH_00189:buyout:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00189,Synthetic Alternatives Manager 0189,secondaries,51.6666666667,1,51.66666666666667,1,true,,SCENARIO:manager:MANAGER_SYNTH_00189:secondaries:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00193,Synthetic Alternatives Manager 0193,venture,13.4615384615,5,12.390109890100877,4,true,,SCENARIO:manager:MANAGER_SYNTH_00193:venture:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00195,Synthetic Alternatives Manager 0195,growth,37.5,3,37.5,1,true,,SCENARIO:manager:MANAGER_SYNTH_00195:growth:nav_20,
nav_20,nav_haircut,MANAGER_SYNTH_00199,Synthetic Alternatives Manager 0199,buyout,39.2105263158,13,27.368421052625266,13,true,,SCENARIO:manager:MANAGER_SYNTH_00199:buyout:nav_20,
nav_30,nav_haircut,MANAGER_SYNTH_00001,Synthetic Alternatives Manager 0001,venture,74.0740740741,1,71.85185185186,1,true,,SCENARIO:manager:MANAGER_SYNTH_00001:venture:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00005,Synthetic Alternatives Manager 0005,private_credit,40.0,4,14.285714285700001,6,true,,SCENARIO:manager:MANAGER_SYNTH_00005:private_credit:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00017,Synthetic Alternatives Manager 0017,buyout,54.7368421052,8,38.94736842105263,11,true,,SCENARIO:manager:MANAGER_SYNTH_00017:buyout:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00026,Synthetic Alternatives Manager 0026,venture,14.0,4,5.6,5,true,,SCENARIO:manager:MANAGER_SYNTH_00026:venture:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00029,Synthetic Alternatives Manager 0029,venture,67.2,2,50.400000000000006,2,true,,SCENARIO:manager:MANAGER_SYNTH_00029:venture:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00031,Synthetic Alternatives Manager 0031,infrastructure,54.2857142857,2,39.285714285714285,1,true,,SCENARIO:manager:MANAGER_SYNTH_00031:infrastructure:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00033,Synthetic Alternatives Manager 0033,buyout,75.1238591916,4,68.21382007823516,3,true,,SCENARIO:manager:MANAGER_SYNTH_00033:buyout:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00036,Synthetic Alternatives Manager 0036,private_credit,31.0714285714,6,14.999999999992,5,true,,SCENARIO:manager:MANAGER_SYNTH_00036:private_credit:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00055,Synthetic Alternatives Manager 0055,buyout,37.3684210526,14,21.57894736842137,14,true,,SCENARIO:manager:MANAGER_SYNTH_00055:buyout:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00061,Synthetic Alternatives Manager 0061,buyout,47.2446762277,12,40.08691873098571,10,true,,SCENARIO:manager:MANAGER_SYNTH_00061:buyout:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00061,Synthetic Alternatives Manager 0061,private_credit,54.2931034483,2,28.63793103448,3,true,,SCENARIO:manager:MANAGER_SYNTH_00061:private_credit:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00078,Synthetic Alternatives Manager 0078,real_estate,67.1111111111,1,43.11111111112222,3,true,,SCENARIO:manager:MANAGER_SYNTH_00078:real_estate:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00086,Synthetic Alternatives Manager 0086,private_credit,53.301724138,3,26.431034482761383,4,true,,SCENARIO:manager:MANAGER_SYNTH_00086:private_credit:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00089,Synthetic Alternatives Manager 0089,private_credit,61.5384615384,1,54.615384615379995,1,true,,SCENARIO:manager:MANAGER_SYNTH_00089:private_credit:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00091,Synthetic Alternatives Manager 0091,buyout,83.1034482758,2,74.31034482760069,2,true,,SCENARIO:manager:MANAGER_SYNTH_00091:buyout:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00097,Synthetic Alternatives Manager 0097,buyout,50.5867014342,10,40.35202086049828,9,true,,SCENARIO:manager:MANAGER_SYNTH_00097:buyout:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00117,Synthetic Alternatives Manager 0117,buyout,75.4853620956,3,66.33281972265252,4,true,,SCENARIO:manager:MANAGER_SYNTH_00117:buyout:nav_30,
nav_30,nav_haircut,MANAGER_SYNTH_00123,Synthetic Alternatives Manager 0123,buyout,53.70273794,9,48.34419817469695,8,true,,SCENARIO:manager:MANAGER_SYNTH_00123:buyout:nav_30,
