"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status","definition_keys","method","fee_basis","value_scope","sector"
"PAIR_7887F288BEAFAB565C83B97F","ACCEPT_B","Page 5 prints Change in net assets of the Trust (notes 3 and 4) 2,011,874 in the 2024 column; printed and allowed, and lane A missed it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_A4A9906429F8987D1B6E2CF7","ACCEPT_A","Page 5 prints Change in net assets with donor purpose restrictions (33,360) 94,160; the 2023 cell is printed and allowed, and lane B missed it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_2A9456006A229B8E1B130E8A","ACCEPT_A","Same printed row in the 2024 column, (33,360); printed and allowed, and lane B missed it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_3FA6BDBA1DCDE53695982EE4","ACCEPT_A","Page 5 prints Change in net assets without donor restrictions 2,079,849 7,408,645; the 2023 cell is printed and allowed, and lane B missed it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_6B8A2BEF0DC9B16AC1CF7181","ACCEPT_A","Same printed row in the 2024 column, 2,079,849; printed and allowed, and lane B missed it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_3294662C97619B98951EACAD","ACCEPT_A","Page 5 prints Change in net assets without donor restrictions, before beneficial interest (8,028,025) (8,237,191); the 2023 cell is printed and allowed, and lane B missed it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_C058D73A12C767681D5BBC08","ACCEPT_A","Same printed row in the 2024 column, (8,028,025); printed and allowed, and lane B missed it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_96F176063E2ACAE48A585B7C","ACCEPT_A","Page 5 prints Change in total net assets 2,046,489 7,502,805; the 2023 cell is printed and allowed, and lane B missed it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_DC4F93D18627128655B3DDD3","ACCEPT_A","Same printed row in the 2024 column, 2,046,489; printed and allowed, and lane B missed it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_37D341A6382B34239241C2E6","ACCEPT_B","Page 5 prints Management and general expenses 390,355 355,026. An expense line of the reporting entity is fund_expense, an allowed category, so the 2023 cell stands and lane A missed it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_E43079EED71494F0DEF09118","ACCEPT_B","Same printed row in the 2024 column, 390,355; printed and allowed, and lane A missed it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_366ECF4724DDB11860C6A3FB","ACCEPT_A","beginning_capital is a qualified category. The value sits on the printed line Net assets, beginning of year of the Consolidated Statements of Activities, so value_scope is statement_line with that printed phrase in basis_raw; unstated understates a grain the page does state.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_829B1ADD8D7AF09312E15F31","ACCEPT_A","Same printed row in the 2024 column; value_scope statement_line backed by the printed line, not unstated.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_E6B5D598004C2B0B04C4A025","ACCEPT_A","ending_capital is a qualified category and the value sits on the printed line Net assets, end of year; value_scope is statement_line, not unstated.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_7E0871F512481D410B1D4A5E","MERGE","Page 5 prints Net assets, end of year $ 73,337,484 71,290,995. Neither lane is complete: lane A strips the printed currency symbol and lane B leaves the stated value_scope unstated.","2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","","financial_statement_observation","5","TABLE","Consolidated Statements of Activities","Consolidated Statements of Activities","Net assets, end of year","2024","1","reporting_entity","GATES FOUNDATION","","","","","","","","","","December 31, 2024","","(In thousands)","ending_capital","Net assets, end of year","$73,337,484","","","","Net assets, end of year","","Net assets, end of year $ 73,337,484 71,290,995","actual","","","","","","","statement_line",""
"PAIR_A7EB4DE5206BD11AAA95E515","MERGE","The printed row label is Programmatic investment losses, net (note 2f) in full. Neither lane is complete: lane A trims the note reference and lane B drops the note-2f citation.","2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","","financial_statement_observation","5","TABLE","Consolidated Statements of Activities","Consolidated Statements of Activities","Programmatic investment losses, net (note 2f)","2023","1","reporting_entity","GATES FOUNDATION","","","","","","","","","","December 31, 2023","","(In thousands)","net_investment_income","Programmatic investment losses, net (note 2f)","(69,806)","","","","","","Programmatic investment losses, net (note 2f) (154,194) (69,806)","actual","","","","2f","","","",""
"PAIR_44842AA399EEC89A0C8BA027","MERGE","Same cell in the 2024 column: full printed label from lane B, note-2f citation from lane A.","2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","","financial_statement_observation","5","TABLE","Consolidated Statements of Activities","Consolidated Statements of Activities","Programmatic investment losses, net (note 2f)","2024","1","reporting_entity","GATES FOUNDATION","","","","","","","","","","December 31, 2024","","(In thousands)","net_investment_income","Programmatic investment losses, net (note 2f)","(154,194)","","","","","","Programmatic investment losses, net (note 2f) (154,194) (69,806)","actual","","","","2f","","","",""
"PAIR_F99B77E7856B6F066FC8929C","ACCEPT_B","Page 5 prints Total expenses 8,057,317 8,256,989. A total expense line of the reporting entity is fund_expense, so the 2023 cell stands and lane A missed it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_5E92E760235400784427483D","ACCEPT_B","Same printed row in the 2024 column, 8,057,317; printed and allowed, and lane A missed it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_367287AE977AE995D378748C","ACCEPT_B","Page 5 prints Total impact of beneficial interest 10,107,874 15,645,836; the 2023 cell is printed and allowed, and lane A missed it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_D00E18B66D7FC285A9E33A86","ACCEPT_B","Same printed row in the 2024 column, 10,107,874; printed and allowed, and lane A missed it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_0B949D838F7BC98CF338C447","CONFIRM","Page 6 prints Cash, beginning of year 194,354 173,396; the 2023 cell reads 173,396 and the sampled pair is source-correct.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_BE96F61119003151FF3752B7","ACCEPT_B","Page 6 prints Cash, end of year $ 206,159 194,354; the printed form keeps the currency symbol on the 2024 cell.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_003B0F64F2B3F570D2137377","ACCEPT_A","Page 8 prints (a) Basis of Financial Presentation as a lettered accounting-policy note under (2) Summary of Significant Accounting Policies. A printed policy note is a definition_context row; lane B declared the whole page reference-only.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_F22442B12C91CC8661378983","ACCEPT_A","Page 8 prints (b) Cash: Cash consists of U.S. and foreign currencies.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_4B30181F7C4C475D0C30224F","ACCEPT_A","Page 8 prints (c) Program-Related Investments (PRIs) as a lettered policy note.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_DF57671BD5866D54102EDA76","ACCEPT_A","Page 9 prints (d) Fair Value as its own policy note above the hierarchy levels; lane B took only the three levels.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_61D4082531494441E51C9153","ACCEPT_A","Page 9 heads the note GATES FOUNDATION, Notes to Consolidated Financial Statements, December 31, 2024 and 2023, so the populated subject_type, subject_name and as_of_date are right and the blanks are not.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_A7B740EAA1CA3E470B2B84B8","ACCEPT_A","Same page heading governs Level 2 Inputs; the populated subject and as_of_date are right and the blanks are not.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_A47454281C84EE8ABCECAD15","ACCEPT_A","Page 10 carries the same printed heading over Level 3 Inputs; the populated subject and as_of_date are right and the blanks are not.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_D5B09D1320CB2ECCD3AAD0A2","ACCEPT_A","Page 10 prints (e) Property and Equipment as a lettered policy note; lane B took only Level 3 Inputs from this page.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_8E4D1E53BAADF52B65966C59","ACCEPT_A","Page 10 prints (f) Programmatic Investment Losses, Net, which defines the note-2f line used on page 5.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_F5BB94F1104BDE52AC0FF1C0","ACCEPT_A","Page 10 prints (g) Grant Expense as a lettered policy note.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_821853480252042A44430A37","ACCEPT_A","Page 10 prints (h) Self-Insurance as a lettered policy note.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_C82067C2BC50BA045E50C35C","ACCEPT_A","Page 11 prints (i) Contributed Services as a lettered policy note; lane B declared the whole page reference-only.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_C39872069EF346C2D99AAE79","ACCEPT_A","Page 11 prints (j) Contributions and Bequests from Unrelated Parties.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_69A87FB5A57444267B6E1B99","ACCEPT_A","Page 11 prints (k) Presentation of Expenses on the Consolidated Statements of Activities.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_DB37C835223A0C6870D31D4A","ACCEPT_A","Page 11 prints (n) Reclassifications.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_0421E879AB5E8D6CCEF4AA7C","ACCEPT_A","Page 11 prints (3) Related Parties, the note the beneficial-interest lines cite.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_6A7A1ACD81FF6BC2F41524E9","ACCEPT_A","Page 11 prints (l) Tax-Exempt Status.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_C1186AB830F55E5333E0E1F4","ACCEPT_A","Page 11 prints (m) Use of Estimates.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_A155DCF91EB83ACCD4ECB8D1","ACCEPT_A","Page 12 prints note (4) Beneficial Interest in Net Assets of Gates Foundation Trust as a narrative note; lane B took no note text on this page.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_F600A0B92FEA69E9DA59E2C6","ACCEPT_A","Page 12 prints note (5) Liquidity as a narrative note.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_5F03F923288BCB4DF35F8FD5","MERGE","Neither lane is complete. Lane A carries the readable printed sentence as evidence and the note-4 citation, lane B carries the printed basis phrase beneficial interest in the unrestricted net assets of the Trust that the note states two paragraphs above the rollforward. The merged row takes both.","2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","","financial_statement_observation","12","TABLE","Notes to Consolidated Financial Statements","(4) Beneficial Interest in Net Assets of Gates Foundation Trust","Beginning balance","2023","1","reporting_entity","GATES FOUNDATION","","","","","","","","","","December 31, 2023","","(In thousands)","beginning_capital","Beginning balance","67,331,210","","","","beneficial interest in the unrestricted net assets of the Trust","","The total changes in beneficial interest in the net assets of the Trust for the years ended December 31,","actual","IMAGE_ONLY: table values read from page image; text layer is column-garbled.","","","4","","","statement_line",""
"PAIR_ADE9585989AC04DFCA1BBBA4","MERGE","Page 12 prints Beginning balance $ 75,225,846 in the 2024 column. Neither lane is complete: lane A strips the printed currency symbol, lane B quotes only the scrambled text layer and cites no note.","2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","","financial_statement_observation","12","TABLE","Notes to Consolidated Financial Statements","(4) Beneficial Interest in Net Assets of Gates Foundation Trust","Beginning balance","2024","1","reporting_entity","GATES FOUNDATION","","","","","","","","","","December 31, 2024","","(In thousands)","beginning_capital","Beginning balance","$75,225,846","","","","beneficial interest in the unrestricted net assets of the Trust","","The total changes in beneficial interest in the net assets of the Trust for the years ended December 31,","actual","IMAGE_ONLY: table values read from page image; text layer is column-garbled.","","","4","","","statement_line",""
"PAIR_ADD202510A1BEADFF5D85764","ACCEPT_B","Page 12 prints Change in the net assets of the Trust before contributions to the Foundation 10,107,874 15,645,836 as a line of the note-4 rollforward; the 2023 cell is printed and allowed, and lane A missed it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_4B71C5BA52E97E063CE0DA82","ACCEPT_B","Same printed rollforward line in the 2024 column, 10,107,874; printed and allowed, and lane A missed it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_E0D2E1DAA9B9C3285D2F5B69","MERGE","Same treatment as the beginning balance: lane A's readable evidence and note-4 citation with lane B's printed basis phrase.","2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","","financial_statement_observation","12","TABLE","Notes to Consolidated Financial Statements","(4) Beneficial Interest in Net Assets of Gates Foundation Trust","Ending balance","2023","1","reporting_entity","GATES FOUNDATION","","","","","","","","","","December 31, 2023","","(In thousands)","ending_capital","Ending balance","75,225,846","","","","beneficial interest in the unrestricted net assets of the Trust","","The total changes in beneficial interest in the net assets of the Trust for the years ended December 31,","actual","IMAGE_ONLY: table values read from page image; text layer is column-garbled.","","","4","","","statement_line",""
"PAIR_E89D5835151620420E9C4021","MERGE","Page 12 prints Ending balance $ 77,237,720 in the 2024 column; the merged row keeps the printed currency symbol, the readable evidence sentence and the note-4 citation.","2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","","financial_statement_observation","12","TABLE","Notes to Consolidated Financial Statements","(4) Beneficial Interest in Net Assets of Gates Foundation Trust","Ending balance","2024","1","reporting_entity","GATES FOUNDATION","","","","","","","","","","December 31, 2024","","(In thousands)","ending_capital","Ending balance","$77,237,720","","","","beneficial interest in the unrestricted net assets of the Trust","","The total changes in beneficial interest in the net assets of the Trust for the years ended December 31,","actual","IMAGE_ONLY: table values read from page image; text layer is column-garbled.","","","4","","","statement_line",""
"PAIR_6033737B1BEA1ED55A812249","MERGE","The note-5 liquidity table repeats the beneficial interest. Lane A carries the readable printed sentence and the note-4 citation, lane B the printed basis phrase; the merged row takes both.","2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","","financial_statement_observation","12","TABLE","Notes to Consolidated Financial Statements","(5) Liquidity","Beneficial interest in the net assets of the Trust","2023","1","reporting_entity","GATES FOUNDATION","","","","","","","","","","December 31, 2023","","(In thousands)","investment_fair_value","Beneficial interest in the net assets of the Trust","75,225,846","","","","beneficial interest in the unrestricted net assets of the Trust","","The Foundation’s financial assets available to meet cash needs for general expenditures within one year of the dates of the statements of financial position include:","actual","IMAGE_ONLY: table values read from page image; text layer is column-garbled.","","","4","","","statement_line",""
"PAIR_067835884B913EB6EF96CF84","MERGE","Same liquidity line in the 2024 column; the page prints no currency symbol on this row, so the value stays bare.","2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","","financial_statement_observation","12","TABLE","Notes to Consolidated Financial Statements","(5) Liquidity","Beneficial interest in the net assets of the Trust","2024","1","reporting_entity","GATES FOUNDATION","","","","","","","","","","December 31, 2024","","(In thousands)","investment_fair_value","Beneficial interest in the net assets of the Trust","77,237,720","","","","beneficial interest in the unrestricted net assets of the Trust","","The Foundation’s financial assets available to meet cash needs for general expenditures within one year of the dates of the statements of financial position include:","actual","IMAGE_ONLY: table values read from page image; text layer is column-garbled.","","","4","","","statement_line",""
"PAIR_01846BBC60CB2927B7E5A997","ACCEPT_A","Both lanes read Cash 194,354 in the note-5 table. Lane A quotes the page's printed sentence, lane B quotes the scrambled text layer, so lane A's row is the one that reads as evidence.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_22C51629FB3D924A9441965A","MERGE","Page 12 prints Cash $ 206,159 in the note-5 table. Neither lane is complete: lane A strips the printed currency symbol and lane B quotes only the scrambled text layer.","2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","","financial_statement_observation","12","TABLE","Notes to Consolidated Financial Statements","(5) Liquidity","Cash","2024","1","reporting_entity","GATES FOUNDATION","","","","","","","","","","December 31, 2024","","(In thousands)","cash","Cash","$206,159","","","","","","The Foundation’s financial assets available to meet cash needs for general expenditures within one year of the dates of the statements of financial position include:","actual","IMAGE_ONLY: table values read from page image; text layer is column-garbled.","","","","","","",""
"PAIR_6C3D1B4400528499B8C96090","ACCEPT_A","Page 13 prints note (6) Program-Related Investments (PRI) as a narrative note; lane B took no note text on this page.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_AD5BAB8078B989E85169E3E5","ACCEPT_A","Page 13 prints (a) Loan PRIs as a narrative note above the loan rollforward.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_9F2776DD43ED10CEC7141648","MERGE","The printed label says gross, so the line is the loan principal outstanding before the discount and uncollectible allowance: investment_cost, which lane B has, not investment_fair_value. Both lanes already read the equity rollforward on page 14 this way, gross lines as investment_cost and the net end-of-year line as investment_fair_value. Lane A's readable evidence sentence and note-6 citation are kept.","2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","","financial_statement_observation","13","TABLE","Notes to Consolidated Financial Statements","(a) Loan PRIs","Loan receivable, gross beginning of year","2023","1","reporting_entity","GATES FOUNDATION","","","","","","","","","","December 31, 2023","","(In thousands)","investment_cost","Loan receivable, gross beginning of year","278,148","","","","","","The loans are summarized in the table below for the years ended December 31, 2024 and 2023 as","actual","IMAGE_ONLY: loan table values read from page image; text layer is column-garbled.","","","6","","","",""
"PAIR_2F3178AE632C20EE267C0B8C","MERGE","Page 13 prints Loan receivable, gross beginning of year $ 168,270 in the 2024 column. The printed form keeps the currency symbol, which lane A drops, and a gross line is investment_cost, which lane A types as investment_fair_value.","2026-09-01.2","SRC376","0cb015ca0b614caa657358e97514857fd81f64b60ad57c146f75293e82923169","Financials","01-financials","CORE","","financial_statement_observation","13","TABLE","Notes to Consolidated Financial Statements","(a) Loan PRIs","Loan receivable, gross beginning of year","2024","1","reporting_entity","GATES FOUNDATION","","","","","","","","","","December 31, 2024","","(In thousands)","investment_cost","Loan receivable, gross beginning of year","$168,270","","","","","","The loans are summarized in the table below for the years ended December 31, 2024 and 2023 as","actual","IMAGE_ONLY: loan table values read from page image; text layer is column-garbled.","","","6","","","",""
"PAIR_AC58636A724606D193188A00","ACCEPT_A","Page 13 prints Additional loans 31,606 26,290; the 2023 cell is printed and allowed, and lane B missed it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_D0F927009E78D81C7645406A","ACCEPT_A","Same printed row in the 2024 column, 31,606; printed and allowed, and lane B missed it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_2FB552DA874142E5FC560AD4","ACCEPT_A","Page 13 prints Principal repayments (58,516) (101,168); the 2023 cell is printed and allowed, and lane B missed it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_990055DBB35E084786E7DE30","ACCEPT_A","Same printed row in the 2024 column, (58,516); printed and allowed, and lane B missed it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_BD7C43E7119B756C875431F2","ACCEPT_A","Page 13 prints Loan to equity conversions (35,000) in the 2023 column and an em dash in 2024, so exactly one row belongs here; printed and allowed, and lane B missed it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_26D964CA1FCCC58F0F62F465","ACCEPT_A","Both lanes read Realized loss on loans (18,000) in the 2024 column, with a dash in 2023. Lane A quotes the page's printed sentence and cites note 6, lane B quotes the scrambled text layer.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
