evaluated_fund_id,policy_id,peer_fund_id,included,reason
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000342,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000351,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000357,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000361,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000362,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000370,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000376,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000384,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000387,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000400,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000402,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000449,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000455,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000463,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000466,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000478,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000492,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000495,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000496,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000500,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000505,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000514,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000518,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000542,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000547,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000548,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000579,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000580,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000582,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000617,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000631,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000636,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000663,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000667,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000702,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000736,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000743,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000753,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000756,true,V1_EXPLICIT_PEER
FUND_SYNTH_000001,reference_v1_10_5,FUND_SYNTH_000772,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000037,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000038,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000119,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000196,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000204,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000239,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000282,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000308,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000324,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000329,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000334,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000347,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000353,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000422,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000430,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000487,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000490,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000516,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000592,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000599,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000605,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000622,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000659,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000660,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000672,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000720,true,V1_EXPLICIT_PEER
FUND_SYNTH_000003,reference_v1_10_5,FUND_SYNTH_000770,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000037,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000038,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000119,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000196,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000204,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000239,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000282,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000308,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000324,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000329,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000334,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000347,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000353,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000422,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000430,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000487,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000490,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000516,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000592,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000599,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000605,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000622,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000659,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000660,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000672,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000720,true,V1_EXPLICIT_PEER
FUND_SYNTH_000004,reference_v1_10_5,FUND_SYNTH_000770,true,V1_EXPLICIT_PEER
FUND_SYNTH_000005,reference_v1_10_5,FUND_SYNTH_000652,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000001,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000046,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000048,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000049,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000074,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000087,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000089,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000124,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000129,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000148,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000179,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000225,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000230,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000242,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000274,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000291,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000299,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000315,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000323,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000342,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000351,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000357,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000361,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000362,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000370,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000376,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000384,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000387,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000400,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000402,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000449,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000455,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000463,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000466,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000478,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000492,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000495,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000496,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000500,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000505,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000514,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000518,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000542,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000547,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000548,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000579,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000580,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000582,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000617,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000631,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000636,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000663,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000667,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000702,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000736,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000743,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000753,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000756,true,V1_EXPLICIT_PEER
FUND_SYNTH_000006,reference_v1_10_5,FUND_SYNTH_000772,true,V1_EXPLICIT_PEER
FUND_SYNTH_000008,reference_v1_10_5,FUND_SYNTH_000250,true,V1_EXPLICIT_PEER
FUND_SYNTH_000008,reference_v1_10_5,FUND_SYNTH_000465,true,V1_EXPLICIT_PEER
FUND_SYNTH_000008,reference_v1_10_5,FUND_SYNTH_000799,true,V1_EXPLICIT_PEER
FUND_SYNTH_000009,reference_v1_10_5,FUND_SYNTH_000194,true,V1_EXPLICIT_PEER
FUND_SYNTH_000009,reference_v1_10_5,FUND_SYNTH_000440,true,V1_EXPLICIT_PEER
FUND_SYNTH_000009,reference_v1_10_5,FUND_SYNTH_000565,true,V1_EXPLICIT_PEER
FUND_SYNTH_000009,reference_v1_10_5,FUND_SYNTH_000727,true,V1_EXPLICIT_PEER
FUND_SYNTH_000010,reference_v1_10_5,FUND_SYNTH_000014,true,V1_EXPLICIT_PEER
FUND_SYNTH_000010,reference_v1_10_5,FUND_SYNTH_000068,true,V1_EXPLICIT_PEER
FUND_SYNTH_000010,reference_v1_10_5,FUND_SYNTH_000128,true,V1_EXPLICIT_PEER
FUND_SYNTH_000010,reference_v1_10_5,FUND_SYNTH_000156,true,V1_EXPLICIT_PEER
FUND_SYNTH_000010,reference_v1_10_5,FUND_SYNTH_000213,true,V1_EXPLICIT_PEER
FUND_SYNTH_000010,reference_v1_10_5,FUND_SYNTH_000266,true,V1_EXPLICIT_PEER
FUND_SYNTH_000010,reference_v1_10_5,FUND_SYNTH_000382,true,V1_EXPLICIT_PEER
FUND_SYNTH_000010,reference_v1_10_5,FUND_SYNTH_000389,true,V1_EXPLICIT_PEER
FUND_SYNTH_000010,reference_v1_10_5,FUND_SYNTH_000410,true,V1_EXPLICIT_PEER
FUND_SYNTH_000010,reference_v1_10_5,FUND_SYNTH_000578,true,V1_EXPLICIT_PEER
FUND_SYNTH_000010,reference_v1_10_5,FUND_SYNTH_000630,true,V1_EXPLICIT_PEER
FUND_SYNTH_000010,reference_v1_10_5,FUND_SYNTH_000658,true,V1_EXPLICIT_PEER
FUND_SYNTH_000010,reference_v1_10_5,FUND_SYNTH_000671,true,V1_EXPLICIT_PEER
FUND_SYNTH_000010,reference_v1_10_5,FUND_SYNTH_000725,true,V1_EXPLICIT_PEER
FUND_SYNTH_000010,reference_v1_10_5,FUND_SYNTH_000766,true,V1_EXPLICIT_PEER
FUND_SYNTH_000011,reference_v1_10_5,FUND_SYNTH_000690,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000019,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000065,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000067,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000114,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000125,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000131,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000138,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000163,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000193,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000198,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000217,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000219,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000241,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000288,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000289,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000307,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000336,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000385,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000420,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000439,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000486,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000491,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000501,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000513,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000515,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000521,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000551,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000559,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000585,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000639,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000664,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000701,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000708,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000721,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000726,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000760,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000792,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000793,true,V1_EXPLICIT_PEER
FUND_SYNTH_000012,reference_v1_10_5,FUND_SYNTH_000794,true,V1_EXPLICIT_PEER
FUND_SYNTH_000014,reference_v1_10_5,FUND_SYNTH_000010,true,V1_EXPLICIT_PEER
FUND_SYNTH_000014,reference_v1_10_5,FUND_SYNTH_000068,true,V1_EXPLICIT_PEER
FUND_SYNTH_000014,reference_v1_10_5,FUND_SYNTH_000128,true,V1_EXPLICIT_PEER
FUND_SYNTH_000014,reference_v1_10_5,FUND_SYNTH_000156,true,V1_EXPLICIT_PEER
FUND_SYNTH_000014,reference_v1_10_5,FUND_SYNTH_000213,true,V1_EXPLICIT_PEER
FUND_SYNTH_000014,reference_v1_10_5,FUND_SYNTH_000266,true,V1_EXPLICIT_PEER
FUND_SYNTH_000014,reference_v1_10_5,FUND_SYNTH_000382,true,V1_EXPLICIT_PEER
FUND_SYNTH_000014,reference_v1_10_5,FUND_SYNTH_000389,true,V1_EXPLICIT_PEER
FUND_SYNTH_000014,reference_v1_10_5,FUND_SYNTH_000410,true,V1_EXPLICIT_PEER
FUND_SYNTH_000014,reference_v1_10_5,FUND_SYNTH_000578,true,V1_EXPLICIT_PEER
FUND_SYNTH_000014,reference_v1_10_5,FUND_SYNTH_000630,true,V1_EXPLICIT_PEER
FUND_SYNTH_000014,reference_v1_10_5,FUND_SYNTH_000658,true,V1_EXPLICIT_PEER
FUND_SYNTH_000014,reference_v1_10_5,FUND_SYNTH_000671,true,V1_EXPLICIT_PEER
FUND_SYNTH_000014,reference_v1_10_5,FUND_SYNTH_000725,true,V1_EXPLICIT_PEER
FUND_SYNTH_000014,reference_v1_10_5,FUND_SYNTH_000766,true,V1_EXPLICIT_PEER
FUND_SYNTH_000015,reference_v1_10_5,FUND_SYNTH_000027,true,V1_EXPLICIT_PEER
FUND_SYNTH_000015,reference_v1_10_5,FUND_SYNTH_000034,true,V1_EXPLICIT_PEER
FUND_SYNTH_000015,reference_v1_10_5,FUND_SYNTH_000111,true,V1_EXPLICIT_PEER
FUND_SYNTH_000015,reference_v1_10_5,FUND_SYNTH_000259,true,V1_EXPLICIT_PEER
FUND_SYNTH_000015,reference_v1_10_5,FUND_SYNTH_000278,true,V1_EXPLICIT_PEER
FUND_SYNTH_000015,reference_v1_10_5,FUND_SYNTH_000328,true,V1_EXPLICIT_PEER
FUND_SYNTH_000015,reference_v1_10_5,FUND_SYNTH_000349,true,V1_EXPLICIT_PEER
FUND_SYNTH_000015,reference_v1_10_5,FUND_SYNTH_000468,true,V1_EXPLICIT_PEER
FUND_SYNTH_000015,reference_v1_10_5,FUND_SYNTH_000641,true,V1_EXPLICIT_PEER
FUND_SYNTH_000015,reference_v1_10_5,FUND_SYNTH_000697,true,V1_EXPLICIT_PEER
FUND_SYNTH_000015,reference_v1_10_5,FUND_SYNTH_000781,true,V1_EXPLICIT_PEER
FUND_SYNTH_000017,reference_v1_10_5,FUND_SYNTH_000042,true,V1_EXPLICIT_PEER
FUND_SYNTH_000017,reference_v1_10_5,FUND_SYNTH_000062,true,V1_EXPLICIT_PEER
