manager_id,strategy,sub_strategy,fund_id,display_order,vintage_year,first_close_date,predecessor_fund_id,order_status
MANAGER_SYNTH_00016,real_estate,value_add,FUND_SYNTH_000063,1,2022,2022-02-15,,ORDERED
MANAGER_SYNTH_00016,secondaries,lp_led,FUND_SYNTH_000061,1,2015,2015-02-15,,ORDERED
MANAGER_SYNTH_00016,venture,early_stage,FUND_SYNTH_000064,1,2024,2024-08-15,,ORDERED
MANAGER_SYNTH_00017,buyout,middle_market,FUND_SYNTH_000067,1,2020,2020-02-15,,ORDERED
MANAGER_SYNTH_00017,buyout,middle_market,FUND_SYNTH_000065,2,2023,2023-05-15,FUND_SYNTH_000067,ORDERED
MANAGER_SYNTH_00017,fund_of_funds,diversified,FUND_SYNTH_000068,1,2017,2017-05-15,,ORDERED
MANAGER_SYNTH_00017,infrastructure,core_plus,FUND_SYNTH_000066,1,2019,2019-05-15,,ORDERED
MANAGER_SYNTH_00018,fund_of_funds,diversified,FUND_SYNTH_000070,1,2016,2016-02-15,,ORDERED
MANAGER_SYNTH_00018,private_credit,direct_lending,FUND_SYNTH_000071,1,2025,2025-02-15,,ORDERED
MANAGER_SYNTH_00018,secondaries,lp_led,FUND_SYNTH_000072,1,2013,2013-02-15,,ORDERED
MANAGER_SYNTH_00018,secondaries,lp_led,FUND_SYNTH_000069,2,2016,2016-11-15,FUND_SYNTH_000072,ORDERED
MANAGER_SYNTH_00019,buyout,middle_market,FUND_SYNTH_000074,1,2017,2017-05-15,,ORDERED
MANAGER_SYNTH_00019,private_credit,direct_lending,FUND_SYNTH_000073,1,2025,2025-05-15,,ORDERED
MANAGER_SYNTH_00019,real_estate,value_add,FUND_SYNTH_000076,1,2017,2017-02-15,,ORDERED
MANAGER_SYNTH_00019,venture,early_stage,FUND_SYNTH_000075,1,2013,2013-08-15,,ORDERED
MANAGER_SYNTH_00020,infrastructure,core_plus,FUND_SYNTH_000078,1,2020,2020-11-15,,ORDERED
MANAGER_SYNTH_00020,private_credit,direct_lending,FUND_SYNTH_000080,1,2014,2014-08-15,,ORDERED
MANAGER_SYNTH_00020,private_credit,direct_lending,FUND_SYNTH_000079,2,2017,2017-05-15,FUND_SYNTH_000080,ORDERED
MANAGER_SYNTH_00020,real_estate,value_add,FUND_SYNTH_000077,1,2014,2014-05-15,,ORDERED
MANAGER_SYNTH_00021,private_credit,direct_lending,FUND_SYNTH_000083,1,2014,2014-05-15,,ORDERED
MANAGER_SYNTH_00021,private_credit,direct_lending,FUND_SYNTH_000081,2,2017,2017-02-15,FUND_SYNTH_000083,ORDERED
MANAGER_SYNTH_00021,secondaries,lp_led,FUND_SYNTH_000082,1,2014,2014-11-15,,ORDERED
MANAGER_SYNTH_00021,venture,early_stage,FUND_SYNTH_000084,1,2013,2013-08-15,,ORDERED
MANAGER_SYNTH_00022,buyout,middle_market,FUND_SYNTH_000087,1,2018,2018-02-15,,ORDERED
MANAGER_SYNTH_00022,fund_of_funds,diversified,FUND_SYNTH_000085,1,2025,2025-02-15,,ORDERED
MANAGER_SYNTH_00022,infrastructure,core_plus,FUND_SYNTH_000088,1,2016,2016-05-15,,ORDERED
MANAGER_SYNTH_00022,secondaries,lp_led,FUND_SYNTH_000086,1,2024,2024-02-15,,ORDERED
MANAGER_SYNTH_00023,buyout,middle_market,FUND_SYNTH_000089,1,2019,2019-05-15,,ORDERED
MANAGER_SYNTH_00023,growth,growth_equity,FUND_SYNTH_000091,1,2012,2012-02-15,,ORDERED
MANAGER_SYNTH_00023,private_credit,direct_lending,FUND_SYNTH_000090,1,2022,2022-11-15,,ORDERED
MANAGER_SYNTH_00023,real_estate,value_add,FUND_SYNTH_000092,1,2015,2015-02-15,,ORDERED
MANAGER_SYNTH_00024,private_credit,direct_lending,FUND_SYNTH_000096,1,2023,2023-11-15,,ORDERED
MANAGER_SYNTH_00024,secondaries,lp_led,FUND_SYNTH_000093,1,2012,2012-02-15,,ORDERED
MANAGER_SYNTH_00024,secondaries,lp_led,FUND_SYNTH_000094,2,2013,2013-11-15,FUND_SYNTH_000093,ORDERED
MANAGER_SYNTH_00024,venture,early_stage,FUND_SYNTH_000095,1,2024,2024-11-15,,ORDERED
MANAGER_SYNTH_00025,fund_of_funds,diversified,FUND_SYNTH_000100,1,2024,2024-11-15,,ORDERED
MANAGER_SYNTH_00025,growth,growth_equity,FUND_SYNTH_000097,1,2024,2024-11-15,,ORDERED
MANAGER_SYNTH_00025,private_credit,direct_lending,FUND_SYNTH_000098,1,2013,2013-05-15,,ORDERED
MANAGER_SYNTH_00025,secondaries,lp_led,FUND_SYNTH_000099,1,2016,2016-02-15,,ORDERED
MANAGER_SYNTH_00026,fund_of_funds,diversified,FUND_SYNTH_000103,1,2024,2024-02-15,,ORDERED
MANAGER_SYNTH_00026,growth,growth_equity,FUND_SYNTH_000101,1,2025,2025-08-15,,ORDERED
MANAGER_SYNTH_00026,venture,early_stage,FUND_SYNTH_000104,1,2022,2022-05-15,,ORDERED
MANAGER_SYNTH_00026,venture,early_stage,FUND_SYNTH_000102,2,2023,2023-05-15,FUND_SYNTH_000104,ORDERED
MANAGER_SYNTH_00027,buyout,middle_market,FUND_SYNTH_000107,1,2013,2013-02-15,,ORDERED
MANAGER_SYNTH_00027,real_estate,value_add,FUND_SYNTH_000108,1,2013,2013-08-15,,ORDERED
MANAGER_SYNTH_00027,venture,early_stage,FUND_SYNTH_000105,1,2022,2022-02-15,,ORDERED
MANAGER_SYNTH_00027,venture,early_stage,FUND_SYNTH_000106,2,2025,2025-05-15,FUND_SYNTH_000105,ORDERED
MANAGER_SYNTH_00028,buyout,middle_market,FUND_SYNTH_000109,1,2012,2012-02-15,,ORDERED
MANAGER_SYNTH_00028,buyout,middle_market,FUND_SYNTH_000111,2,2014,2014-02-15,FUND_SYNTH_000109,ORDERED
MANAGER_SYNTH_00028,buyout,middle_market,FUND_SYNTH_000110,3,2021,2021-02-15,FUND_SYNTH_000111,ORDERED
MANAGER_SYNTH_00028,real_estate,value_add,FUND_SYNTH_000112,1,2018,2018-05-15,,ORDERED
MANAGER_SYNTH_00029,buyout,middle_market,FUND_SYNTH_000114,1,2020,2020-08-15,,ORDERED
MANAGER_SYNTH_00029,private_credit,direct_lending,FUND_SYNTH_000113,1,2019,2019-02-15,,ORDERED
MANAGER_SYNTH_00029,venture,early_stage,FUND_SYNTH_000115,1,2022,2022-11-15,,ORDERED
MANAGER_SYNTH_00029,venture,early_stage,FUND_SYNTH_000116,2,2023,2023-11-15,FUND_SYNTH_000115,ORDERED
MANAGER_SYNTH_00030,infrastructure,core_plus,FUND_SYNTH_000117,1,2025,2025-08-15,,ORDERED
MANAGER_SYNTH_00030,private_credit,direct_lending,FUND_SYNTH_000120,1,2012,2012-02-15,,ORDERED
MANAGER_SYNTH_00030,secondaries,lp_led,FUND_SYNTH_000118,1,2025,2025-11-15,,ORDERED
MANAGER_SYNTH_00030,venture,early_stage,FUND_SYNTH_000119,1,2015,2015-05-15,,ORDERED
MANAGER_SYNTH_00031,buyout,middle_market,FUND_SYNTH_000121,1,2013,2013-02-15,,ORDERED
MANAGER_SYNTH_00031,buyout,middle_market,FUND_SYNTH_000124,2,2019,2019-02-15,FUND_SYNTH_000121,ORDERED
MANAGER_SYNTH_00031,infrastructure,core_plus,FUND_SYNTH_000123,1,2015,2015-02-15,,ORDERED
MANAGER_SYNTH_00031,infrastructure,core_plus,FUND_SYNTH_000122,2,2018,2018-08-15,FUND_SYNTH_000123,ORDERED
MANAGER_SYNTH_00032,buyout,middle_market,FUND_SYNTH_000125,1,2021,2021-05-15,,ORDERED
MANAGER_SYNTH_00032,buyout,middle_market,FUND_SYNTH_000127,2,2022,2022-02-15,FUND_SYNTH_000125,ORDERED
MANAGER_SYNTH_00032,fund_of_funds,diversified,FUND_SYNTH_000128,1,2019,2019-11-15,,ORDERED
MANAGER_SYNTH_00032,fund_of_funds,diversified,FUND_SYNTH_000126,2,2020,2020-05-15,FUND_SYNTH_000128,ORDERED
MANAGER_SYNTH_00033,buyout,middle_market,FUND_SYNTH_000129,1,2017,2017-11-15,,ORDERED
MANAGER_SYNTH_00033,buyout,middle_market,FUND_SYNTH_000131,2,2020,2020-08-15,FUND_SYNTH_000129,ORDERED
MANAGER_SYNTH_00033,real_estate,value_add,FUND_SYNTH_000130,1,2017,2017-08-15,,ORDERED
MANAGER_SYNTH_00033,secondaries,lp_led,FUND_SYNTH_000132,1,2020,2020-05-15,,ORDERED
MANAGER_SYNTH_00034,buyout,middle_market,FUND_SYNTH_000134,1,2024,2024-05-15,,ORDERED
MANAGER_SYNTH_00034,fund_of_funds,diversified,FUND_SYNTH_000133,1,2025,2025-05-15,,ORDERED
MANAGER_SYNTH_00034,secondaries,lp_led,FUND_SYNTH_000135,1,2022,2022-02-15,,ORDERED
MANAGER_SYNTH_00034,venture,early_stage,FUND_SYNTH_000136,1,2025,2025-08-15,,ORDERED
MANAGER_SYNTH_00035,buyout,middle_market,FUND_SYNTH_000138,1,2022,2022-08-15,,ORDERED
MANAGER_SYNTH_00035,infrastructure,core_plus,FUND_SYNTH_000139,1,2016,2016-08-15,,ORDERED
MANAGER_SYNTH_00035,secondaries,lp_led,FUND_SYNTH_000140,1,2019,2019-08-15,,ORDERED
MANAGER_SYNTH_00035,secondaries,lp_led,FUND_SYNTH_000137,2,2020,2020-08-15,FUND_SYNTH_000140,ORDERED
MANAGER_SYNTH_00036,growth,growth_equity,FUND_SYNTH_000141,1,2024,2024-11-15,,ORDERED
MANAGER_SYNTH_00036,private_credit,direct_lending,FUND_SYNTH_000143,1,2020,2020-11-15,,ORDERED
MANAGER_SYNTH_00036,private_credit,direct_lending,FUND_SYNTH_000142,2,2023,2023-02-15,FUND_SYNTH_000143,ORDERED
MANAGER_SYNTH_00036,real_estate,value_add,FUND_SYNTH_000144,1,2022,2022-08-15,,ORDERED
MANAGER_SYNTH_00037,buyout,middle_market,FUND_SYNTH_000148,1,2016,2016-11-15,,ORDERED
MANAGER_SYNTH_00037,fund_of_funds,diversified,FUND_SYNTH_000147,1,2013,2013-05-15,,ORDERED
MANAGER_SYNTH_00037,infrastructure,core_plus,FUND_SYNTH_000145,1,2020,2020-11-15,,ORDERED
MANAGER_SYNTH_00037,secondaries,lp_led,FUND_SYNTH_000146,1,2019,2019-11-15,,ORDERED
MANAGER_SYNTH_00038,fund_of_funds,diversified,FUND_SYNTH_000152,1,2012,2012-05-15,,ORDERED
MANAGER_SYNTH_00038,growth,growth_equity,FUND_SYNTH_000150,1,2015,2015-08-15,,ORDERED
MANAGER_SYNTH_00038,infrastructure,core_plus,FUND_SYNTH_000151,1,2023,2023-05-15,,ORDERED
MANAGER_SYNTH_00038,venture,early_stage,FUND_SYNTH_000149,1,2013,2013-08-15,,ORDERED
MANAGER_SYNTH_00039,fund_of_funds,diversified,FUND_SYNTH_000156,1,2019,2019-05-15,,ORDERED
MANAGER_SYNTH_00039,growth,growth_equity,FUND_SYNTH_000154,1,2019,2019-05-15,,ORDERED
MANAGER_SYNTH_00039,growth,growth_equity,FUND_SYNTH_000155,2,2025,2025-02-15,FUND_SYNTH_000154,ORDERED
MANAGER_SYNTH_00039,secondaries,lp_led,FUND_SYNTH_000153,1,2023,2023-02-15,,ORDERED
MANAGER_SYNTH_00040,infrastructure,core_plus,FUND_SYNTH_000160,1,2014,2014-08-15,,ORDERED
MANAGER_SYNTH_00040,private_credit,direct_lending,FUND_SYNTH_000159,1,2017,2017-11-15,,ORDERED
MANAGER_SYNTH_00040,private_credit,direct_lending,FUND_SYNTH_000158,2,2024,2024-05-15,FUND_SYNTH_000159,ORDERED
MANAGER_SYNTH_00040,secondaries,lp_led,FUND_SYNTH_000157,1,2023,2023-05-15,,ORDERED
MANAGER_SYNTH_00041,buyout,middle_market,FUND_SYNTH_000163,1,2020,2020-05-15,,ORDERED
MANAGER_SYNTH_00041,buyout,middle_market,FUND_SYNTH_000162,2,2023,2023-08-15,FUND_SYNTH_000163,ORDERED
MANAGER_SYNTH_00041,private_credit,direct_lending,FUND_SYNTH_000164,1,2023,2023-11-15,,ORDERED
MANAGER_SYNTH_00041,real_estate,value_add,FUND_SYNTH_000161,1,2014,2014-05-15,,ORDERED
MANAGER_SYNTH_00042,infrastructure,core_plus,FUND_SYNTH_000166,1,2013,2013-08-15,,AMBIGUOUS_SAME_VINTAGE
MANAGER_SYNTH_00042,infrastructure,core_plus,FUND_SYNTH_000167,2,2013,2013-11-15,,AMBIGUOUS_SAME_VINTAGE
MANAGER_SYNTH_00042,secondaries,lp_led,FUND_SYNTH_000165,1,2024,2024-11-15,,ORDERED
MANAGER_SYNTH_00042,venture,early_stage,FUND_SYNTH_000168,1,2012,2012-02-15,,ORDERED
MANAGER_SYNTH_00043,private_credit,direct_lending,FUND_SYNTH_000170,1,2013,2013-11-15,,ORDERED
MANAGER_SYNTH_00043,private_credit,direct_lending,FUND_SYNTH_000171,2,2018,2018-08-15,FUND_SYNTH_000170,ORDERED
MANAGER_SYNTH_00043,real_estate,value_add,FUND_SYNTH_000169,1,2023,2023-02-15,,ORDERED
MANAGER_SYNTH_00043,secondaries,lp_led,FUND_SYNTH_000172,1,2015,2015-05-15,,ORDERED
MANAGER_SYNTH_00044,growth,growth_equity,FUND_SYNTH_000174,1,2016,2016-11-15,,ORDERED
MANAGER_SYNTH_00044,growth,growth_equity,FUND_SYNTH_000176,2,2025,2025-11-15,FUND_SYNTH_000174,ORDERED
MANAGER_SYNTH_00044,infrastructure,core_plus,FUND_SYNTH_000173,1,2019,2019-11-15,,ORDERED
MANAGER_SYNTH_00044,real_estate,value_add,FUND_SYNTH_000175,1,2024,2024-11-15,,ORDERED
MANAGER_SYNTH_00045,buyout,middle_market,FUND_SYNTH_000179,1,2016,2016-02-15,,ORDERED
MANAGER_SYNTH_00045,growth,growth_equity,FUND_SYNTH_000178,1,2025,2025-05-15,,ORDERED
MANAGER_SYNTH_00045,infrastructure,core_plus,FUND_SYNTH_000180,1,2015,2015-02-15,,ORDERED
MANAGER_SYNTH_00045,private_credit,direct_lending,FUND_SYNTH_000177,1,2012,2012-05-15,,ORDERED
MANAGER_SYNTH_00046,fund_of_funds,diversified,FUND_SYNTH_000181,1,2025,2025-05-15,,ORDERED
MANAGER_SYNTH_00046,real_estate,value_add,FUND_SYNTH_000184,1,2019,2019-11-15,,ORDERED
MANAGER_SYNTH_00046,real_estate,value_add,FUND_SYNTH_000182,2,2024,2024-11-15,FUND_SYNTH_000184,ORDERED
MANAGER_SYNTH_00046,secondaries,lp_led,FUND_SYNTH_000183,1,2014,2014-02-15,,ORDERED
MANAGER_SYNTH_00047,fund_of_funds,diversified,FUND_SYNTH_000187,1,2014,2014-11-15,,ORDERED
MANAGER_SYNTH_00047,infrastructure,core_plus,FUND_SYNTH_000185,1,2014,2014-05-15,,ORDERED
MANAGER_SYNTH_00047,private_credit,direct_lending,FUND_SYNTH_000188,1,2015,2015-05-15,,ORDERED
MANAGER_SYNTH_00047,venture,early_stage,FUND_SYNTH_000186,1,2012,2012-02-15,,ORDERED
MANAGER_SYNTH_00048,fund_of_funds,diversified,FUND_SYNTH_000190,1,2012,2012-11-15,,ORDERED
MANAGER_SYNTH_00048,growth,growth_equity,FUND_SYNTH_000189,1,2017,2017-05-15,,ORDERED
MANAGER_SYNTH_00048,infrastructure,core_plus,FUND_SYNTH_000191,1,2015,2015-11-15,,ORDERED
MANAGER_SYNTH_00048,real_estate,value_add,FUND_SYNTH_000192,1,2019,2019-08-15,,ORDERED
MANAGER_SYNTH_00049,buyout,middle_market,FUND_SYNTH_000193,1,2022,2022-08-15,,ORDERED
MANAGER_SYNTH_00049,real_estate,value_add,FUND_SYNTH_000195,1,2014,2014-08-15,,ORDERED
MANAGER_SYNTH_00049,venture,early_stage,FUND_SYNTH_000194,1,2014,2014-02-15,,ORDERED
MANAGER_SYNTH_00049,venture,early_stage,FUND_SYNTH_000196,2,2019,2019-02-15,FUND_SYNTH_000194,ORDERED
MANAGER_SYNTH_00050,buyout,middle_market,FUND_SYNTH_000198,1,2021,2021-02-15,,ORDERED
MANAGER_SYNTH_00050,infrastructure,core_plus,FUND_SYNTH_000199,1,2012,2012-08-15,,ORDERED
MANAGER_SYNTH_00050,private_credit,direct_lending,FUND_SYNTH_000200,1,2013,2013-11-15,,ORDERED
MANAGER_SYNTH_00050,venture,early_stage,FUND_SYNTH_000197,1,2012,2012-11-15,,ORDERED
MANAGER_SYNTH_00051,fund_of_funds,diversified,FUND_SYNTH_000201,1,2013,2013-08-15,,ORDERED
MANAGER_SYNTH_00051,private_credit,direct_lending,FUND_SYNTH_000202,1,2022,2022-02-15,,ORDERED
MANAGER_SYNTH_00051,secondaries,lp_led,FUND_SYNTH_000203,1,2013,2013-11-15,,ORDERED
MANAGER_SYNTH_00051,venture,early_stage,FUND_SYNTH_000204,1,2015,2015-08-15,,ORDERED
MANAGER_SYNTH_00052,buyout,middle_market,FUND_SYNTH_000207,1,2022,2022-02-15,,ORDERED
MANAGER_SYNTH_00052,private_credit,direct_lending,FUND_SYNTH_000205,1,2014,2014-11-15,,ORDERED
MANAGER_SYNTH_00052,private_credit,direct_lending,FUND_SYNTH_000208,2,2019,2019-02-15,FUND_SYNTH_000205,ORDERED
MANAGER_SYNTH_00052,secondaries,lp_led,FUND_SYNTH_000206,1,2019,2019-11-15,,ORDERED
MANAGER_SYNTH_00053,buyout,middle_market,FUND_SYNTH_000211,1,2025,2025-05-15,,ORDERED
MANAGER_SYNTH_00053,private_credit,direct_lending,FUND_SYNTH_000209,1,2018,2018-11-15,,ORDERED
MANAGER_SYNTH_00053,real_estate,value_add,FUND_SYNTH_000210,1,2013,2013-08-15,,ORDERED
MANAGER_SYNTH_00053,real_estate,value_add,FUND_SYNTH_000212,2,2018,2018-05-15,FUND_SYNTH_000210,ORDERED
MANAGER_SYNTH_00054,fund_of_funds,diversified,FUND_SYNTH_000213,1,2017,2017-02-15,,ORDERED
MANAGER_SYNTH_00054,growth,growth_equity,FUND_SYNTH_000214,1,2013,2013-05-15,,ORDERED
MANAGER_SYNTH_00054,infrastructure,core_plus,FUND_SYNTH_000215,1,2014,2014-11-15,,ORDERED
MANAGER_SYNTH_00054,private_credit,direct_lending,FUND_SYNTH_000216,1,2021,2021-11-15,,ORDERED
MANAGER_SYNTH_00055,buyout,middle_market,FUND_SYNTH_000219,1,2022,2022-11-15,,ORDERED
MANAGER_SYNTH_00055,buyout,middle_market,FUND_SYNTH_000217,2,2023,2023-11-15,FUND_SYNTH_000219,ORDERED
MANAGER_SYNTH_00055,fund_of_funds,diversified,FUND_SYNTH_000220,1,2025,2025-08-15,,ORDERED
MANAGER_SYNTH_00055,real_estate,value_add,FUND_SYNTH_000218,1,2013,2013-05-15,,ORDERED
MANAGER_SYNTH_00056,buyout,middle_market,FUND_SYNTH_000222,1,2014,2014-08-15,,ORDERED
MANAGER_SYNTH_00056,private_credit,direct_lending,FUND_SYNTH_000223,1,2023,2023-05-15,,ORDERED
MANAGER_SYNTH_00056,secondaries,lp_led,FUND_SYNTH_000221,1,2014,2014-11-15,,ORDERED
MANAGER_SYNTH_00056,venture,early_stage,FUND_SYNTH_000224,1,2012,2012-08-15,,ORDERED
MANAGER_SYNTH_00057,buyout,middle_market,FUND_SYNTH_000226,1,2012,2012-02-15,,ORDERED
MANAGER_SYNTH_00057,buyout,middle_market,FUND_SYNTH_000225,2,2019,2019-08-15,FUND_SYNTH_000226,ORDERED
MANAGER_SYNTH_00057,private_credit,direct_lending,FUND_SYNTH_000228,1,2020,2020-05-15,,ORDERED
MANAGER_SYNTH_00057,private_credit,direct_lending,FUND_SYNTH_000227,2,2024,2024-08-15,FUND_SYNTH_000228,ORDERED
MANAGER_SYNTH_00058,buyout,middle_market,FUND_SYNTH_000230,1,2018,2018-11-15,,ORDERED
MANAGER_SYNTH_00058,growth,growth_equity,FUND_SYNTH_000229,1,2025,2025-08-15,,ORDERED
MANAGER_SYNTH_00058,infrastructure,core_plus,FUND_SYNTH_000232,1,2018,2018-02-15,,ORDERED
MANAGER_SYNTH_00058,private_credit,direct_lending,FUND_SYNTH_000231,1,2014,2014-05-15,,ORDERED
MANAGER_SYNTH_00059,fund_of_funds,diversified,FUND_SYNTH_000235,1,2015,2015-11-15,,ORDERED
MANAGER_SYNTH_00059,private_credit,direct_lending,FUND_SYNTH_000236,1,2021,2021-05-15,,ORDERED
