population,fund_id,manager_id,manager_name,strategy,sub_strategy,vintage_year,currency,as_of_date,current_status,v1_status,v1_fund_score,v1_tvpi_percentile,v1_dpi_percentile,dpi,rvpi,tvpi,xirr,xirr_status,xirr_basis,realized_share,nav_reliance,ks_pme,direct_alpha,benchmark_id,benchmark_status,distribution_recency_months,distribution_velocity_1y,call_50_months,call_75_months,company_hhi,top_company_share,top3_company_share,sector_hhi,top_sector_share,top_sector,geography_hhi,geography_status,holdings_status,economic_loss_status,management_fee_rate,waterfall_type,term_status,size_step_up,size_predecessor_fund_id,size_step_status,strict_20_10_eligible,reference_peer_count,reference_peer_manager_count,size_peer_count,size_peer_manager_count,tvpi_peer_median,tvpi_peer_q25,tvpi_peer_q75,tvpi_robust_z,tvpi_size_percentile,dpi_peer_median,dpi_peer_q25,dpi_peer_q75,dpi_robust_z,dpi_size_percentile,trailing_1y_xirr,trailing_1y_status,trailing_3y_xirr,trailing_3y_status,trailing_5y_xirr,trailing_5y_status,trailing_10y_xirr,trailing_10y_status,age_3_status,age_3_date,age_3_lag_days,age_3_tvpi,age_3_dpi,age_3_tvpi_percentile,age_3_dpi_percentile,age_5_status,age_5_date,age_5_lag_days,age_5_tvpi,age_5_dpi,age_5_tvpi_percentile,age_5_dpi_percentile,age_7_status,age_7_date,age_7_lag_days,age_7_tvpi,age_7_dpi,age_7_tvpi_percentile,age_7_dpi_percentile,age_10_status,age_10_date,age_10_lag_days,age_10_tvpi,age_10_dpi,age_10_tvpi_percentile,age_10_dpi_percentile
fixture,FUND_SYNTH_000011,MANAGER_SYNTH_00003,Synthetic Alternatives Manager 0003,private_credit,direct_lending,2022,EUR,2026-06-30,AVAILABLE,PEERS_INSUFFICIENT,,,,0.368983,0.904872,1.273856,0.0896512825,AVAILABLE,unstated,0.28965856197056866,0.7103414380294313,,,,BENCHMARK_CURRENCY_UNSUPPORTED,9.264887063655031,0.12120043203209381,0.0,8.31211498973306,0.22927981137179346,0.304965404965405,0.7533577533577533,0.27909466677069444,0.31750101750101745,Business Services,1.0,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,false,1,1,0,0,1.29168230144,1.29168230144,1.29168230144,,,0.259787367104,0.259787367104,0.259787367104,,,0.07603062109622773,AVAILABLE,0.11124985181037829,AVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,AVAILABLE,2025-09-30,46,1.225463,0.368983,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,
fixture,FUND_SYNTH_000012,MANAGER_SYNTH_00003,Synthetic Alternatives Manager 0003,buyout,middle_market,2022,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,32.8205128205,35.8974358974,28.2051282051,0.378153,0.950435,1.328588,0.087918965,AVAILABLE,unstated,0.2846277688336201,0.7153722311663798,1.1464898655,0.0401451996,BM_SYNTH_PUBLIC_EQUITY,AVAILABLE,6.4722792607802875,0.14310148232611175,5.552361396303901,12.451745379876797,0.2706960902070133,0.30552537637746385,0.8731181126804283,0.3403698628807126,0.4014434269750116,Software,0.9999999999999996,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,true,39,35,13,13,1.5315586671,1.2665994279250001,1.776082459935,-0.5195492220649803,61.53846153846154,0.494120874814,0.3274675660035,0.7732218955805,-0.432408105869139,46.15384615384615,0.06830966072227103,AVAILABLE,0.08488197860713079,AVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,AVAILABLE,2024-12-31,46,1.230122,0.150022,27.77777777777778,61.111111111111114,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,
fixture,FUND_SYNTH_000013,MANAGER_SYNTH_00004,Synthetic Alternatives Manager 0004,buyout,middle_market,2012,USD,,NO_COMMON_DATE_RECORD,,,,,,,,,RETURN_UNAVAILABLE,unstated,,,,,,NO_CURRENT_PERIOD,,,,,,,,,,,,UNKNOWN,HOLDINGS_UNAVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,,,,,,,,,,,,,,,,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,AVAILABLE,2015-09-30,64,1.072768,0.0,12.0,50.0,AVAILABLE,2017-09-30,64,1.139096,0.051541,12.0,40.0,AVAILABLE,2019-09-30,64,1.191685,0.306497,12.0,56.0,AVAILABLE,2022-09-30,64,1.25909,0.764384,12.0,44.0
fixture,FUND_SYNTH_000014,MANAGER_SYNTH_00004,Synthetic Alternatives Manager 0004,fund_of_funds,diversified,2018,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,54.6666666667,60.0,46.6666666667,1.104548,0.450763,1.555311,0.0827351779,AVAILABLE,unstated,0.7101783331311415,0.2898216668688584,0.9797835413,-0.0036538727,BM_SYNTH_PUBLIC_EQUITY,AVAILABLE,1.2484599589322383,0.4824467706330556,5.716632443531828,12.2217659137577,0.27811065830247056,0.3550598975462935,0.865753752317168,0.4896363059706246,0.6529330861687496,Healthcare,1.0,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,false,15,15,4,4,1.47957104337,1.322427924925,1.8096056545399999,0.16806051631836172,,1.1186770428,0.9380696573135,1.42591270521,-0.039323845881592386,,0.09929478408687502,AVAILABLE,0.07388602477537688,AVAILABLE,0.0680837991293744,AVAILABLE,,OPENING_NAV_UNAVAILABLE,AVAILABLE,2021-09-30,46,1.241379,0.012175,66.66666666666667,80.0,AVAILABLE,2023-09-30,46,1.386629,0.26819,60.0,73.33333333333333,AVAILABLE,2025-09-30,46,1.511303,0.797301,53.84615384615385,76.92307692307692,FUND_TOO_YOUNG,,,,,,
fixture,FUND_SYNTH_000015,MANAGER_SYNTH_00004,Synthetic Alternatives Manager 0004,buyout,middle_market,2014,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,63.6363636364,63.6363636364,63.6363636364,1.850487,0.187248,2.037735,0.1050906209,AVAILABLE,unstated,0.9081097076642733,0.09189029233572663,1.4171019357,0.0516752781,BM_SYNTH_PUBLIC_EQUITY,AVAILABLE,6.80082135523614,0.711996265753851,14.455852156057494,32.36139630390144,0.5856559034760126,0.7069491525423729,1.0,0.5856559034760126,0.7069491525423729,Software,1.0,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,0.5964144551101073,FUND_SYNTH_000013,AVAILABLE,false,11,11,3,3,1.90670594405,1.601956957365,2.283938912975,0.23811892996709888,,1.73150004627,1.45475127455,2.074065013345,0.23811186857276853,,0.3266655005711517,AVAILABLE,0.15033024516668417,AVAILABLE,0.10324566685095517,AVAILABLE,0.10117560305443413,AVAILABLE,AVAILABLE,2017-06-30,46,1.300641,0.0,72.0,50.0,AVAILABLE,2019-06-30,46,1.499614,0.10081,72.0,92.0,AVAILABLE,2021-06-30,46,1.669269,0.457298,72.0,88.0,AVAILABLE,2024-06-30,46,1.896633,1.337015,72.0,88.0
fixture,FUND_SYNTH_000016,MANAGER_SYNTH_00004,Synthetic Alternatives Manager 0004,growth,growth_equity,2025,USD,2026-06-30,AVAILABLE,,,,,0.068163,1.148048,1.216211,0.1977867137,AVAILABLE,unstated,0.056045666839647124,0.9439543331603529,1.3196701612,0.2937974154,BM_SYNTH_SMALL_CAP_EQUITY,AVAILABLE,0.4271047227926078,0.10303938939621098,3.6139630390143735,5.650924024640657,0.1999452486342551,0.274954841749784,0.67760936150161,0.452471650572649,0.6392837508835311,Energy Transition,1.0000000000000004,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,,,,,,,,,,,,,,,,0.2215731791375415,AVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,
fixture,FUND_SYNTH_000017,MANAGER_SYNTH_00005,Synthetic Alternatives Manager 0005,private_credit,direct_lending,2023,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,43.5714285714,60.7142857143,17.8571428571,0.262106,1.041126,1.303232,0.0929157132,AVAILABLE,unstated,0.20112022173461136,0.7988797782653886,0.7782912989,-0.0809140858,BM_SYNTH_HIGH_YIELD_CREDIT,AVAILABLE,0.7885010266940452,0.12924082077108925,0.0,4.6652977412731005,0.21042244617464154,0.2678352005782436,0.689410914347669,0.44654812011406586,0.5971449222985183,Software,1.0,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,0.6101872079775057,FUND_SYNTH_000020,AVAILABLE,true,28,26,8,8,1.248838713755,1.220710939015,1.3610138161175,0.4467151756232927,,0.424631867944,0.3073731823165,0.632879704019,-0.6534852624071098,,0.07411111990680871,AVAILABLE,0.12419615765333569,AVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,AVAILABLE,2025-12-31,64,1.265493,0.166911,84.0,76.0,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,
fixture,FUND_SYNTH_000018,MANAGER_SYNTH_00005,Synthetic Alternatives Manager 0005,buyout,middle_market,2013,USD,,NO_COMMON_DATE_RECORD,,,,,,,,,RETURN_UNAVAILABLE,unstated,,,,,,NO_CURRENT_PERIOD,,,,,,,,,,,,UNKNOWN,HOLDINGS_UNAVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,,,,,,,,,,,,,,,,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,,UNAVAILABLE,AVAILABLE,2015-12-31,46,1.198571,0.0,50.0,50.0,AVAILABLE,2017-12-31,46,1.356841,0.034299,50.0,23.076923076923077,AVAILABLE,2019-12-31,46,1.486957,0.115622,46.15384615384615,7.6923076923076925,AVAILABLE,2022-12-31,46,1.65684,0.715769,46.15384615384615,30.76923076923077
fixture,FUND_SYNTH_000019,MANAGER_SYNTH_00005,Synthetic Alternatives Manager 0005,buyout,middle_market,2022,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,17.9487179487,12.8205128205,25.641025641,0.334155,0.839834,1.173989,0.0509271313,AVAILABLE,unstated,0.2846320593268682,0.7153679406731318,1.0315574656,0.0094063444,BM_SYNTH_PUBLIC_EQUITY,AVAILABLE,7.195071868583162,0.1630989924925344,2.6611909650924024,11.170431211498974,0.15617305341847346,0.19728238333705464,0.5631399317406144,0.3069647103171716,0.43650920225830114,Healthcare,1.0,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,0.9350684581750871,FUND_SYNTH_000018,AVAILABLE,true,39,35,12,12,1.5315586671,1.2797332583599998,1.776082459935,-0.9588759007911172,8.333333333333334,0.494120874814,0.3494667083415,0.7732218955805,-0.5964641829839094,25.0,0.04215914410274943,AVAILABLE,0.05787921975213267,AVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,AVAILABLE,2025-03-31,62,1.127324,0.13745,13.88888888888889,55.55555555555556,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,
fixture,FUND_SYNTH_000020,MANAGER_SYNTH_00005,Synthetic Alternatives Manager 0005,private_credit,direct_lending,2021,USD,2026-06-30,AVAILABLE,RANKABLE_FUND,36.4285714286,25.0,53.5714285714,0.46996,0.742593,1.212553,0.0527846157,AVAILABLE,unstated,0.3875787502128384,0.6124212497871616,0.6813522164,-0.0984257628,BM_SYNTH_HIGH_YIELD_CREDIT,AVAILABLE,0.8870636550308009,0.19382420001572453,6.406570841889117,14.225872689938399,0.24824887088949796,0.3767058223859503,0.7657375871736058,0.3918255575016529,0.4950765737587174,Healthcare,1.0000000000000004,AVAILABLE_CONSTANT,AVAILABLE,UNSUPPORTED_DEFINITION,0.018,whole_fund,AVAILABLE,,,PREDECESSOR_UNAVAILABLE,true,28,26,8,8,1.248838713755,1.220710939015,1.3610138161175,-0.298003429400479,,0.424631867944,0.3073731823165,0.632879704019,0.18225502964190757,,0.04501364361466803,AVAILABLE,0.04904557111910126,AVAILABLE,,OPENING_NAV_UNAVAILABLE,,OPENING_NAV_UNAVAILABLE,AVAILABLE,2024-06-30,46,1.133031,0.037955,28.0,4.0,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,,FUND_TOO_YOUNG,,,,,,
